cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
83,38,3.71,10,1,24,3,367
101,40,4.4,10,2,22,1,368
88,39,3.98,10,2,17,4,369
100,40,3.34,10,2,21,0,370
75,42,3.64,10,2,20,6,371
61,43,3.8,10,2,22,0,372
86,39,3.21,10,2,23,7,373
70,41,3.84,10,2,18,1,374
83,44,4.0,10,2,17,1,375
86,41,3.05,10,2,21,1,376
109,39,3.06,10,1,23,0,377
96,38,3.29,10,2,19,8,378
50,43,3.76,10,1,20,1,379
100,40,3.35,10,2,22,9,380
52,65,3.95,10,1,22,3,381
115,38,3.06,10,2,23,9,382
70,42,3.59,10,2,19,5,383
86,40,3.21,10,2,21,4,384
90,39,3.8,10,2,18,1,385
105,39,3.86,10,2,16,1,386
93,40,3.2,10,1,16,4,387
152,34,3.87,10,2,14,4,388
76,37,3.62,10,2,17,2,389
149,42,3.11,10,2,11,5,390
123,40,3.58,10,2,15,1,391
82,39,3.12,10,2,16,4,392
99,32,3.83,10,2,21,2,393
114,38,3.08,11,2,24,2,394
129,39,3.77,11,2,21,0,395
101,34,3.23,11,2,19,2,396
83,41,3.69,11,1,17,4,397
120,39,3.07,11,2,18,7,398
34,35,3.6,10,2,11,4,399
111,34,3.71,11,2,21,7,400
75,36,3.9,10,2,19,0,401
78,37,3.01,11,2,14,1,402
84,38,3.21,11,2,12,0,403
82,35,3.06,10,2,16,7,404
100,55,4.06,11,1,12,2,405
101,49,4.31,11,2,12,1,406
80,63,3.98,10,1,14,4,407
95,53,4.13,11,1,10,2,408
86,58,3.81,11,1,10,0,409
94,67,3.6,10,2,10,5,410
89,62,3.77,11,1,13,0,411
54,49,4.04,10,2,16,2,412
93,57,3.99,11,1,13,0,413
65,62,3.99,10,2,8,7,414
94,50,3.16,11,2,16,1,415
75,50,3.4,11,2,13,1,416
64,51,3.47,11,1,14,4,417
99,65,4.12,11,2,16,1,418
99,47,3.18,11,2,13,5,419
77,62,3.49,11,2,11,4,420
66,54,3.59,9,2,15,1,421
145,56,3.78,11,2,18,4,422
27,71,3.63,11,2,19,3,423
109,42,3.61,11,2,21,5,424
114,42,3.75,11,1,22,3,425
60,52,3.05,11,2,19,5,426
68,57,3.72,11,2,22,12,427
74,50,3.26,11,2,22,0,428
54,45,3.54,11,1,16,6,429
110,43,3.21,11,2,13,4,430
84,54,3.8,11,2,21,5,431
28,55,3.68,11,2,18,0,432
46,54,4.14,11,2,22,2,433
45,42,3.2,11,2,19,6,434
111,52,3.91,11,2,20,5,435
94,51,4.03,11,2,20,5,436
96,39,3.82,11,2,19,3,437
120,33,4.03,11,2,17,2,438
106,48,4.0,11,2,16,6,439
104,38,3.54,11,1,21,2,440
108,42,3.05,11,1,20,7,441
118,51,3.22,11,2,15,5,442
105,47,3.67,11,2,13,0,443
87,46,3.79,11,2,18,4,444
105,53,3.45,11,1,14,2,445
139,45,3.33,11,2,22,3,446
113,55,3.65,11,1,21,3,447
112,53,3.41,11,1,15,2,448
122,44,3.37,11,1,21,0,449
152,47,3.9,11,1,19,2,450
92,58,3.51,11,1,13,4,451
104,51,3.93,11,1,17,2,452
132,48,3.96,11,1,20,7,453
59,46,3.74,11,1,15,5,454
117,50,3.22,11,1,19,4,455
65,47,3.25,11,1,16,0,456
98,44,3.43,11,1,25,3,457
87,50,4.04,11,1,18,3,458
56,48,3.32,11,1,26,6,459
88,38,3.98,11,1,25,2,460
71,46,3.24,11,1,17,1,461
109,43,3.6,11,1,20,0,462
86,43,3.03,11,1,21,2,463
74,45,3.96,11,1,16,5,464
56,47,3.92,11,1,22,1,465
32,44,3.89,11,1,17,0,466
94,43,3.07,12,1,22,11,467
68,46,3.38,11,1,19,0,468
83,41,3.78,12,1,20,4,469
139,40,3.74,11,1,17,6,470
96,46,3.62,11,1,19,1,471
122,46,3.2,11,1,20,0,472
71,46,3.45,12,1,19,2,473
94,47,3.47,11,1,21,0,474
123,43,3.79,12,2,13,9,475
113,54,3.4,12,2,20,3,476
89,44,3.47,11,1,16,4,477
115,45,3.78,11,1,9,0,478
148,45,4.14,12,1,12,5,479
108,44,3.86,12,1,27,5,480
103,51,3.93,12,1,20,0,481
100,54,3.11,12,1,16,10,482
124,48,3.04,10,1,13,7,483
87,54,3.56,11,1,12,4,484
98,49,3.49,12,1,22,5,485
0,47,3.08,12,2,17,3,486
76,51,3.1,11,2,19,4,487
167,45,3.4,12,1,12,4,488
8,50,3.53,12,1,16,4,489
125,50,3.0,12,1,7,5,490
59,47,3.56,11,1,13,3,491
86,44,3.66,9,1,16,8,492
111,48,3.75,9,2,15,5,493
126,41,4.04,9,1,18,3,494
132,41,3.64,9,1,17,7,495
0,51,3.68,10,1,17,5,496
119,50,3.03,9,1,14,6,497
79,50,3.54,10,1,17,4,498
83,44,3.21,10,1,15,5,499
95,44,3.67,9,0,12,6,500
113,40,3.69,9,1,15,6,501
54,42,3.68,9,1,11,4,502
107,40,3.49,10,1,16,4,503
113,41,3.13,9,2,17,5,504
96,40,3.25,9,1,19,4,505
101,41,3.35,9,1,14,6,506
79,45,3.77,9,1,15,3,507
140,40,3.81,9,2,15,1,508
105,40,3.27,9,1,16,5,509
91,42,3.93,15,1,15,2,510
105,43,3.88,10,2,19,5,511
115,39,3.91,10,1,13,4,512
134,37,3.57,9,1,16,1,513
101,36,3.24,9,1,17,3,514
79,40,3.93,9,2,16,4,515
111,39,3.19,10,2,20,2,516
112,44,3.54,10,1,18,5,517
101,43,3.03,10,1,18,4,518
78,52,3.96,10,2,14,0,519
110,47,3.07,10,2,19,8,520
97,48,3.71,10,1,16,11,521
74,48,3.4,10,1,17,7,522
82,45,3.64,10,1,22,4,523
103,50,3.51,10,1,17,2,524
83,52,3.1,10,2,15,0,525
111,46,3.61,10,1,21,5,526
93,58,4.4,10,1,16,4,527
126,49,3.8,10,1,13,6,528
117,54,3.32,10,1,16,5,529
112,54,3.53,11,1,19,5,530
83,44,3.3,10,1,20,0,531
77,44,3.99,10,1,22,0,532
93,43,3.85,11,2,21,5,533
88,45,3.57,10,2,24,2,534
94,54,3.59,10,1,19,2,535
112,54,3.46,10,1,21,8,536
85,47,3.65,10,1,16,7,537
78,48,3.78,10,2,25,4,538
102,49,4.05,10,1,22,5,539
97,49,3.68,10,2,23,4,540
96,49,3.41,7,1,20,2,541
83,49,3.79,12,1,24,6,542
92,49,3.0,12,1,19,2,543
91,48,4.06,12,1,22,4,544
100,49,3.31,12,2,21,3,545
102,57,3.7,12,1,25,10,546
100,48,3.5,10,1,18,10,547
90,49,3.74,12,2,16,7,548
99,49,4.2,12,1,22,3,549
78,49,4.17,12,1,21,4,550
124,49,3.55,12,1,15,2,551
122,49,3.82,12,1,20,2,552
92,48,3.52,13,1,19,3,553
66,48,3.81,12,1,16,4,554
78,37,3.59,13,1,19,0,555
99,50,4.0,12,1,19,4,556
118,42,3.64,12,1,15,0,557
165,37,3.08,12,2,15,5,558
61,47,4.06,12,2,24,3,559
47,29,3.21,12,1,26,9,560
107,28,3.24,12,1,17,1,561
125,50,3.35,12,1,14,0,562
53,50,3.79,12,2,21,5,563
105,34,3.82,12,1,17,8,564
84,46,3.98,13,1,15,2,565
105,45,3.19,12,1,8,4,566
69,44,3.62,13,1,18,4,567
46,37,3.03,13,1,18,8,568
80,43,3.7,13,2,17,2,569
90,55,3.35,13,1,17,4,570
86,40,3.33,13,1,15,8,571
111,34,3.69,13,1,21,1,572
121,43,4.06,12,1,22,2,573
119,50,3.97,13,1,20,5,574
104,44,3.72,13,1,23,3,575
105,47,3.52,13,2,17,5,576
100,55,3.2,13,2,15,4,577
105,52,4.0,12,1,14,3,578
107,55,3.83,13,1,10,7,579
96,51,3.47,13,2,17,4,580
82,55,3.21,13,2,21,3,581
125,48,3.5,13,1,11,5,582
126,51,3.06,13,2,11,6,583
97,51,3.95,13,1,14,4,584
91,50,3.62,13,2,13,3,585
69,53,3.01,13,2,18,2,586
87,50,3.25,13,2,21,3,587
133,52,3.34,13,1,13,10,588
116,56,3.6,13,2,20,6,589
113,49,3.28,12,2,14,2,590
148,54,3.03,13,1,13,1,591
95,46,3.44,11,1,17,3,592
75,47,3.89,11,1,18,1,593
108,53,3.95,11,1,21,6,594
93,64,3.77,10,2,13,6,595
159,62,3.26,11,1,13,5,596
133,53,3.75,11,1,13,1,597
154,54,3.45,11,1,16,6,598
134,60,3.86,11,1,14,1,599
78,62,3.92,11,2,17,0,600
138,50,3.71,10,2,12,6,601
105,57,3.77,11,2,12,5,602
158,67,3.82,11,2,17,0,603
122,61,3.78,10,2,18,8,604
95,56,3.28,11,2,10,2,605
91,50,3.89,11,2,23,6,606
105,60,3.0,10,3,17,6,607
81,53,3.73,11,2,19,1,608
78,61,3.42,11,1,18,2,609
75,56,3.6,11,1,18,0,610
121,49,3.96,11,1,21,4,611
89,68,3.07,11,2,20,0,612
98,61,3.33,11,2,18,4,613
91,50,3.16,13,2,18,6,614
93,52,3.87,10,2,11,4,615
107,52,3.14,10,1,18,5,616
84,46,3.84,11,2,14,6,617
63,57,3.67,11,2,15,4,618
86,52,3.25,11,2,14,0,619
97,57,3.66,11,2,19,3,620
76,54,3.25,11,1,23,2,621
101,44,3.69,11,2,17,5,622
132,45,3.8,11,2,17,4,623
85,55,3.72,11,1,22,7,624
119,47,3.85,11,2,20,2,625
70,58,3.55,11,2,16,5,626
65,48,3.38,11,1,17,3,627
140,57,3.82,11,1,20,2,628
85,49,3.61,13,2,17,6,629
140,51,3.24,11,2,19,2,630
79,52,3.79,11,1,18,3,631
114,43,3.27,11,2,17,3,632
