response_time,norm_time
0.073,466.723
0.066,466.798
0.097,466.907
0.069,466.968
0.072,467.095
0.092,467.187
0.068,467.271
0.081,467.358
0.063,467.421
0.088,467.506
0.067,467.583
0.047,467.629
0.078,467.734
0.085,467.835
0.088,467.932
0.07,467.982
0.065,468.067
0.049,468.175
0.086,468.26
0.078,468.335
0.084,468.438
0.085,468.555
0.073,468.646
0.082,468.707
0.061,468.856
0.072,468.938
0.068,468.977
0.087,469.044
0.055,469.103
0.095,469.174
0.05,469.265
0.043,469.332
0.047,469.403
0.091,469.481
0.06,469.561
0.053,469.646
0.061,469.733
0.088,469.805
0.077,469.86
0.094,469.912
0.08,469.99
0.075,470.039
0.053,470.138
0.089,470.174
0.089,470.241
0.081,470.289
0.069,470.359
0.086,470.445
0.065,470.552
0.073,470.618
0.056,470.682
0.075,470.761
0.056,470.83
0.083,470.916
0.072,470.974
0.07,471.045
0.084,471.135
0.084,471.195
0.071,471.244
0.096,471.305
0.101,471.398
0.09,471.457
0.046,471.557
0.102,471.616
0.073,471.692
0.054,471.741
0.103,471.823
0.094,471.87
0.076,472.009
0.064,472.065
0.083,472.133
0.082,472.198
0.047,472.254
0.083,472.369
0.054,472.45
0.096,472.506
0.095,472.565
0.092,472.671
0.048,472.767
0.097,472.825
0.056,472.906
0.095,472.961
0.058,473.021
0.076,473.094
0.093,473.13
0.049,473.215
0.072,473.289
0.077,473.363
0.078,473.444
0.078,473.522
0.079,473.578
0.055,473.677
0.076,473.782
0.08,473.825
0.092,473.865
0.065,473.972
0.097,474.027
0.069,474.119
0.047,474.171
0.086,474.228
0.05,474.322
0.084,474.385
0.066,474.465
0.089,474.53
0.062,474.614
0.084,474.688
0.059,474.765
0.054,474.828
0.066,474.897
0.095,474.964
0.062,475.07
0.088,475.155
0.049,475.249
0.078,475.307
0.077,475.389
0.07,475.46
0.079,475.522
0.086,475.598
0.071,475.679
0.076,475.754
0.077,475.82
0.048,475.903
0.071,475.97
0.092,476.05
0.078,476.121
0.046,476.197
0.081,476.261
0.089,476.325
0.064,476.411
0.073,476.492
0.055,476.58
0.088,476.645
0.081,476.701
