query_id,time_violation,remaining_inference_time,data_sources,top_1,top_3,top_5,top_10,no_object,list_objects
982706ac-957f-48b2-a51f-52b535fae722,False,1.436390085014012,"['rgb', 'ninf', 'minf', 'finf']",6.0,6.0,6.0,6.0,8.0,"[0, 1, 2, 3, 4, 6, 8, 10]"
3b0f1d3a-30c5-4d48-b25c-3267ed8ae7c4,False,0.5793206529231669,"['rgb', 'ninf', 'minf', 'finf']",9.0,10.0,10.0,10.0,10.0,"[0, 1, 2, 3, 4, 5, 6, 7, 11, 12]"
9567bd93-a02d-445c-b83a-ce715b81f01f,False,1.6589403049024145,"['rgb', 'ninf', 'minf', 'finf']",5.0,5.0,5.0,5.0,5.0,"[0, 1, 2, 5, 7]"
bfa66e87-e1a6-4e6b-b47c-df9097d8f27a,False,2.1719523516506896,"['rgb', 'ninf', 'minf', 'finf']",8.0,8.0,8.0,8.0,9.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9]"
b1146f52-6eaa-4ede-8508-eb4264df599a,False,0.5289130626933268,"['rgb', 'ninf', 'minf', 'finf']",1.0,1.0,1.0,1.0,1.0,[0]
d770f1c9-81e3-4a05-aceb-1f94f92143ad,False,1.724696766713636,"['rgb', 'ninf', 'minf', 'finf']",10.0,10.0,10.0,10.0,14.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15]"
2f5dadd7-0b0b-4168-9aa3-008b939577ea,False,1.6267334584894877,"['rgb', 'ninf', 'minf', 'finf']",7.0,7.0,7.0,7.0,7.0,"[0, 1, 2, 3, 4, 5, 6]"
36b2cf78-2d48-4e9f-837c-2f4951da3bb3,False,0.8220211993673493,"['rgb', 'ninf', 'minf', 'finf']",2.0,2.0,2.0,2.0,3.0,"[0, 3, 5]"
00088efb-e911-4d65-be01-abeb0875b30a,False,1.7173897922311303,"['rgb', 'ninf', 'minf', 'finf']",7.0,7.0,7.0,8.0,8.0,"[0, 1, 2, 3, 4, 5, 6, 8]"
d82aa676-e957-4015-977a-17a1034a98e7,False,2.190775453329616,"['rgb', 'ninf', 'minf', 'finf']",10.0,10.0,10.0,10.0,11.0,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]"
2592603f-5343-4346-b0df-5ae04e8e33d6,False,0.6869674803522029,"['rgb', 'ninf', 'minf', 'finf']",3.0,3.0,3.0,3.0,4.0,"[0, 1, 2, 4]"
