cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
2334,196,3.16,15,8,241,33,413
2324,208,3.55,15,8,161,30,414
2460,155,3.71,15,8,330,48,415
2903,179,3.87,15,8,293,27,416
2070,184,4.4,15,8,316,50,417
1507,182,3.56,15,8,346,29,418
2102,222,3.23,15,8,361,30,419
1152,160,3.43,15,8,337,27,420
2144,213,3.06,15,8,324,35,421
1737,149,3.86,15,9,292,34,422
2038,181,3.54,15,9,336,34,423
1159,179,3.71,15,9,339,35,424
1704,211,3.57,15,8,350,27,425
1998,201,4.08,15,8,356,22,426
1913,204,3.81,15,8,322,35,427
2045,175,3.54,15,8,360,26,428
2736,184,3.78,18,8,372,35,429
2055,168,3.23,15,7,346,29,430
2263,175,3.97,15,7,367,26,431
2004,180,3.93,15,7,367,17,432
2206,178,3.14,15,7,381,33,433
2274,187,3.87,15,7,376,22,434
2474,191,3.17,15,7,388,19,435
1811,177,3.61,17,7,393,32,436
2706,197,3.85,15,7,385,39,437
1921,198,3.65,15,7,380,32,438
1997,185,3.25,15,7,391,39,439
2651,185,3.62,15,8,385,28,440
2865,187,3.98,15,7,396,17,441
1736,176,3.79,15,8,380,27,442
2551,180,3.68,15,7,385,29,443
2248,173,3.41,15,8,377,28,444
1514,182,3.44,15,7,387,19,445
2639,190,4.02,15,7,375,29,446
2281,150,4.03,15,8,390,33,447
3065,175,3.2,15,8,392,24,448
3664,228,3.86,15,8,381,31,449
2456,158,3.47,15,8,398,20,450
1922,217,3.16,15,8,284,21,451
1914,176,3.89,15,8,377,37,452
3357,180,3.24,15,8,293,19,453
2199,174,3.49,15,8,307,32,454
1451,220,3.59,15,8,342,27,455
2527,185,3.76,15,8,320,33,456
2075,189,3.19,14,8,333,29,457
2132,210,3.57,13,8,285,37,458
3321,192,3.75,14,8,279,25,459
1839,192,3.28,15,9,334,33,460
2128,193,3.49,13,8,398,30,461
2161,187,3.74,14,8,344,33,462
1778,208,3.34,14,8,333,33,463
2652,180,4.66,14,8,365,25,464
2512,204,3.56,13,9,336,29,465
1892,162,3.61,13,9,308,24,466
1920,191,3.25,13,8,292,28,467
1398,172,3.32,14,9,343,35,468
2199,184,3.24,14,8,349,23,469
1997,194,3.75,14,9,441,33,470
1015,208,3.24,13,9,370,32,471
2370,215,3.59,14,8,393,26,472
2087,203,3.75,13,9,448,32,473
2221,236,3.09,13,8,246,24,474
1841,194,4.18,13,9,364,26,475
2801,184,4.12,13,8,341,25,476
1684,210,3.65,14,8,385,26,477
1525,178,3.55,14,9,377,30,478
2314,189,3.69,17,9,358,23,479
1880,204,3.25,17,8,375,34,480
2654,218,4.31,17,8,207,13,481
2079,192,3.11,17,7,382,34,482
868,184,3.68,17,8,341,21,483
1065,190,3.23,17,7,376,27,484
1843,176,3.57,17,8,346,27,485
1723,221,3.04,17,8,393,26,486
2956,197,3.65,17,8,339,46,487
2191,228,3.17,17,7,407,36,488
2554,163,3.79,17,8,397,26,489
2132,188,3.53,17,8,375,21,490
1795,221,3.9,17,8,242,41,491
2360,199,3.27,17,7,375,15,492
2067,229,3.23,17,7,359,31,493
1526,216,3.45,17,7,385,28,494
2100,224,3.23,17,7,352,25,495
2078,258,3.09,15,8,379,53,496
1906,205,3.15,17,8,369,41,497
2072,223,3.06,17,8,385,29,498
1786,229,4.02,17,8,384,33,499
1788,237,3.34,16,8,389,33,500
2335,233,3.29,13,8,368,31,501
1567,192,3.81,12,8,397,28,502
2392,201,4.22,13,8,375,22,503
2629,224,3.99,12,8,360,29,504
1930,192,3.57,13,8,401,27,505
2291,197,3.55,13,8,389,30,506
1931,203,3.54,13,8,334,34,507
2576,218,3.36,13,8,420,32,508
2107,185,3.62,13,8,438,32,509
1993,223,3.46,13,8,428,40,510
2182,93,3.26,13,8,412,17,511
2368,231,4.27,13,8,427,18,512
1925,209,3.52,13,8,428,30,513
1481,206,4.34,13,8,412,32,514
1944,206,3.9,13,7,417,38,515
2052,194,3.92,12,8,437,32,516
1954,222,3.07,13,8,435,32,517
1897,155,3.54,12,7,395,24,518
2300,195,3.69,13,8,427,24,519
2222,178,3.67,12,8,451,31,520
2168,184,4.09,13,8,386,23,521
2108,31,4.06,13,8,416,25,522
1786,190,3.33,14,7,417,17,523
2284,186,3.23,14,6,396,29,524
2239,152,3.16,18,8,409,23,525
2318,196,3.12,14,7,392,27,526
1793,170,3.06,14,8,358,26,527
2273,169,3.2,14,8,456,26,528
1550,170,3.93,14,8,358,33,529
1516,145,3.54,14,7,340,28,530
1500,184,3.83,14,8,360,14,531
1997,185,3.25,14,9,347,24,532
2952,160,3.21,14,9,317,33,533
1403,182,3.61,14,9,331,23,534
2045,127,3.38,14,9,361,38,535
2571,187,3.47,14,9,155,28,536
1504,178,3.22,14,9,346,20,537
2305,175,3.26,15,8,343,34,538
1612,174,3.11,14,9,346,21,539
1955,184,3.13,14,9,344,37,540
1781,205,3.71,14,9,361,26,541
1987,188,3.05,14,9,338,28,542
497,199,3.11,14,9,344,23,543
2572,184,3.29,14,9,341,21,544
1366,180,3.5,13,9,335,29,545
2113,208,3.43,12,9,379,35,546
2621,242,3.17,13,9,370,26,547
2262,218,3.17,13,9,352,32,548
2534,215,3.75,5,7,373,18,549
1371,172,4.01,13,7,380,26,550
1914,211,3.27,13,7,363,26,551
1231,204,3.25,13,6,377,30,552
1934,194,3.3,13,7,385,20,553
2970,193,4.18,13,7,383,29,554
2315,153,3.79,13,7,377,25,555
1877,189,3.19,13,7,378,31,556
1503,240,3.35,13,7,369,19,557
2721,199,3.79,13,7,376,35,558
1278,134,3.64,13,7,415,23,559
1527,166,3.93,12,7,376,21,560
1509,188,3.79,13,7,381,53,561
1602,181,3.87,13,7,373,33,562
2093,144,3.6,13,7,379,23,563
2679,159,3.73,13,7,376,24,564
2748,170,3.72,13,7,435,39,565
2460,176,3.18,18,8,435,27,566
949,193,3.7,15,8,435,29,567
1948,166,3.58,15,8,435,45,568
1905,179,3.49,16,8,435,39,569
2362,265,3.69,15,9,435,28,570
2008,165,3.6,15,8,435,27,571
1661,147,3.05,16,8,435,11,572
2510,206,3.72,15,8,435,10,573
1932,237,3.4,15,8,435,21,574
2205,199,3.66,15,8,435,22,575
1706,200,4.03,16,8,435,38,576
3316,202,3.07,15,8,435,22,577
2258,202,3.83,15,8,435,25,578
1253,219,3.27,16,8,435,16,579
2410,206,3.43,15,8,435,32,580
1854,203,3.2,16,8,435,24,581
2677,217,3.08,15,8,435,25,582
1796,201,3.66,16,9,435,21,583
2251,202,3.15,15,9,353,30,584
2519,208,3.23,15,9,343,29,585
1047,202,3.89,16,8,363,34,586
2345,200,3.33,16,8,381,26,587
2624,201,3.78,16,9,340,18,588
2925,203,3.16,18,8,350,29,589
2917,205,4.14,17,9,349,28,590
2964,206,3.36,18,9,352,24,591
3278,212,3.28,17,9,343,27,592
2821,195,3.74,17,9,319,21,593
2480,228,3.54,18,9,356,32,594
3032,183,3.42,17,8,333,38,595
2053,196,3.64,18,9,367,21,596
2808,215,3.75,17,9,347,28,597
2347,183,3.47,18,8,372,27,598
2979,202,3.37,18,8,347,25,599
2490,202,3.94,18,8,354,25,600
2981,217,3.67,18,7,333,25,601
2589,172,3.83,18,7,355,29,602
2711,199,3.8,18,7,360,23,603
2051,193,4.04,18,7,351,27,604
2566,210,3.97,18,8,344,24,605
2599,242,3.47,17,7,294,20,606
2272,234,3.08,17,7,264,24,607
2519,231,3.64,18,7,306,33,608
2506,243,3.74,18,7,319,40,609
3058,218,3.91,17,7,295,26,610
2828,237,4.07,13,7,168,33,611
3257,230,3.44,13,7,318,21,612
2218,220,4.16,13,7,320,30,613
2161,231,3.84,13,7,307,32,614
1851,224,4.35,13,7,311,34,615
2168,199,3.66,13,7,285,34,616
1874,216,3.2,13,6,290,32,617
1903,235,3.71,13,7,338,28,618
1505,221,3.1,13,6,297,22,619
2485,221,3.61,13,7,265,42,620
1732,197,3.54,13,7,335,21,621
1520,185,4.0,13,3,411,19,622
1507,225,3.62,13,7,413,20,623
1947,69,3.31,13,7,370,14,624
1961,258,3.83,13,7,391,13,625
2088,222,3.08,13,6,405,32,626
2489,271,3.86,13,6,398,20,627
2494,200,3.3,13,6,388,36,628
1941,176,3.26,13,6,378,29,629
1767,160,3.28,13,7,386,23,630
2170,168,3.22,13,7,405,24,631
1912,160,3.69,13,6,398,26,632
2383,156,3.14,16,6,385,22,633
1754,216,3.45,16,7,376,23,634
1592,240,3.72,16,7,383,33,635
2449,198,3.25,16,7,368,32,636
2038,236,3.71,16,7,389,29,637
2052,210,3.31,16,7,366,26,638
2305,214,3.94,16,6,377,25,639
3132,213,3.59,16,7,388,23,640
2174,218,3.92,16,7,435,24,641
2302,233,3.7,16,7,418,23,642
2566,189,3.63,17,7,376,27,643
2075,228,3.53,16,7,402,27,644
4593,211,3.56,16,7,398,29,645
642,223,3.8,16,6,363,18,646
1432,210,3.27,16,7,379,20,647
1983,198,3.31,16,6,398,16,648
2638,203,3.62,16,7,437,20,649
1968,193,3.28,16,7,416,24,650
2526,231,3.56,16,7,400,14,651
2045,190,3.15,16,8,381,32,652
2141,134,3.32,16,8,424,26,653
2267,159,3.47,16,8,400,34,654
1669,180,3.83,13,8,453,21,655
1518,130,3.06,14,7,389,25,656
1665,171,3.39,14,9,397,21,657
3679,162,3.54,13,8,442,21,658
2979,174,3.55,13,8,417,24,659
1641,158,3.11,13,8,406,26,660
2809,144,3.51,13,8,389,21,661
3179,171,3.92,13,8,401,28,662
1673,162,3.99,13,8,356,24,663
1892,135,3.2,13,8,413,33,664
1693,165,3.83,14,9,376,22,665
1852,157,3.51,13,8,386,21,666
2022,143,3.78,13,9,399,24,667
2297,168,3.79,14,7,361,28,668
1879,146,3.94,13,7,371,26,669
1162,253,3.75,14,7,440,9,670
2051,258,3.14,13,7,365,16,671
1620,158,4.01,13,7,379,33,672
1750,180,3.41,13,8,378,24,673
1567,183,3.19,14,7,367,21,674
2070,205,3.38,13,7,341,20,675
1841,193,3.97,14,7,390,30,676
2036,160,3.06,17,7,395,19,677
1994,158,3.85,17,7,424,20,678
1777,161,3.82,16,7,438,33,679
2184,189,3.8,18,7,449,20,680
1695,262,3.51,18,7,448,28,681
1574,181,3.41,16,7,439,25,682
1889,149,3.28,17,7,430,26,683
2225,210,3.08,17,7,454,24,684
2331,188,3.23,17,8,431,22,685
1201,171,4.14,16,7,427,20,686
1742,185,3.15,16,7,435,30,687
2236,218,3.36,17,7,434,35,688
1525,146,3.95,17,8,429,36,689
1669,213,3.41,18,7,441,23,690
976,155,3.37,16,8,436,35,691
1386,157,4.07,17,7,429,21,692
1410,188,3.43,18,7,451,26,693
1032,211,3.27,17,8,437,19,694
1424,189,4.04,16,7,449,22,695
1822,210,3.33,18,7,431,25,696
1165,154,3.59,16,8,435,14,697
1614,216,3.7,17,7,340,28,698
2178,179,3.64,14,8,327,15,699
1614,202,3.3,15,8,326,27,700
876,197,3.48,15,7,270,30,701
2090,208,3.03,10,7,329,32,702
1045,200,3.6,14,7,332,30,703
1331,200,3.4,14,7,362,25,704
2108,215,3.35,14,7,300,32,705
1545,196,3.64,15,7,335,27,706
1147,202,3.9,15,7,343,30,707
1897,207,3.74,14,7,297,25,708
1476,215,3.2,15,7,321,40,709
1925,194,3.74,15,7,305,30,710
1775,220,3.22,26,7,307,41,711
1093,208,3.46,15,7,387,40,712
1770,204,3.29,15,7,347,32,713
2398,200,3.51,14,7,318,46,714
2402,201,3.34,14,6,321,35,715
2526,214,3.7,15,7,314,28,716
2418,180,3.08,14,7,301,35,717
2355,203,3.11,14,7,291,22,718
1880,171,3.69,15,7,326,31,719
1979,174,3.18,14,7,296,35,720
1842,183,3.2,17,8,337,32,721
2015,172,3.03,17,8,307,35,722
1689,192,3.94,18,8,313,35,723
3501,187,3.36,18,8,299,12,724
1781,164,3.24,18,8,284,26,725
2084,175,3.27,18,5,313,24,726
1836,188,3.62,17,8,329,24,727
2501,173,3.78,17,8,271,31,728
2177,194,3.72,19,8,359,31,729
2103,182,3.07,18,8,282,47,730
2568,209,3.02,18,8,306,24,731
2386,180,3.8,17,8,293,32,732
2001,189,3.69,18,8,291,28,733
2094,185,3.66,17,8,316,39,734
1869,222,3.4,18,7,261,4,735
2476,219,3.01,18,8,513,13,736
1375,161,3.97,18,8,428,23,737
3826,203,3.95,18,8,404,42,738
2662,192,3.34,17,8,436,29,739
2050,181,3.3,17,8,400,23,740
2303,198,3.27,17,8,401,28,741
2613,242,3.3,19,8,365,32,742
2597,166,3.68,15,8,444,41,743
2639,171,3.24,12,8,364,7,744
2918,178,3.85,13,8,352,20,745
1883,202,3.61,15,8,356,15,746
2849,203,3.47,14,8,423,21,747
2541,192,3.81,13,8,324,24,748
2398,242,3.01,13,8,407,28,749
2417,193,3.66,15,8,291,23,750
2280,220,3.08,12,8,356,29,751
2087,220,3.51,13,8,378,19,752
2125,221,3.03,18,8,440,28,753
3031,178,3.64,23,8,420,26,754
2210,164,4.04,16,8,270,14,755
1864,222,3.61,15,8,334,23,756
2171,183,3.49,13,8,380,18,757
2014,229,3.24,14,9,350,20,758
