cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
3309,184,3.62,16,9,464,13,397
2378,184,3.97,16,10,452,22,398
4193,192,3.79,17,9,403,14,399
2620,185,3.07,17,9,477,46,400
2770,176,3.41,17,9,512,41,401
2805,185,3.85,17,9,476,11,402
2504,187,3.67,17,9,406,18,403
2991,187,3.6,17,9,506,20,404
3975,182,3.82,17,9,378,39,405
1731,191,3.3,17,9,484,25,406
3234,186,3.37,17,9,371,32,407
2517,202,3.77,16,9,391,26,408
1817,185,3.19,17,9,454,30,409
3400,188,3.44,16,9,362,35,410
3644,180,3.39,17,9,383,9,411
1765,182,3.62,17,9,399,16,412
4076,186,3.77,16,9,454,39,413
337,186,3.23,11,9,452,39,414
3078,181,3.78,17,7,379,56,415
908,186,3.72,16,7,484,40,416
2836,186,3.26,17,6,437,29,417
1524,231,3.72,17,7,488,42,418
2674,179,3.86,17,7,460,27,419
1797,190,3.98,16,7,466,49,420
1146,179,3.41,16,7,471,48,421
3196,181,4.09,17,7,439,42,422
2559,162,3.49,20,7,465,20,423
3546,165,3.81,17,7,459,27,424
3293,161,3.47,17,8,469,30,425
4070,180,3.32,15,7,456,47,426
2396,167,3.46,15,7,438,36,427
2142,180,3.96,15,7,451,51,428
1876,191,3.63,15,7,461,51,429
2582,177,3.76,15,7,473,28,430
2407,180,3.14,15,7,393,24,431
1883,165,3.9,12,8,475,40,432
2686,173,3.19,15,8,392,28,433
2156,170,4.0,15,8,442,52,434
2251,160,3.37,15,8,397,25,435
2072,169,3.67,15,8,379,45,436
2287,177,3.02,15,8,388,41,437
2602,156,3.16,15,8,420,46,438
1832,181,3.15,15,9,396,32,439
2420,166,3.38,15,8,436,32,440
2339,175,3.38,15,8,366,24,441
2048,176,4.28,15,8,332,39,442
1856,168,3.64,15,8,382,34,443
2287,182,3.46,15,8,409,37,444
2179,165,3.03,15,8,390,35,445
1992,150,3.47,15,8,461,29,446
3217,175,4.06,15,8,383,26,447
2393,171,3.49,15,8,368,23,448
2565,187,3.07,15,8,399,32,449
2372,187,3.46,15,8,379,37,450
2026,187,3.94,15,8,379,37,451
2670,187,3.74,15,8,359,33,452
2647,187,3.43,15,8,350,36,453
2308,280,3.21,15,8,351,46,454
2179,186,3.61,15,8,430,29,455
2348,187,3.7,15,8,342,40,456
2923,187,4.0,15,8,147,37,457
2705,186,3.59,15,8,363,32,458
2452,186,3.82,15,8,508,44,459
2480,187,3.22,15,7,309,18,460
2515,187,3.13,15,8,238,18,461
2702,187,3.67,15,8,296,23,462
2593,186,3.6,15,8,375,50,463
2530,186,3.83,15,8,473,46,464
2495,186,3.43,15,8,406,37,465
2395,186,4.07,15,7,324,67,466
2579,187,4.35,15,8,354,36,467
2768,187,3.44,15,8,441,39,468
2636,186,3.4,15,9,373,38,469
2700,187,3.97,15,9,291,15,470
2481,186,3.85,15,9,441,29,471
2515,187,3.58,15,9,366,57,472
2425,187,3.11,15,9,364,28,473
