query_id,ground_truth
22def560-90da-484f-8817-e47d8a06e957,pulling
4e8302ba-541c-4244-8c2e-05914f0e5258,entering
4fe15268-7b0d-4221-9652-65d9acd01811,jumping
c7187ef8-efd0-40ab-bfbd-4b40d922f209,setting_down
8ab17d74-3bbd-44e7-961e-250291a4c773,pushing
93dcef32-e026-402e-a1c3-3f07e459f922,walking
c5de7f62-56c9-4ed3-905e-ff7c0f639039,kicking
51e48b4a-dce7-4815-8e53-96d027f04a85,Carrying_light
1a1280c6-0ac6-4e20-9dfe-e485578473d7,standing
c1f73218-c58f-419b-9337-36ffde85e98e,kicking
6c583375-5938-47ea-a8b8-429b01551626,checking_time
d325aaae-16b7-4acb-a9f2-31744d7ef1f2,opening
5babf467-8102-4098-a28a-d4ae280bc296,exiting
2032a040-0332-4de9-b1d8-7f6e0b0694d6,Carrying_light
3a5c694b-f710-41c8-906f-6044d63b4381,closing
e2b89f3c-9048-49a1-adfe-5afd841c2ee4,closing
7f61ed6f-f540-4ed7-bef6-b1ae973a87c9,setting_down
5a8751db-96c0-4b6e-829f-ce85b012c75f,carrying_light
7c30d94b-fe97-4bb1-bcd0-a90808f24d3a,carrying
838b4c7e-d964-4c15-92fe-a97550885a25,standing
bb2b2bca-8b30-4e9e-a7a2-a20565b38dac,pushing
73cb1b8a-847a-4fab-93de-737445cbf43f,looking_around
be6b1a63-0882-469a-b24a-134f46d8041e,standing
1c7bad91-1b11-4dd0-8782-6b3745b88f0a,setting_down
b2a66afa-8bf3-47cc-bcd0-c2ffee71d653,closing
0d2b2347-de7b-485f-8fbb-af2855a5563f,exiting
dae5844f-20ac-4589-9b22-ad5d183090b9,sitting_down
19ad3e91-ff3a-42c9-9645-33a09b579147,waving_hand
e353aaf3-8da3-4911-8f90-eea8d5f0b991,sitting
ab57f93a-8778-4314-b836-fd5ed536ef47,sitting_down
285fd531-f22a-49f6-abf1-c711e3d600d5,standing_up
5566ce05-cde6-4530-9ffd-c939e088fa05,picking_up
5a59f4a0-5159-4c9a-9ce9-d9e2f1f4fe44,closing
444d5c49-f793-4df4-9d34-a4fd24918db9,running
e3e49c77-613e-4e06-a013-4f3858a70a12,drinking
49df1ddb-12a4-491c-890b-ae31c52a1505,jumping
2135c5b3-6a3f-4b86-b7e7-e8951b4cdd64,opening
27ad926e-34a6-4887-97c4-d0f534922819,opening
cd0216a9-a80c-4551-a771-08047fb4a7e3,waving_hand
ebf7d122-ff24-4ca3-9fd1-6a342581be1d,fall
a61285e3-55d6-470d-9c85-179c5b1c0910,crouching
8ae88772-a80d-4bf2-b92e-7a74f3c8d573,jumping
c915674d-7bb9-49ec-ac48-d22b54d4e805,loitering
60f2d2cf-6c63-4c52-afb6-c141e93f0381,carrying_light
e7d3ebd5-54b2-440e-9e56-9f7272efa5d7,standing_up
d401b488-32d3-4e54-aa6e-fe5d073b54a1,carrying_heavy
e498325f-aa4b-4182-8b5b-6ee73b24b91a,entering
3578908f-6a0a-4fc4-8a36-20790657a357,throwing
9ea94725-d45a-4648-93ea-de4c55d5bd6c,using_pc
ecf28411-fd08-4427-91ce-6e4c9e9d1b79,throwing
c41432dc-0da9-46e2-a20d-35f6db142439,talking_on_phone
3b9d83e9-8739-4ba6-bd0d-399e7dfda60f,carrying_light
8ed51667-9676-4829-8847-38d8c4e48543,sitting
22453c6c-136a-40e6-adbc-ca67b716f962,pocket_in
7e7ebad4-07a5-48d6-97ed-16c39f975f14,picking_up
660b6d7b-2a7e-4e31-94f3-b2c1d988b87b,using_phone
e48b89f3-6d13-4ed4-8405-2765d9bc0d65,using_phone
5fcee4da-11be-4621-b613-c4f9ddd90061,opening
39789504-ced9-4f39-9f69-cd2727e889f2,pushing
08b4b999-d346-4696-984b-6f0857fdc16a,opening
69217aa4-d5a1-4920-afda-822ddec47464,carrying_light
2948274e-ebda-4823-87ae-a8ee8e7a2d6b,looking_around
7542f5cb-86a1-4329-9197-c92231031b8d,jumping
ce68ce1c-2ae7-483f-b810-11d6d7504cd6,pocket_out
985c315c-5116-4214-b13f-68a77e8a0920,fall
236335e2-177b-46fd-9851-6c0d2af34b20,talking
3a65a874-60ea-4a63-a8ea-6e86b13f850d,using_pc
a8ee304b-bbf8-476b-b744-16d31a5152e5,picking_up
0e0cd12f-50b1-4323-8592-3486b4c91aaf,picking_up
8008077f-cb1c-4799-b3a2-f56087f163cd,looking_around
4802a114-11a9-45c3-b985-8152eff2003e,closing
56ff3835-3195-44fd-abee-2eef63c2d514,throwing
44e744fe-0950-4c7f-98c4-ae88014e27c6,waving_hand
51771395-9031-4132-9db2-fa4202b2028d,waving_hand
b49a133a-3c65-44e8-bc01-4d1738e6ae06,Carrying_light
eb87c0bd-bdbc-4130-81fc-7a8c4fc96250,standing
f9d6ed49-8826-41a9-a9ce-40c1f289ca52,carrying
c570478b-32b4-4991-9094-accdbff30fd5,waving_hand
6c7db70d-1b68-4176-b946-e483945ba0e5,entering
146f988b-62f7-466f-9349-27620e1d37ce,checking_time
8819ff2c-babb-4939-97a5-22cfcf1942db,picking_up
6c7a106d-613f-458e-b804-c4495ff43ecb,checking_time
19bc8f36-2582-4f50-ad8e-40d75d6b09ee,running
95f429bd-8e8c-46bd-a1a8-ff0303ec810e,standing
b16984dd-5e5b-4777-9f7a-9cd0bc6450c2,waving_hand
b4dcb96e-c212-4df2-b609-d4fe0b1ad5c7,using_pc
c51d5520-3b52-45e3-bf76-2d46f8de0a9f,looking_around
83f46816-5088-497d-af3e-6e92bb3db150,kicking
c1066dd5-48f7-41a7-9b82-c68b49c81a67,transferring_object
717ec689-4518-489e-9bb3-8bc5fdc0f760,carrying_heavy
ecb58065-c45d-46f5-9f57-9ed5f6a7df7c,setting_down
004881f1-c8ac-409c-932e-99794ee22568,entering
ed5710f8-a3db-4b9b-8e89-585f0cbcd22a,crouching
89b617d5-9f5d-496d-9c66-23c8bf7b7416,walking
02a9423f-7775-4f3d-b358-416e21258919,setting_down
1b35d71b-611c-4518-b895-0122722f8aa5,sitting_down
65b9491e-75b1-4224-826b-f99e557d6b9c,loitering
e3ff9b4d-88ec-4a9d-9591-4e3cf47a0763,opening
900ab3d3-7f27-45b4-a813-e06e2667dc7c,talking_on_phone
c970cda0-e8ac-4ed6-84aa-73d4fb73f5c8,talking_on_phone
3cd03b10-6690-4e2d-a8cc-4f71f355c661,picking_up
4fbf2993-33fd-4ebf-8be1-5069e51aa1c3,exiting
1383a4d0-1539-47ca-83c7-c734f9a5d688,opening
5335ab42-f1fc-4fb2-8c54-bdcfe3c07fce,looking_around
1cc13f56-1165-4529-97c8-fc28aa4c16cd,looking_around
6e7ba1c5-d084-476a-aac0-0cfb42418b4c,carrying_heavy
69f61109-7c29-42c9-8fd8-5fcdfeec9102,sitting_down
6bfc9f42-f640-45e0-87da-7f9e804ecb64,pocket_out
fe9adae7-c258-4f86-94ba-55bc3625e0a3,pointing
9fd18c9f-97d7-4616-90e1-d960514828d4,standing
66799059-334b-427f-8d16-8f5913ff53e9,carrying_light
c5b93f17-119d-4f81-8310-c9e11780cce7,jumping
60c630d3-a3b0-41b7-aad2-9461563f5bc6,pocket_in
9706151e-62fc-4a66-91d3-25a682a3934f,looking_around
1abb6098-ddd7-45f8-a7b5-3091ac4e905d,carrying_light
f7560797-117d-43fb-8300-3b9b6687ee9c,opening
003bd559-a2c2-4181-98eb-cda3e92816e0,standing
