response_time,norm_time
0.035,565.515
0.032,565.557
0.042,565.578
0.042,565.605
0.038,565.64
0.039,565.678
0.043,565.722
0.037,565.757
0.034,565.783
0.033,565.816
0.031,565.851
0.045,565.89
0.046,565.938
0.035,565.972
0.034,566.008
0.039,566.03
0.042,566.1
0.046,566.129
0.047,566.154
0.038,566.177
0.048,566.197
0.039,566.23
0.035,566.254
0.045,566.278
0.033,566.314
0.043,566.353
0.037,566.401
0.034,566.449
0.035,566.478
0.037,566.514
0.03,566.541
0.041,566.58
0.041,566.612
0.04,566.65
0.044,566.685
0.034,566.731
0.033,566.765
0.037,566.794
0.038,566.821
0.039,566.853
0.036,566.883
0.038,566.911
0.042,566.958
0.035,566.982
0.034,567.026
0.042,567.068
0.041,567.106
0.04,567.124
0.036,567.179
0.044,567.196
0.042,567.239
0.035,567.272
0.046,567.303
0.041,567.324
0.037,567.346
0.037,567.384
0.036,567.421
0.034,567.449
0.037,567.481
0.038,567.512
0.036,567.533
0.042,567.563
0.04,567.601
0.032,567.639
0.038,567.678
0.041,567.714
0.046,567.735
0.04,567.77
0.037,567.803
0.033,567.831
0.046,567.857
0.032,567.886
0.046,567.923
0.036,567.943
0.039,567.98
0.036,568.037
0.034,568.078
0.033,568.117
0.04,568.166
0.05,568.193
0.036,568.232
0.038,568.268
0.04,568.297
0.042,568.33
0.037,568.376
0.042,568.418
0.038,568.457
0.035,568.484
0.044,568.511
0.038,568.542
0.039,568.581
0.042,568.623
0.034,568.652
0.035,568.693
0.041,568.728
0.037,568.782
0.033,568.813
0.035,568.851
0.03,568.873
0.039,568.909
0.047,568.936
0.035,568.972
0.042,569.002
0.033,569.024
0.047,569.051
0.041,569.079
0.038,569.109
0.034,569.137
0.04,569.184
0.037,569.213
0.04,569.239
0.035,569.274
0.042,569.321
0.038,569.35
0.039,569.385
0.039,569.427
0.032,569.455
0.037,569.499
0.045,569.531
0.031,569.572
0.04,569.601
0.041,569.656
0.035,569.706
0.041,569.746
0.033,569.77
0.039,569.801
0.041,569.828
0.037,569.862
0.044,569.905
0.049,569.937
0.031,569.976
0.032,570.014
0.033,570.04
0.046,570.073
0.039,570.097
0.032,570.121
0.043,570.161
0.035,570.184
0.04,570.224
0.035,570.252
0.033,570.304
0.04,570.336
0.034,570.356
0.041,570.401
0.042,570.432
0.038,570.487
0.028,570.514
0.036,570.56
0.039,570.608
0.04,570.653
0.037,570.698
0.041,570.711
0.034,570.753
0.034,570.783
0.034,570.819
0.034,570.843
0.033,570.883
0.042,570.913
0.046,570.937
0.044,570.972
0.043,571.03
0.038,571.041
