query_id,max_ensemble_aggregation_time,max_multimodal_aggregation_time,aggregation_overhead
eb2ed390-46da-4d8f-919f-4eafe4c73201,0.0003328084530274,0.0020060294122186,0.0030910562511173
c5548fd3-4a3c-42aa-a553-3b9489e66b18,0.0025544026768482,0.0019668982355565,0.0059810583088511
445ad224-18be-4b0b-966b-12235a8fbd38,0.0022194556106183,0.0019597657407255,0.0059114205217169
92eb1002-40b0-4260-98f1-ac7955822669,0.0024409710129608,0.0009014477705214,0.0053153032534852
ec5a3f0f-306a-4fa4-9b0b-4e3cacb3c967,0.0008364442585106,0.0019590339072501,0.0042191816539535
81f4a8b4-9670-49d6-a5b7-b104e3debb69,0.0018773028786674,0.0015093585670001,0.0050058465626693
fb032962-1abb-4834-8165-40a35edd6a86,0.0029293164278568,0.0017394665497428,0.0060883179487002
4514801e-fdaa-4cfe-9175-b7c5de7fefb0,0.0006794649351792,0.0008675185644908,0.0026278554048586
cb69f912-0180-416f-8260-d00a8124f59a,0.0018475600199476,0.001248912185216,0.0048566317330619
956df07a-574b-4a5c-b22e-a922fa5e6451,0.0004435622236031,0.0006564650664092,0.0024001568369189
dddc57d5-a240-4c46-bacb-0a8e49e6447f,0.0005110120545525,0.002480082326026,0.0048637794048449
69b7571f-b64f-4d71-99fb-510dcf91efd6,0.0032009344489861,0.0019920539984199,0.0064552801842048
63f98406-4c4c-4617-a600-2364a43f6f83,0.0014198728462835,0.0027171474500433,0.005663963997426
b32ae272-2928-4fa0-864b-c38b578d5fcc,0.0032465049231841,0.0027897586341488,0.007997398241554
0f289c4f-f9a5-47d4-a899-2207c73752d9,0.0028329895184508,0.0020439395973379,0.006543350167532
ab6ecc11-94db-4e3f-be14-dac7820cd274,0.0021730841453138,0.0012007429723731,0.0053426913502348
f18cc447-1874-4032-bc83-f1442ef1001c,0.0014098717591091,0.0007446353060134,0.0037365297503591
57d9ceb6-94ae-4160-97d4-56db5c137025,0.0012279472714737,0.0016732488183298,0.004738738393649
c15556ee-4afd-4015-b364-8044a6cd83bb,0.0033080065873802,0.0013927511542345,0.0064267315900421
680c3155-0f55-4270-bdbf-c2de26c1b408,0.0014370184825304,0.0006689558657686,0.0032699341057796
60a9030a-2d51-48c5-8b4e-935989a5882d,0.0018156872425423,0.0003392860328276,0.0036939084794674
00172866-fe37-4913-ad17-d8f61c5068d9,0.0014203928804625,0.001993060267188,0.0049264904066587
c344115f-6464-477b-998f-e6ea9ad88169,0.0012062686091685,0.0028449919392684,0.0057417699438032
11b3a219-06ee-40e3-b6a8-fc2b9263c23f,0.0006776375983672,0.0009629406185719,0.0030703782928201
c6335819-7a7e-4fd9-a2d0-fec496e921ee,0.0013579746721309,0.0015163282231796,0.0035788583427907
41464444-d286-4c01-bbca-9f95e0149387,0.0002563441345222,0.002414357897207,0.0033526825763293
5c2f1623-82d5-48be-9920-15ab83219d28,0.0016068659216003,0.0008590037299651,0.0034784865218855
2688f4b0-d72f-491b-b82b-04e45a13379f,0.0019922928911796,0.0024022018695277,0.0055926819184836
4877f3eb-3898-43aa-8c6f-0b333c8236b0,0.0031031087726153,0.0014069649644942,0.006172605003729
b3bfd514-4e1a-4a3d-aec0-1f52366dc458,0.0029975081796102,0.0015028525223098,0.0061182883331867
398a8f51-08c3-41cd-b649-9a37eab1365d,0.0019894151327688,0.0026193341508561,0.0065054113786674
b24cf986-50c6-443a-8db2-cd2b6664b692,0.0016936468537299,0.0010340891899705,0.0034707942641669
aa661b29-bf3c-410e-a77a-de27f76a9adc,0.0027665966367565,0.001687400141836,0.0058116606077317
9039a5a3-db95-46f2-810a-8e258a63ecbc,0.0028680715065446,0.0016422918854848,0.0055956674279581
9bb121e3-3ed0-4c8c-83ac-a828fad92da7,0.0032950160942596,0.0009644882348739,0.0060393017378562
a13ba917-de35-4754-ab58-a7a586faa86a,0.0008144741986558,0.0006631656323726,0.002105802884488
2e4b1ea0-d011-48ac-b2b4-0ba9da26903f,0.0033925070920843,0.0011687949850238,0.0062771066835795
4db6f6cc-7398-4f0a-9861-7121dc33921c,0.0032960979022492,0.0006561074271959,0.0052492123648166
ba4558d7-eabe-4492-8a65-0f79a32e2e0c,0.0019735509376631,0.0013061877843355,0.0044829770561823
fd2194b1-7f26-495e-b3b4-1b6c69fffa92,0.0028868266898422,0.002392480765009,0.0075390259677577
2b6f0f67-71fa-4878-a9c6-46035738502a,0.0017833608100392,0.0026302571553001,0.0063620383290327
ff95b670-baf9-4f52-8d0f-bb8cf9489cfa,0.0032337010561452,0.0013586480972558,0.0057048639759634
018d62ba-5f2f-4b5e-b1d1-4ccfb2ca406d,0.0031153676581047,0.0016257146447096,0.0069143770303404
05600f87-1983-418f-a09c-f5e8fa274f21,0.0005218060816742,0.0022174028362265,0.0038661023397837
bc9dbd81-8322-4ae0-9e22-8bb532d333ad,0.0031451517684571,0.002060680428018,0.0066471220880778
b9f38486-8a76-49a1-8a25-eeb97aec1745,0.0014576471504668,0.0018102682431456,0.0047746239583095
b39b3e21-5b82-4394-9b98-6df03dcaa4d7,0.0034777096584791,0.0005320565346614,0.0059345704372238
684addf9-7e17-46ea-a05b-8fed7977db82,0.0013524388722821,0.0018401161708358,0.004763866204583
46994f80-4167-447d-a6f8-980a2a31b67f,0.001327282822405,0.0007349661717156,0.0034880419782708
ca4805ad-c4a5-4fcb-a3a7-c77aa32f2e3d,0.0015916732987856,0.0006332687558354,0.0034266317553621
34122f82-cacb-4ba5-992d-f4bc1781c005,0.002722330832188,0.00128673376368,0.0048198459182607
27574783-0994-448a-a020-153d4849ff29,0.0019464562341516,0.0024781503994999,0.0054554309416217
264f74b3-a2da-4660-97ac-e0b3c768c547,0.0029359096255972,0.0024634181725124,0.0067013908612267
e8c1c2bb-b155-4ce8-98f4-be0ee2284a3c,0.0007462515076445,0.0011630878951815,0.0032804902342646
0110975e-c304-4ea0-bcc2-cfff2a39f496,0.0028614077303698,0.0011384402472177,0.0049920669746443
f865da7e-94d4-4a1c-813b-d2742e787bdb,0.0016857724788814,0.0021360806346002,0.0047873179389838
bb93b2d3-fcd7-419a-9831-cdfedbf2a28d,0.0023787973866116,0.0019739184120609,0.0061447979730241
fa41b786-959a-465a-a185-8c0a24fb672b,0.0003476476206697,0.0012069712776082,0.0025373025636829
845bdf45-fe7c-47d5-86cf-501a8f470e8c,0.0030364596727042,0.0011493679654816,0.0054155390768319
bb21eb6c-e8ba-4968-a63f-f8260c812454,0.0020366058083632,0.0015216358357406,0.0042409414597309
e1fb16cd-56b3-4c6f-97c4-7dc9c20df91e,0.0008939883206399,0.0024279816851483,0.0050101456094153
acbdb2b3-bf9e-476b-a659-d0e4af35f8d9,0.0031877079012513,0.0015838968238267,0.0064682381755827
078da62b-9167-48c7-9e05-2b1000e970a6,0.0005668505502491,0.0007172859928519,0.0017209605968508
875197de-affb-459b-8722-162ee3dd0f8b,0.0012521847232922,0.0015927394271137,0.0037558561267828
c78f8a93-cfc1-4b04-b11d-34cde2c372b3,0.0026033965192997,0.0007540209092322,0.0042660844354176
25cda962-b88d-4ab0-be51-52714b3ce1d1,0.0023902212697288,0.0017075095873971,0.0052151576775433
e6eabb9a-a20e-46cb-838c-55e47cdbd004,0.0024404413923944,0.0023934764275452,0.0070567424793615
44450f5c-eae9-4730-80ce-6e532f251f13,0.0015393271754305,0.0024466952724015,0.0054577918019641
11efc38a-d658-4f8d-ba80-51557155067a,0.0033531328664573,0.0017371597200695,0.0071998253856933
910f4758-684b-495c-884f-df32b774f9de,0.0021537854735097,0.0014062718776743,0.0055181655523765
0b749d5e-2fc8-4449-97d5-edaa7117f228,0.0004321966532032,0.0019731530595038,0.003133361599125
3d1380ee-03d6-4aee-875b-27ed52eb8325,0.0023485104631814,0.0007264409863246,0.0049356153765962
