cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
357,277,14.22,10,0,0,24,355
311,266,14.91,10,0,2,19,356
324,268,19.05,10,1,1,19,357
311,238,15.21,10,1,0,20,358
369,260,15.79,11,0,1,23,359
287,267,15.67,10,0,0,22,360
276,265,14.72,10,1,0,24,361
313,229,16.18,11,1,0,19,362
147,305,16.22,10,0,0,27,363
346,240,14.62,10,0,1,14,364
325,261,15.02,10,0,0,23,365
332,172,15.83,10,0,0,27,366
355,227,15.75,10,0,1,20,367
274,298,14.37,10,0,0,19,368
286,281,16.04,11,0,0,23,369
353,279,12.33,10,0,0,22,370
277,243,15.73,10,1,1,25,371
349,217,16.26,10,0,1,20,372
290,276,15.52,10,0,0,23,373
262,222,16.8,10,1,1,22,374
290,239,15.21,10,0,1,22,375
222,271,16.68,10,0,1,26,376
364,246,15.86,10,1,0,20,377
325,310,19.07,11,0,1,20,378
322,238,16.09,12,0,1,26,379
324,201,15.41,12,0,0,21,380
339,218,15.29,12,1,1,22,381
291,309,14.04,11,0,0,19,382
332,286,13.9,12,1,1,25,383
323,287,15.67,12,1,1,27,384
337,355,15.97,12,1,1,18,385
329,240,13.61,12,1,0,19,386
334,220,17.54,12,1,0,19,387
338,279,15.4,12,1,1,23,388
338,317,17.6,11,1,0,18,389
328,258,14.77,12,1,1,25,390
331,212,15.34,12,0,1,22,391
324,298,17.78,11,1,0,23,392
330,287,17.7,11,1,0,21,393
330,270,14.91,12,1,1,20,394
339,252,16.72,12,1,1,35,395
343,246,16.99,12,1,0,23,396
331,313,15.36,11,0,0,26,397
320,274,16.31,12,1,0,24,398
316,271,16.72,12,1,0,21,399
331,324,16.49,11,1,0,28,400
344,229,14.55,6,0,1,29,401
333,235,16.69,8,0,1,35,402
335,326,14.16,9,0,1,23,403
345,261,16.69,9,1,0,29,404
341,288,16.39,9,1,0,29,405
312,299,12.18,9,1,1,22,406
331,262,13.57,9,1,0,27,407
306,253,13.16,9,1,1,30,408
328,321,16.4,9,0,1,24,409
306,307,16.11,9,1,1,27,410
316,231,15.2,9,0,1,25,411
327,257,13.79,9,0,0,28,412
343,258,16.11,9,0,1,21,413
331,270,14.47,9,1,1,25,414
340,278,15.93,9,1,1,30,415
329,278,16.55,9,0,0,24,416
321,278,17.11,9,0,1,23,417
320,278,16.45,8,0,0,25,418
336,278,16.46,9,1,0,22,419
326,278,16.39,9,1,1,25,420
332,278,14.82,9,1,1,27,421
331,278,15.2,9,1,0,16,422
315,278,16.17,9,2,1,20,423
