cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
975,121,3.04,7,1,1,10,389
943,117,3.39,7,1,0,7,390
921,96,3.68,7,0,0,8,391
919,105,3.95,7,1,1,9,392
877,61,3.16,7,1,0,9,393
943,103,3.68,7,1,0,10,394
932,56,3.53,7,0,0,7,395
941,106,3.79,7,1,1,8,396
957,106,3.45,7,1,0,12,397
866,108,3.7,7,1,1,8,398
874,114,3.8,7,0,0,8,399
900,114,3.32,7,0,1,9,400
931,98,3.5,7,0,1,10,401
860,114,3.18,7,0,0,8,402
903,102,3.84,7,0,1,5,403
943,90,3.1,7,0,0,11,404
883,89,3.93,7,1,0,10,405
863,82,3.64,7,0,0,5,406
858,115,3.51,7,0,0,11,407
872,103,3.29,8,0,0,8,408
879,104,3.22,7,2,1,11,409
873,100,3.59,7,0,0,10,410
909,109,3.2,7,0,0,8,411
901,105,3.25,7,1,2,10,412
884,101,3.29,7,0,1,7,413
896,101,3.47,6,0,0,11,414
834,92,3.18,6,1,1,6,415
845,116,3.91,9,0,2,10,416
846,126,3.53,6,0,1,6,417
858,104,3.64,7,0,0,8,418
903,134,3.53,7,0,0,10,419
886,98,4.13,7,0,2,5,420
865,82,3.86,6,0,0,12,421
840,39,3.86,7,0,0,6,422
865,108,3.54,7,0,0,4,423
910,130,3.71,7,2,0,11,424
859,119,3.87,7,1,0,5,425
860,98,3.05,7,1,0,10,426
859,122,3.9,6,1,1,5,427
860,108,3.68,7,0,0,5,428
859,93,3.36,6,0,0,12,429
860,116,3.97,6,1,2,7,430
860,119,3.31,7,0,0,5,431
860,157,3.36,6,1,0,4,432
860,113,3.52,8,0,0,7,433
859,94,3.36,8,1,1,2,434
860,116,3.32,8,1,1,10,435
860,95,3.79,7,1,0,11,436
859,120,3.75,7,1,0,5,437
859,112,3.55,8,0,0,21,438
859,105,3.34,8,0,2,6,439
860,128,3.63,7,1,1,2,440
859,112,3.22,8,1,1,8,441
860,114,3.57,7,1,0,9,442
854,111,3.81,7,1,0,8,443
874,110,3.81,8,1,0,8,444
862,101,3.05,7,0,0,10,445
826,98,3.31,7,1,1,9,446
872,110,3.49,8,0,0,7,447
855,120,3.56,7,1,0,7,448
848,105,3.33,8,1,0,7,449
857,113,3.28,8,1,0,9,450
847,111,3.56,8,1,1,7,451
875,102,3.99,7,0,0,8,452
830,95,3.97,7,1,2,9,453
837,117,3.59,8,1,0,8,454
893,93,3.66,7,1,1,8,455
852,97,3.58,7,0,1,0,456
887,109,4.06,7,1,1,9,457
876,88,3.24,7,1,1,15,458
838,110,3.73,7,1,1,8,459
882,117,4.13,7,1,0,8,460
874,117,3.48,7,0,1,6,461
894,99,3.72,7,0,0,6,462
932,115,3.75,7,1,0,7,463
901,95,3.18,7,1,1,11,464
846,109,3.67,7,1,1,13,465
953,109,3.68,7,1,1,11,466
909,88,3.03,7,1,0,10,467
861,95,3.37,7,1,0,9,468
873,109,3.28,7,1,1,8,469
959,115,4.27,5,0,0,10,470
952,95,3.36,7,1,1,12,471
900,129,3.25,7,1,1,11,472
946,121,3.37,7,1,0,9,473
937,106,3.18,7,1,0,12,474
924,116,3.75,7,1,0,9,475
906,124,3.67,7,1,1,9,476
855,118,4.21,6,0,1,2,477
917,90,3.92,6,1,1,11,478
956,123,3.6,6,1,1,7,479
1074,124,3.94,4,0,2,13,480
973,125,3.73,6,1,3,13,481
1021,127,4.2,6,1,0,9,482
945,118,3.29,6,0,1,7,483
955,97,3.63,6,0,1,11,484
898,133,3.79,6,1,0,11,485
967,123,3.99,6,1,0,12,486
979,139,3.15,6,1,0,12,487
1020,123,3.99,6,1,1,12,488
925,126,3.92,6,0,1,15,489
998,123,3.55,6,1,1,5,490
995,127,3.72,6,0,1,9,491
929,113,3.55,6,0,0,8,492
926,130,3.76,6,0,1,8,493
983,115,3.01,6,1,0,7,494
1055,112,3.07,6,1,1,10,495
875,119,3.57,6,0,1,12,496
835,132,3.63,6,0,1,5,497
835,120,3.75,6,0,0,12,498
834,104,3.79,7,0,0,9,499
834,131,3.72,7,0,0,9,500
834,116,3.58,7,0,1,9,501
834,118,3.61,7,1,1,17,502
835,109,3.65,7,0,1,12,503
835,114,3.95,7,0,0,10,504
834,127,3.77,7,0,0,7,505
835,116,3.99,7,0,1,7,506
835,128,3.54,7,1,1,8,507
834,128,4.0,7,1,0,12,508
834,118,3.44,7,0,1,8,509
835,108,3.12,7,0,1,7,510
834,121,3.09,7,0,0,7,511
835,127,3.88,7,0,0,7,512
834,116,3.21,7,1,2,8,513
835,121,3.53,7,0,1,4,514
1115,128,3.82,7,1,1,2,515
1101,122,3.71,7,0,1,13,516
1030,109,3.82,7,0,0,13,517
1041,107,3.17,7,1,0,7,518
1034,111,3.65,7,1,2,7,519
1024,137,3.69,7,1,0,3,520
1080,153,3.46,7,0,0,8,521
1059,112,3.42,7,0,0,8,522
923,126,3.51,7,1,1,10,523
1229,133,3.41,7,0,1,0,524
1036,118,3.2,7,1,0,4,525
1051,116,4.1,7,0,0,13,526
1165,130,3.87,7,0,1,8,527
1019,131,3.89,7,0,1,5,528
1093,110,3.69,7,0,0,9,529
1033,125,3.26,7,1,1,0,530
1090,120,3.84,7,0,1,7,531
1061,106,3.2,7,0,0,4,532
869,143,3.48,7,1,0,10,533
875,119,3.63,7,1,0,9,534
880,119,3.09,7,1,1,8,535
875,135,3.74,7,0,1,3,536
868,131,3.33,7,0,1,9,537
883,135,3.12,7,0,2,6,538
877,145,3.69,7,0,1,9,539
871,128,3.36,7,1,0,10,540
828,135,4.16,7,0,0,12,541
885,155,3.82,7,0,1,10,542
880,121,3.62,9,0,0,7,543
878,134,3.71,9,0,0,4,544
872,119,3.96,8,0,0,8,545
870,139,3.17,9,0,0,12,546
883,131,4.06,8,1,1,13,547
864,130,3.93,9,0,1,10,548
891,118,3.39,9,1,1,10,549
880,143,4.1,8,1,1,11,550
947,136,3.7,9,0,0,11,551
926,140,3.32,8,0,1,10,552
921,141,3.53,8,1,1,10,553
950,153,3.09,9,0,0,8,554
938,141,3.46,9,0,0,7,555
944,118,3.84,9,0,0,11,556
944,111,3.68,9,0,0,12,557
939,121,3.64,6,1,0,14,558
968,125,4.15,9,1,0,11,559
946,110,3.06,9,0,1,15,560
962,104,3.45,8,1,0,10,561
925,127,3.09,11,1,2,11,562
944,116,4.0,9,0,0,10,563
1003,128,4.0,9,1,1,9,564
917,111,3.35,7,1,1,11,565
931,105,3.47,7,1,0,13,566
910,133,3.23,8,0,1,6,567
933,116,3.93,7,1,0,9,568
944,100,3.66,7,0,0,6,569
880,138,3.52,7,1,0,7,570
894,108,3.71,7,0,1,11,571
866,113,3.96,7,1,0,6,572
884,137,3.24,7,0,1,7,573
885,103,3.73,8,0,0,14,574
885,112,3.58,7,0,1,11,575
