cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
375,53,3.92,7,0,0,11,399
312,60,3.48,9,0,0,2,400
407,54,3.61,7,0,0,4,401
350,57,3.75,7,0,0,5,402
354,51,3.57,7,0,1,2,403
360,52,3.99,7,0,1,4,404
401,47,4.06,7,0,1,6,405
366,53,3.65,7,1,2,6,406
364,65,3.07,7,1,1,6,407
341,49,3.49,7,1,1,0,408
372,57,3.77,7,0,0,0,409
360,50,3.32,7,0,0,1,410
411,51,3.53,7,0,0,10,411
410,54,3.2,7,0,0,2,412
346,52,3.16,7,0,0,4,413
331,56,3.54,7,1,1,3,414
424,52,3.84,6,0,1,4,415
359,50,3.51,6,0,1,9,416
453,60,3.92,7,0,1,6,417
375,49,3.47,7,0,0,2,418
379,47,3.18,7,0,1,0,419
384,48,3.32,7,0,0,1,420
511,60,3.61,7,0,0,0,421
369,59,3.91,6,0,1,3,422
386,48,3.83,7,1,1,5,423
364,51,3.86,7,0,1,1,424
356,48,4.01,6,0,0,6,425
336,50,3.54,6,0,1,7,426
383,46,3.15,7,0,0,7,427
289,48,3.54,7,0,0,0,428
394,48,3.59,6,0,1,5,429
318,53,3.58,7,0,1,3,430
371,57,3.32,8,0,1,3,431
273,50,3.86,8,0,1,3,432
371,48,3.64,9,1,0,0,433
332,46,4.27,8,1,1,7,434
367,46,3.83,8,0,0,9,435
396,54,3.81,9,1,0,8,436
374,49,3.71,8,1,0,2,437
344,49,3.73,8,2,0,7,438
287,46,3.45,9,0,0,3,439
294,46,3.41,8,1,0,5,440
284,50,3.19,8,1,1,2,441
362,47,3.16,8,1,1,7,442
389,54,3.64,8,1,1,5,443
394,46,3.63,8,1,1,9,444
429,52,3.17,8,1,1,1,445
432,48,3.17,8,1,0,3,446
388,57,3.07,9,0,1,7,447
395,56,3.48,9,0,1,6,448
384,59,3.55,9,0,1,4,449
388,58,3.44,9,0,1,2,450
404,49,3.41,9,0,0,7,451
368,54,3.22,9,0,0,5,452
372,58,4.02,9,1,0,1,453
401,55,3.78,9,1,1,3,454
313,47,3.84,9,1,1,5,455
371,60,3.37,9,1,0,2,456
411,64,3.31,9,1,2,4,457
392,51,3.91,9,1,0,4,458
382,57,3.49,9,1,0,6,459
