query_id,top_1_accuracy,top_3_accuracy,top_5_accuracy,top_10_accuracy,late_ratio,ground_truth
3b66b129-63e2-4f79-a2e6-3a48a8ba6dc4,0,0,0,1,0,looking_around
921c2f5d-008d-4497-bcef-c32c99ba0cb4,1,1,1,1,100,talking
5a2b90c0-5abb-408f-9e18-26970992745e,0,1,1,1,0,running
d4e1b0dc-4cf2-4244-a8eb-983254caf2ad,1,1,1,1,0,looking_around
8157889c-0498-434b-9d25-7e3f80d57b5c,1,1,1,1,0,carrying_heavy
7a1dcd43-6896-4c3c-be71-7c38fbe45c87,1,1,1,1,0,waving_hand
d93a9c3e-fb93-44ce-aef5-bbebe5455a39,0,0,0,0,0,29
1204437b-70fa-4b02-9c33-a8ed3f966d98,1,1,1,1,0,checking_time
939eacf0-6683-410a-8810-c4a07a549634,1,1,1,1,0,fall
31944a22-0622-4b09-ab50-acf918f631fe,1,1,1,1,0,sitting
a7c2d8b0-c048-435a-b600-7b59dcc206ca,0,0,1,1,0,picking_up
8a5bbfd6-54cf-41de-a799-13b82fdf989a,1,1,1,1,0,talking_on_phone
bbdde443-dd50-4adc-b7c6-806663554d14,1,1,1,1,0,carrying
040ef8eb-1e55-446a-8542-c30ad76782dc,1,1,1,1,0,checking_time
a8b0ced4-13d0-4eae-9044-a136416c7985,1,1,1,1,0,opening
e47ae0b5-bba9-4326-991f-c8441635b80a,1,1,1,1,0,walking
c84a6f59-2680-4ec6-8a70-ae657c99ec03,0,1,1,1,0,looking_around
99f3d3d5-b885-45ca-9f3e-7958398a2187,1,1,1,1,0,pocket_out
dec6b1d1-8a05-466c-bbd9-c742edd63749,0,0,1,1,0,picking_up
0f8e0d32-e191-4857-b5c2-c0c593904504,1,1,1,1,0,carrying_light
22d37134-96f8-4fc0-8e6f-38b410c5ad67,1,1,1,1,0,sitting
9a77e312-e555-4630-81fe-6a8026dd0710,1,1,1,1,0,picking_up
898f10ad-5a32-4c51-8f1f-22399b9cd6a7,1,1,1,1,0,sitting_down
ff9ee18c-1230-4ac6-9ee2-ceb67a1c20df,1,1,1,1,0,pulling
7feee2a5-b36f-4d2b-bb25-a1d7ed017fcd,0,1,1,1,100,waving_hand
0a0f1732-4db9-470a-bde5-5f0dd8211ed7,0,0,0,1,0,entering
8ad9afff-6403-454d-b1c6-ca5669294dfa,1,1,1,1,0,using_phone
2c30f2fd-e834-4171-956d-f9e2f484025f,0,0,1,1,0,crouching
e22fef78-c3f4-4c34-acdb-8bdd840e3eea,0,0,1,1,0,carrying_heavy
9b58ef2f-baff-41ee-be9b-71c213dbd786,1,1,1,1,0,using_pc
13a19043-ba96-4fc8-843a-1de196a7c7f6,1,1,1,1,0,loitering
713bb981-e27b-4f4e-bedb-28b04782a5f0,0,0,0,1,100,waving_hand
f48ca487-d8e8-4675-8d24-9fa32c9efd79,1,1,1,1,0,drinking
d960bccc-a256-40c7-b47d-720a92689732,1,1,1,1,0,pulling
2db69f02-6d64-44c7-a80d-ba918dbf88ac,0,1,1,1,0,using_pc
6c91e0cf-0e5a-49c1-9f54-ac6575fd4669,0,0,0,0,0,19
c12b4601-85df-4499-b338-4910ffefa39b,1,1,1,1,0,pocket_out
d643fe13-7320-419b-bf25-11b33dea285c,1,1,1,1,0,waving_hand
8ac89058-72ef-47f7-a4b9-4de831fef345,1,1,1,1,0,closing
694d5f65-332e-4211-b775-cd28b2090226,1,1,1,1,0,looking_around
d3b30ff0-23ea-4eb6-a135-1beade937832,1,1,1,1,0,using_phone
5c3e017d-3451-4034-8456-fe3d32164a36,1,1,1,1,0,drinking
40a12058-f411-4cbc-b1b4-6b437eeee37f,1,1,1,1,0,carrying_light
