response_time,norm_time
0.068,410.691
0.051,410.882
0.05,411.086
0.057,411.285
0.079,411.469
0.06,411.588
0.08,411.795
0.074,411.943
0.067,412.143
0.053,412.376
0.052,412.545
0.06,412.699
0.063,412.808
0.055,412.985
0.06,413.12
0.074,413.262
0.056,413.493
0.062,413.653
0.072,413.827
0.078,413.997
0.049,414.256
0.055,414.427
0.052,414.724
0.057,414.933
0.048,415.14
0.072,415.382
0.054,415.57
0.063,415.688
0.065,415.956
0.056,416.117
0.045,416.415
0.058,416.551
0.044,416.776
0.062,416.985
0.048,417.098
0.062,417.228
0.064,417.409
0.082,417.576
0.058,417.747
0.074,417.928
0.074,418.086
0.072,418.329
0.071,418.594
0.077,418.835
0.049,418.95
0.055,419.118
0.06,419.353
0.053,419.502
0.063,419.728
0.042,419.881
0.066,420.141
0.076,420.243
0.072,420.42
0.064,420.608
0.065,420.889
0.066,421.06
0.039,421.226
0.039,421.388
0.058,421.556
0.054,421.72
0.054,421.943
0.068,422.151
0.072,422.298
0.07,422.461
0.057,422.635
0.061,422.824
0.062,423.091
0.052,423.264
0.078,423.431
0.083,423.628
0.041,423.835
0.053,423.996
0.05,424.238
0.054,424.445
0.057,424.709
0.06,424.842
0.062,425.05
0.048,425.286
0.055,425.475
0.075,425.699
0.051,425.905
0.054,426.087
0.043,426.337
0.046,426.549
0.049,426.743
0.076,426.889
0.047,427.011
0.059,427.222
0.035,427.363
0.056,427.59
0.063,427.874
0.05,427.985
0.072,428.093
0.058,428.264
0.054,428.489
0.058,428.739
0.065,428.915
0.038,429.056
0.052,429.223
0.071,429.366
0.059,429.618
0.057,429.855
0.057,430.034
0.076,430.263
0.058,430.454
0.046,430.566
0.042,430.76
0.049,430.973
0.068,431.223
0.057,431.34
0.084,431.526
0.05,431.695
0.046,431.877
0.054,432.15
0.071,432.283
0.055,432.479
0.062,432.708
0.07,433.049
0.046,433.213
0.068,433.373
0.044,433.599
0.053,433.72
0.066,433.946
0.047,434.194
0.053,434.313
0.053,434.468
0.057,434.621
0.058,434.764
0.053,434.991
0.063,435.144
0.053,435.333
0.036,435.52
0.046,435.642
0.065,435.843
0.073,435.975
0.044,436.204
0.09,436.426
0.042,436.584
0.071,436.751
0.063,436.916
0.072,437.13
0.066,437.376
0.059,437.458
0.065,437.514
0.045,437.705
0.049,437.895
0.06,438.088
0.073,438.288
0.054,438.374
0.05,438.533
0.059,438.767
0.048,438.978
0.062,439.155
0.045,439.325
0.038,439.475
0.058,439.597
0.046,439.775
0.035,439.983
0.074,440.152
0.037,440.345
0.045,440.514
0.072,440.608
0.059,440.831
0.054,441.01
0.065,441.221
0.052,441.414
0.074,441.606
0.058,441.806
0.072,441.898
0.042,442.077
0.069,442.353
0.074,442.494
0.064,442.695
0.055,442.942
0.066,443.146
0.051,443.324
0.06,443.482
0.06,443.665
0.056,443.823
0.079,443.988
0.059,444.107
0.08,444.26
0.053,444.351
0.036,444.487
0.058,444.789
0.051,445.091
0.074,445.298
0.044,445.528
0.055,445.735
0.068,445.914
0.054,446.056
0.067,446.266
0.072,446.42
0.044,446.534
0.056,446.705
0.067,446.988
0.043,447.159
0.043,447.316
0.08,447.497
0.049,447.688
0.064,447.842
0.074,447.993
0.068,448.184
0.06,448.424
0.061,448.682
0.051,448.886
0.049,449.069
0.075,449.229
0.072,449.428
0.065,449.702
0.072,449.95
0.059,450.132
0.039,450.223
0.053,450.347
0.057,450.497
0.055,450.675
0.044,450.785
0.049,451.053
0.056,451.214
0.054,451.381
0.072,451.537
0.079,451.691
0.057,451.81
0.037,452.011
0.044,452.118
0.06,452.306
0.049,452.491
0.039,452.641
0.068,452.827
0.072,452.987
0.069,453.17
0.058,453.307
0.057,453.521
0.063,453.736
0.058,453.865
0.05,454.023
0.073,454.273
0.066,454.482
0.066,454.742
0.052,454.898
0.059,455.171
0.065,455.402
0.075,455.61
0.061,455.783
0.059,455.92
0.038,456.019
0.055,456.183
0.047,456.399
0.064,456.617
0.055,456.769
0.057,456.9
0.058,457.054
0.043,457.243
0.045,457.433
0.037,457.565
0.067,457.776
0.055,457.96
0.088,458.108
0.051,458.233
0.042,458.447
0.068,458.634
0.047,458.838
0.075,459.012
0.056,459.236
0.058,459.545
0.064,459.752
0.056,459.905
0.041,460.101
0.068,460.257
0.07,460.401
0.057,460.53
0.062,460.636
0.048,460.709
0.079,460.867
0.046,461.026
0.062,461.198
0.074,461.386
0.045,461.618
0.069,461.774
0.077,461.965
0.055,462.122
0.077,462.362
0.069,462.554
0.06,462.806
0.05,462.983
0.052,463.129
0.039,463.296
0.054,463.458
0.063,463.644
0.06,463.764
0.061,463.901
0.062,464.221
0.055,464.413
0.058,464.553
0.076,464.795
0.055,465.093
0.063,465.241
0.068,465.365
0.042,465.514
0.053,465.708
0.075,465.915
0.054,466.135
0.072,466.34
0.054,466.543
0.043,466.725
0.066,466.936
0.076,467.054
0.061,467.158
0.07,467.358
0.058,467.741
0.079,467.984
0.054,468.233
0.051,468.42
0.04,468.658
0.038,468.91
0.083,469.159
0.039,469.37
0.049,469.56
0.042,469.786
0.058,470.037
0.066,470.238
0.076,470.43
0.05,470.726
0.07,470.928
0.075,471.103
0.043,471.373
0.06,471.579
0.065,471.701
0.069,471.908
0.063,472.08
0.052,472.267
0.051,472.577
0.036,472.732
0.054,472.921
0.072,473.108
0.041,473.338
0.047,473.512
0.067,473.729
0.059,473.881
0.066,474.152
0.056,474.356
0.064,474.553
0.048,474.699
0.043,474.889
0.053,475.0
0.065,475.178
0.058,475.411
0.049,475.609
0.067,475.747
0.06,475.894
0.073,476.055
0.052,476.256
0.056,476.442
0.048,476.654
0.061,476.977
0.082,477.133
0.063,477.317
0.053,477.569
0.062,477.74
0.039,477.876
0.061,478.071
0.058,478.278
0.075,478.513
0.068,478.75
0.054,478.88
0.07,479.012
0.081,479.269
0.045,479.481
0.056,479.628
0.056,479.809
0.045,480.013
0.067,480.239
0.075,480.5
0.063,480.683
0.05,480.811
0.045,481.116
0.051,481.31
0.065,481.514
0.047,481.631
0.072,481.778
0.048,481.942
0.056,482.076
0.07,482.303
0.043,482.435
0.049,482.693
0.073,482.861
0.067,482.99
0.058,483.191
0.05,483.335
0.035,483.465
0.069,483.555
0.049,483.802
0.073,484.018
0.063,484.283
0.052,484.371
0.055,484.569
0.071,484.806
0.069,484.891
0.04,485.119
0.048,485.345
0.055,485.48
0.048,485.692
0.069,485.854
0.057,485.97
0.066,486.186
0.082,486.426
0.055,486.644
0.061,486.794
0.039,487.007
0.044,487.201
0.064,487.38
0.044,487.572
0.064,487.798
0.071,487.917
0.063,488.206
0.069,488.321
0.039,488.513
0.047,488.755
0.042,488.911
0.083,489.043
0.07,489.273
0.048,489.498
0.041,489.767
0.051,489.911
0.058,490.065
0.059,490.216
0.059,490.384
0.059,490.505
0.047,490.775
0.044,490.936
0.045,491.042
0.061,491.245
0.053,491.514
0.05,491.711
0.059,491.974
0.064,492.189
0.07,492.322
0.044,492.607
0.083,492.819
0.059,493.032
0.047,493.254
0.057,493.419
0.067,493.728
0.049,493.945
0.041,494.169
0.042,494.335
0.05,494.565
0.056,494.747
0.048,494.888
0.066,495.046
0.082,495.231
0.066,495.33
0.044,495.526
0.052,495.714
0.069,495.948
0.066,496.115
0.04,496.251
0.056,496.413
0.06,496.584
0.077,496.751
0.054,496.918
0.07,497.102
0.068,497.284
0.063,497.395
0.046,497.553
0.055,497.78
0.069,497.972
0.034,498.252
0.05,498.459
0.045,498.593
0.069,498.831
0.06,499.071
0.069,499.256
0.037,499.467
0.078,499.652
0.043,499.837
0.061,500.072
0.049,500.285
0.049,500.471
0.067,500.619
0.05,500.867
0.066,501.099
0.044,501.212
0.056,501.454
0.064,501.682
0.059,501.896
0.058,502.087
0.044,502.281
0.069,502.51
0.056,502.712
0.035,502.94
