cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
1170,1,3.18,13,2,17,11,339
1171,41,3.93,13,2,18,8,340
1170,49,3.21,13,2,17,9,341
1170,37,3.61,13,2,20,8,342
1170,57,3.99,13,3,20,11,343
1170,51,3.79,13,2,18,13,344
1171,42,3.97,13,2,19,5,345
1170,29,3.45,13,2,19,6,346
1170,50,3.74,13,2,21,8,347
1170,40,3.87,13,2,24,10,348
1170,43,3.32,13,2,15,10,349
1170,46,3.64,13,2,18,5,350
1170,44,3.91,13,2,35,13,351
1130,80,3.45,12,2,15,5,352
1170,29,3.09,13,2,21,10,353
1170,46,3.38,13,2,21,11,354
1170,56,3.37,13,1,14,11,355
1170,40,3.18,13,2,22,9,356
1171,36,3.05,13,2,17,3,357
1170,38,3.88,13,2,7,7,358
869,35,4.03,13,2,13,12,359
865,42,3.23,14,2,11,4,360
880,44,3.02,13,2,14,8,361
878,30,3.68,14,2,19,8,362
861,29,3.57,14,2,15,9,363
932,52,3.42,13,2,23,6,364
905,48,4.1,13,1,12,11,365
919,47,3.39,13,1,15,3,366
828,36,3.74,13,1,10,9,367
848,56,3.66,12,2,14,11,368
880,54,3.43,13,1,15,11,369
830,49,4.09,13,2,15,12,370
931,51,4.0,14,2,20,12,371
931,51,3.15,16,1,4,10,372
888,47,3.72,13,2,14,10,373
885,45,3.11,13,2,15,6,374
882,53,3.14,13,2,17,11,375
856,39,3.76,11,1,17,10,376
917,58,3.54,14,2,15,12,377
846,47,3.46,13,2,13,11,378
1045,60,4.14,15,2,24,10,379
1164,49,3.47,14,2,14,10,380
1267,49,3.28,15,2,15,9,381
1084,52,3.34,15,1,21,6,382
1090,36,3.97,14,1,17,10,383
1165,54,3.23,14,1,16,10,384
1218,41,3.06,15,1,22,11,385
1115,39,3.14,15,1,10,10,386
1146,51,3.67,15,2,24,15,387
1069,46,3.29,15,1,16,13,388
1150,30,3.15,14,1,24,16,389
1160,53,3.39,15,2,32,8,390
1142,37,3.51,15,2,19,12,391
1159,42,3.58,15,2,11,8,392
1169,51,3.69,15,2,16,12,393
1172,50,4.03,14,1,17,9,394
1134,43,3.75,15,1,28,12,395
1024,50,3.04,15,1,12,13,396
1119,40,3.67,15,1,8,10,397
1128,50,3.83,15,1,14,11,398
884,49,3.18,13,2,17,11,399
881,56,3.53,13,1,8,10,400
881,51,3.99,13,2,20,11,401
882,46,3.95,13,2,16,10,402
882,53,3.77,13,1,17,3,403
882,46,3.83,13,2,12,10,404
883,44,3.41,13,2,21,7,405
880,49,3.52,13,2,19,7,406
883,27,3.84,13,2,21,6,407
882,37,4.2,13,2,11,12,408
882,53,3.58,13,2,12,6,409
882,50,3.53,13,2,18,9,410
881,25,3.22,13,2,19,4,411
882,42,3.54,13,2,13,11,412
882,47,3.59,13,1,13,8,413
882,48,3.82,13,2,16,6,414
1012,72,3.3,13,1,18,8,415
882,48,3.92,13,1,23,10,416
881,57,3.17,13,2,13,7,417
881,48,3.94,13,2,18,8,418
978,54,3.48,15,2,20,12,419
978,41,3.34,15,2,22,6,420
978,61,3.11,15,2,10,5,421
978,44,3.09,15,2,26,7,422
978,58,3.71,14,2,21,14,423
978,51,3.43,15,2,21,13,424
978,50,3.77,14,1,24,7,425
978,49,3.28,15,2,19,11,426
978,49,3.49,14,1,17,5,427
978,46,3.46,14,1,18,11,428
978,69,4.09,15,2,21,6,429
978,58,3.21,14,2,14,9,430
978,46,4.34,15,2,23,11,431
978,48,3.52,15,1,19,9,432
978,66,3.68,15,2,19,11,433
978,60,3.96,15,2,15,11,434
978,41,3.02,15,1,11,3,435
978,55,4.01,15,2,12,9,436
978,51,3.46,14,2,11,9,437
978,60,3.15,15,2,9,8,438
997,39,3.04,14,2,22,10,439
1036,32,3.75,14,1,13,10,440
624,32,3.73,14,2,14,14,441
1036,41,3.23,14,2,9,9,442
1036,24,3.47,14,2,11,5,443
1036,37,3.02,14,1,15,7,444
1036,37,3.94,14,1,0,9,445
1036,33,3.16,14,1,11,10,446
1036,40,3.71,14,1,1,9,447
1036,38,3.94,14,2,8,15,448
1036,39,3.16,14,1,18,11,449
1036,50,3.13,14,1,17,11,450
1036,46,3.82,14,1,30,10,451
1036,47,3.14,14,1,15,10,452
1036,41,3.84,14,1,11,12,453
1037,47,3.07,14,1,14,7,454
1036,43,4.14,14,2,9,12,455
1036,42,3.93,14,2,8,11,456
1036,42,3.33,14,1,20,13,457
1036,43,3.34,14,1,10,11,458
780,40,3.45,13,1,8,12,459
985,37,3.48,14,1,0,14,460
771,35,3.26,12,2,11,9,461
785,39,3.32,13,1,17,9,462
783,41,3.46,13,1,0,11,463
773,43,4.03,14,2,25,16,464
779,37,4.0,13,2,24,11,465
787,53,3.76,13,1,8,19,466
778,53,3.06,13,1,25,12,467
762,50,3.96,13,2,18,11,468
798,50,4.04,11,1,15,8,469
793,40,3.78,11,1,24,13,470
763,51,4.06,13,2,13,13,471
792,46,3.35,13,2,22,9,472
773,47,4.12,13,1,20,11,473
772,55,3.57,13,2,13,11,474
767,48,3.46,13,2,21,10,475
780,52,3.27,13,2,13,3,476
775,49,3.69,13,2,14,8,477
763,29,3.56,13,2,14,13,478
963,40,3.97,13,1,15,0,479
964,40,3.06,13,1,13,9,480
963,45,3.98,13,1,16,12,481
963,57,3.61,13,1,17,15,482
963,38,3.08,13,2,13,12,483
964,39,4.07,13,1,20,10,484
748,35,3.25,13,1,14,9,485
963,44,3.33,11,2,13,12,486
963,42,3.38,13,2,13,13,487
963,50,3.74,13,2,6,16,488
963,36,3.69,13,2,18,6,489
964,32,3.87,13,2,15,10,490
963,44,3.82,13,2,23,8,491
963,38,3.04,13,1,14,10,492
963,40,3.76,13,2,15,9,493
963,38,3.7,13,2,19,6,494
963,38,3.7,13,2,17,9,495
963,34,3.99,13,2,11,9,496
964,38,3.08,13,2,19,12,497
963,32,3.28,15,2,17,4,498
1074,42,3.55,14,2,23,8,499
1074,39,3.87,13,1,18,7,500
1074,43,3.34,14,2,17,13,501
1074,34,3.53,14,2,31,14,502
1074,34,3.65,14,2,23,12,503
1083,27,3.65,16,3,14,9,504
1074,45,3.33,14,2,14,9,505
1074,34,3.01,14,2,20,7,506
1074,48,3.72,14,1,11,9,507
1074,42,3.81,14,2,22,9,508
1075,41,3.29,14,2,17,9,509
1074,49,3.29,14,2,11,6,510
1075,41,3.75,13,2,11,3,511
1074,50,3.28,14,2,20,10,512
1074,33,3.98,13,1,9,8,513
1074,57,3.61,14,2,16,10,514
1074,60,3.42,14,2,19,8,515
1074,50,3.73,14,2,4,6,516
1074,51,3.06,14,2,18,8,517
1074,31,3.58,14,1,17,6,518
1000,46,3.74,11,2,17,13,519
1000,50,3.33,14,1,17,6,520
1000,48,3.57,14,2,16,11,521
1000,37,3.6,14,2,12,12,522
1000,55,3.73,14,2,16,11,523
1000,69,3.3,14,2,6,11,524
1046,34,3.66,14,2,17,13,525
1000,72,3.94,14,2,27,12,526
1000,59,3.22,14,2,11,8,527
1000,72,3.86,14,2,19,13,528
1000,49,3.52,14,2,7,12,529
1000,49,3.49,14,2,16,12,530
1000,55,3.11,14,2,25,10,531
1000,52,3.98,14,2,12,16,532
661,48,3.45,14,2,16,11,533
1000,44,3.12,14,2,24,8,534
1000,39,3.07,14,2,23,9,535
1000,51,3.73,14,2,2,14,536
1104,55,3.93,14,2,8,11,537
1000,45,3.84,14,2,24,11,538
950,43,3.99,15,2,25,11,539
950,51,3.56,15,2,14,9,540
950,36,3.34,15,2,27,10,541
950,40,3.22,15,1,23,14,542
950,48,3.14,15,2,14,9,543
950,33,3.96,15,2,7,10,544
950,51,3.25,15,2,10,14,545
950,48,3.65,15,2,14,13,546
950,50,3.77,15,2,12,10,547
950,41,3.11,15,2,17,11,548
950,44,3.88,16,1,13,9,549
950,56,3.43,15,1,10,10,550
950,42,3.67,15,2,17,9,551
951,19,3.34,15,2,13,11,552
950,65,3.1,15,2,18,7,553
950,63,3.58,15,1,14,7,554
950,44,3.59,15,2,11,9,555
950,52,4.01,15,1,17,11,556
930,42,3.25,15,2,16,13,557
950,54,3.95,15,2,19,8,558
1055,45,3.02,14,2,20,12,559
1055,35,3.3,15,2,21,14,560
1055,63,3.17,16,2,19,8,561
1055,34,3.94,14,1,14,7,562
1055,43,3.51,14,2,24,10,563
1055,37,3.38,15,2,10,14,564
1055,57,3.75,16,2,13,12,565
1055,43,4.02,14,2,24,7,566
1055,56,3.86,14,2,11,7,567
1055,41,3.3,14,2,18,10,568
1055,56,3.98,14,1,22,7,569
1055,67,3.62,17,2,18,6,570
1055,46,3.36,15,2,11,9,571
1055,39,3.56,14,2,5,6,572
1008,62,3.28,15,2,12,10,573
1055,58,3.4,14,2,10,8,574
1055,49,3.84,15,1,13,8,575
1055,49,3.46,15,1,10,9,576
1055,48,3.2,15,1,12,11,577
1055,62,3.75,14,2,15,6,578
934,53,3.24,14,2,11,13,579
935,58,3.54,14,1,18,11,580
934,40,3.29,14,1,19,11,581
935,58,3.73,14,2,20,6,582
869,53,3.94,14,1,19,8,583
934,59,3.31,14,1,16,13,584
934,64,3.47,14,2,17,11,585
934,81,3.71,14,2,12,15,586
935,40,3.61,14,1,16,9,587
934,54,3.08,14,2,14,15,588
934,45,3.62,14,2,18,11,589
934,67,3.75,14,1,17,11,590
934,50,4.11,14,1,16,13,591
934,58,4.09,14,1,7,14,592
935,39,3.98,14,1,9,8,593
935,36,3.72,13,1,11,13,594
934,49,4.12,14,2,13,10,595
935,44,3.82,14,1,11,12,596
934,38,3.9,14,2,10,10,597
934,44,3.7,14,1,13,14,598
1087,56,3.63,11,1,19,9,599
1087,50,4.32,12,2,16,9,600
1087,45,3.92,12,2,19,12,601
1087,50,3.33,12,1,14,12,602
1087,47,3.52,12,2,21,14,603
1087,56,3.83,12,1,16,9,604
1087,49,3.9,12,2,17,14,605
1087,49,4.05,12,2,12,6,606
1087,56,3.37,11,1,21,10,607
1087,56,3.92,12,1,17,13,608
1087,48,3.39,11,2,9,10,609
1087,48,3.78,11,1,21,6,610
1087,56,3.69,12,1,10,10,611
1087,49,3.98,11,2,15,11,612
1086,44,3.38,12,2,15,11,613
