cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
1164,49,3.49,14,5,56,19,354
1164,47,3.9,14,5,40,18,355
1148,49,3.59,13,5,53,17,356
1151,51,4.01,13,5,44,13,357
1164,51,3.48,14,5,39,16,358
1155,56,3.61,13,5,51,20,359
1160,52,3.38,12,5,49,9,360
1164,51,3.17,13,5,34,21,361
1164,50,3.75,13,5,37,12,362
1158,49,3.77,13,5,48,16,363
1164,52,3.11,14,5,50,16,364
1151,50,4.01,14,5,33,20,365
1164,47,3.26,13,5,42,17,366
1164,47,3.37,13,5,42,15,367
1162,49,3.78,14,5,37,14,368
1160,48,3.81,14,5,48,14,369
1164,49,3.56,13,5,47,10,370
1164,47,3.42,13,6,51,10,371
1164,47,3.65,13,5,44,17,372
1164,51,3.58,14,5,49,6,373
1150,54,3.05,13,5,40,11,374
1059,44,3.74,13,6,40,16,375
1058,52,3.81,13,6,47,15,376
991,46,3.53,13,6,56,11,377
1059,44,3.4,13,6,45,13,378
1057,52,4.0,13,6,35,16,379
1058,45,3.37,13,6,50,14,380
1059,50,3.51,13,5,39,16,381
1057,43,3.31,13,6,50,8,382
1058,50,3.97,13,6,50,9,383
1057,55,3.86,14,5,46,11,384
1059,50,3.32,13,6,54,19,385
1059,56,3.59,14,6,76,13,386
1059,48,3.94,14,5,39,9,387
1060,47,3.13,14,6,51,11,388
1059,33,3.53,13,6,47,5,389
1056,45,3.26,14,6,40,12,390
1058,50,3.22,14,6,47,15,391
1059,50,3.28,14,6,30,14,392
1060,58,3.58,13,6,56,9,393
918,52,3.0,14,6,23,16,394
1058,50,3.45,13,4,61,16,395
963,48,3.21,13,5,29,9,396
963,51,3.73,13,5,54,14,397
963,55,3.41,14,5,42,17,398
963,52,3.98,14,5,28,11,399
963,60,3.01,14,5,47,13,400
963,55,4.05,14,5,40,15,401
963,45,3.58,13,5,47,14,402
963,60,4.16,14,5,40,14,403
963,54,3.61,13,6,41,16,404
963,58,3.07,14,6,40,17,405
963,49,4.2,14,6,39,18,406
963,49,3.38,14,5,46,15,407
963,56,3.15,13,5,48,15,408
963,59,4.04,13,5,50,18,409
963,51,3.79,13,5,47,12,410
963,46,3.79,13,5,44,14,411
963,49,3.34,14,5,43,18,412
963,44,3.35,14,5,36,18,413
818,47,3.92,12,5,31,17,414
963,46,3.76,14,5,57,17,415
1043,48,3.39,14,5,45,19,416
861,46,3.19,14,5,30,14,417
878,48,3.17,10,5,41,14,418
862,47,3.93,13,6,45,20,419
879,46,3.77,13,3,39,21,420
863,44,3.36,13,5,42,16,421
866,45,3.33,12,5,21,23,422
