query_id,time_window,response_time,model_id,model_version,device_id,instance_id,explainability,data_source,inf_id,inf_result,metadata
3f758629-d4d3-4000-aacc-9aeffce8619c,9,0.0147762699249691,minirocket_v15,v15,beelinkbt3,91a400cc-40b0-4bfb-ab0e-9349b93c7fec,True,acc_watch,93feae00-7a3b-4e9b-a59d-b7d446897b9c,"{'throwing': 0.7714285714285715, 'looking_around': 0.039285714285714285, 'pocket_in': 0.03571428571428571, 'jumping': 0.03214285714285714, 'walking': 0.02857142857142857, 'carrying': 0.025, 'closing': 0.02142857142857143, 'pocket_out': 0.017857142857142856, 'exiting': 0.014285714285714285, 'using_phone': 0.010714285714285714, 'Carrying_light': 0.0035714285714285713, 'inf_result': 677293.3562211648}",
3f758629-d4d3-4000-aacc-9aeffce8619c,3,0.0127961826313546,minirocket_v10,v10,beelinkbt3,caceda66-48c5-4200-83ae-caf611f3b2ef,False,acc_watch,f176e480-f979-4ca6-9f32-429e1b8d3634,"{'drinking': 0.7202072538860104, 'checking_time': 0.05181347150259067, 'talking_on_phone': 0.046632124352331605, 'kicking': 0.04145077720207254, 'walking': 0.03626943005181347, 'standing': 0.031088082901554404, 'sitting': 0.025906735751295335, 'picking_up': 0.02072538860103627, 'crouching': 0.015544041450777202, 'talking': 0.010362694300518135, 'inf_result': 677293.3059099222}",
3f758629-d4d3-4000-aacc-9aeffce8619c,2,0.0069257752939697,minirocket_v4,v4,precision_5820_tower,efaacb2d-fb22-4682-99e1-21ac53f1be26,False,acc_watch,4cddf3c9-a3fa-46c6-86fd-dfdd380bf272,"{'drinking': 0.5161290322580645, 'picking_up': 0.0967741935483871, 'closing': 0.08602150537634409, 'talking': 0.07526881720430108, 'pushing': 0.06451612903225806, 'transferring_object': 0.053763440860215055, 'pointing': 0.043010752688172046, 'sitting': 0.03225806451612903, 'pocket_in': 0.021505376344086023, 'standing_up': 0.010752688172043012, 'inf_result': 677293.2457132576}",
3f758629-d4d3-4000-aacc-9aeffce8619c,4,0.0146056278125417,minirocket_v2,v2,beelinkbt3,39e8367e-fca1-459d-942b-c02016d857f7,True,acc_phone,3e756ac8-23b0-42eb-9f22-ef99ab62f141,"{'standing': 0.688622754491018, 'opening': 0.041916167664670656, 'pulling': 0.038922155688622756, 'Carrying_light': 0.03592814371257485, 'transferring_object': 0.03293413173652695, 'using_phone': 0.029940119760479042, 'loitering': 0.02694610778443114, 'pushing': 0.023952095808383235, 'carrying_light': 0.020958083832335328, 'drinking': 0.017964071856287425, 'carrying_heavy': 0.014970059880239521, 'picking_up': 0.011976047904191617, 'using_pc': 0.008982035928143712, 'carrying': 0.005988023952095809, 'inf_result': 677293.3454569022}",
3f758629-d4d3-4000-aacc-9aeffce8619c,1,0.0131755674677273,minirocket_v1,v1,beelinkbt3,6aa428cc-6939-4bae-bc9d-f5b9030def74,False,acc_phone,4e0bc859-5042-4ec6-a4bf-6491ea56e9bc,"{'setting_down': 0.6875, 'standing_up': 0.0625, 'talking_on_phone': 0.05555555555555555, 'waving_hand': 0.04861111111111111, 'picking_up': 0.041666666666666664, 'using_pc': 0.034722222222222224, 'running': 0.027777777777777776, 'carrying_heavy': 0.020833333333333332, 'opening': 0.013888888888888888, 'crouching': 0.006944444444444444, 'inf_result': 677293.2407229216}",
3f758629-d4d3-4000-aacc-9aeffce8619c,9,0.010940677243096,minirocket_v6,v6,beelinkbt3,b3f19692-cc2e-469e-9914-2cd7829aaab9,False,acc_phone,88250240-b2f4-4349-9947-49942b031b9a,"{'pocket_in': 0.553921568627451, 'sitting_down': 0.06372549019607843, 'pointing': 0.058823529411764705, 'waving_hand': 0.05392156862745098, 'fall': 0.049019607843137254, 'throwing': 0.04411764705882353, 'pocket_out': 0.0392156862745098, 'using_pc': 0.03431372549019608, 'standing': 0.029411764705882353, 'kicking': 0.024509803921568627, 'pulling': 0.0196078431372549, 'standing_up': 0.014705882352941176, 'pushing': 0.00980392156862745, 'picking_up': 0.004901960784313725, 'inf_result': 677293.2605320376}",
3f758629-d4d3-4000-aacc-9aeffce8619c,2,0.0134317011501615,minirocket_v3,v3,beelinkbt3,4eab9337-f678-40eb-a938-52ea23e66498,True,gyro,ab6494d0-dfe7-486c-8729-baa0bfc5ddc0,"{'drinking': 0.40789473684210525, 'exiting': 0.2543859649122807, 'looking_around': 0.05263157894736842, 'jumping': 0.04824561403508772, 'loitering': 0.043859649122807015, 'walking': 0.039473684210526314, 'closing': 0.03508771929824561, 'waving_hand': 0.03070175438596491, 'checking_time': 0.02631578947368421, 'opening': 0.021929824561403508, 'pocket_out': 0.017543859649122806, 'entering': 0.013157894736842105, 'throwing': 0.008771929824561403, 'inf_result': 677293.3544423598}",
3f758629-d4d3-4000-aacc-9aeffce8619c,9,0.0083634188613184,minirocket_v11,v11,jetson_agx_orin,2ed2fb54-a274-422b-a85d-587472cb5427,False,gyro,2f7cd3e5-348f-4dea-9f0f-5b15f3255b78,"{'drinking': 0.5413333333333333, 'exiting': 0.19466666666666665, 'using_phone': 0.11733333333333333, 'waving_hand': 0.02666666666666667, 'talking_on_phone': 0.024, 'pulling': 0.021333333333333333, 'throwing': 0.018666666666666668, 'pointing': 0.016, 'fall': 0.013333333333333334, 'transferring_object': 0.010666666666666666, 'pocket_out': 0.008, 'setting_down': 0.005333333333333333, 'carrying_light': 0.0026666666666666666, 'inf_result': 677293.1863544619}",
3f758629-d4d3-4000-aacc-9aeffce8619c,2,0.0064526047128605,minirocket_v9,v9,beelinkser8,96d47b7a-d769-404c-a9a6-3109afcbdcb3,False,gyro,8781cea9-897a-415c-b240-06c57eafa26c,"{'drinking': 0.47572815533980584, 'using_pc': 0.25728155339805825, 'kicking': 0.04854368932038835, 'Carrying_light': 0.043689320388349516, 'waving_hand': 0.038834951456310676, 'fall': 0.03398058252427184, 'pocket_out': 0.02912621359223301, 'pulling': 0.024271844660194174, 'entering': 0.019417475728155338, 'carrying_light': 0.014563106796116505, 'throwing': 0.009708737864077669, 'sitting_down': 0.0048543689320388345, 'inf_result': 677293.2741152407}",
3f758629-d4d3-4000-aacc-9aeffce8619c,10,0.0543902612649145,x3d_s_v2,v2,jetson_agx_orin,c504441f-27b4-437f-b63f-c7f34d7e55f3,True,video,ec8f3923-3a94-44d0-b007-8d75a549f9e8,"{'using_pc': 0.47191011235955055, 'carrying_light': 0.21348314606741572, 'pocket_out': 0.07865168539325842, 'opening': 0.06741573033707865, 'entering': 0.056179775280898875, 'kicking': 0.0449438202247191, 'carrying_heavy': 0.033707865168539325, 'transferring_object': 0.02247191011235955, 'setting_down': 0.011235955056179775, 'inf_result': 677293.1926560543}",
