core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
79.95,13.75,2.96,2.46,1.52,1.73,3.23,1.99,142.14,3.14,333
79.79,13.83,3.09,2.5,1.44,1.95,3.44,1.73,142.21,2.86,334
79.26,13.96,3.01,2.18,1.57,1.47,2.98,2.08,142.34,2.92,335
79.49,14.18,2.63,2.25,1.12,1.52,3.07,1.91,142.31,2.97,336
79.21,14.05,3.37,2.41,1.68,1.56,2.75,1.81,142.24,3.14,337
79.53,14.03,2.7,2.34,1.27,1.78,3.1,1.34,142.23,3.45,338
79.66,14.05,3.66,2.57,1.26,1.44,3.27,2.02,142.15,3.05,339
79.53,14.2,2.78,2.4,1.48,1.78,3.22,2.07,142.46,2.96,340
79.39,13.91,3.28,2.42,1.51,1.53,3.28,2.0,142.37,2.92,341
79.53,13.49,3.22,2.35,1.43,1.31,2.88,1.4,142.47,3.27,342
79.15,13.98,2.93,2.67,1.12,1.77,2.69,2.02,142.52,3.11,343
79.62,14.8,3.44,2.38,1.44,1.64,2.76,1.81,142.47,3.04,344
79.78,14.33,2.94,2.74,1.39,1.37,3.02,1.77,142.51,3.01,345
79.4,14.18,2.68,2.71,1.65,1.79,2.93,2.0,136.13,3.02,346
79.18,14.52,2.8,2.31,1.18,1.85,3.04,1.79,142.07,3.11,347
79.57,13.68,3.09,2.11,1.53,1.59,2.5,2.32,142.51,2.95,348
79.69,14.76,2.62,2.63,1.7,1.88,3.14,1.55,142.38,2.93,349
79.54,14.09,2.76,2.37,1.61,1.88,3.5,1.86,142.33,2.87,350
79.63,14.31,3.14,2.15,1.76,2.25,3.11,1.31,142.59,2.76,351
79.45,13.61,2.92,2.26,1.38,1.51,3.37,1.74,142.65,2.98,352
79.47,14.17,3.14,2.64,1.73,1.68,3.08,2.05,128.98,3.25,353
79.63,14.36,3.02,2.23,1.64,1.69,3.45,1.46,142.41,2.81,354
79.8,13.56,2.9,2.36,1.63,1.27,3.56,1.76,142.77,3.08,355
79.46,14.52,2.8,2.58,1.25,1.38,3.68,1.42,142.43,3.13,356
79.77,13.76,3.01,2.59,1.75,1.43,3.91,2.12,142.47,3.1,357
79.62,15.07,2.6,2.58,1.55,1.44,4.08,1.46,142.28,2.76,358
79.83,14.82,2.82,2.08,1.69,1.57,4.17,1.68,142.37,2.66,359
79.8,14.93,2.86,2.34,1.87,1.37,3.31,1.98,142.66,2.78,360
79.36,13.49,3.18,2.47,1.56,1.57,3.44,1.6,142.15,2.67,361
79.24,13.8,2.95,2.62,1.17,1.53,3.55,1.69,150.03,3.09,362
79.34,17.8,2.93,2.55,1.49,1.24,3.7,1.78,142.43,3.14,363
79.37,16.02,3.03,2.45,1.38,0.66,3.28,1.7,142.35,2.84,364
79.42,16.2,4.12,2.67,1.87,1.25,3.73,1.73,142.5,2.91,365
79.65,16.49,2.66,2.62,1.4,1.37,3.53,1.76,142.26,3.06,366
61.91,16.47,2.8,2.53,1.49,1.23,3.89,1.73,142.56,3.24,367
61.11,16.3,2.98,2.53,1.35,1.67,3.48,1.62,142.55,3.11,368
60.69,15.47,3.08,2.39,1.44,0.89,3.56,1.66,142.38,2.92,369
62.1,17.2,3.06,2.61,1.2,1.43,2.99,2.06,142.37,2.94,370
62.59,16.16,3.16,2.61,1.69,1.4,3.52,1.99,142.29,3.25,371
62.0,15.39,3.03,2.58,1.57,1.46,3.14,1.9,142.04,2.84,372
60.74,16.23,2.73,2.5,1.53,1.39,4.08,1.76,135.76,3.67,373
