cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
1354,185,4.0,14,7,366,30,351
1804,168,4.22,14,8,366,33,352
1827,165,3.47,14,8,343,27,353
1397,191,3.68,14,8,411,26,354
2295,161,3.03,14,7,416,26,355
2463,176,3.73,14,8,370,31,356
2919,189,3.15,14,8,404,29,357
2190,181,3.37,14,7,340,26,358
1983,155,3.28,14,8,355,26,359
1892,173,3.67,14,8,405,26,360
2201,174,3.86,14,7,370,26,361
2130,177,4.1,14,8,369,27,362
3146,179,3.51,14,8,412,30,363
2591,180,3.53,14,8,387,8,364
1656,203,3.34,14,8,401,27,365
2263,157,3.5,14,7,392,14,366
1272,171,3.09,14,8,427,25,367
2049,179,4.18,14,8,364,30,368
1719,182,3.26,14,7,424,31,369
1672,204,3.12,14,8,418,24,370
2086,175,3.15,13,8,416,30,371
1900,165,3.68,13,8,419,30,372
2750,167,3.49,13,8,429,25,373
1574,166,3.96,13,8,418,23,374
2144,169,3.66,13,8,408,31,375
1770,217,3.48,13,8,420,34,376
1506,201,3.14,13,8,419,23,377
1962,186,3.23,11,8,418,25,378
1844,246,3.83,13,8,419,22,379
2018,191,3.47,13,8,421,16,380
1439,206,3.68,12,8,421,25,381
2526,191,3.51,12,8,410,21,382
2339,185,3.8,13,8,422,23,383
1756,218,4.18,13,8,413,22,384
1963,195,3.43,13,8,415,13,385
3295,221,3.25,13,8,415,12,386
2702,215,3.81,13,8,345,29,387
1896,203,3.17,13,8,340,23,388
792,211,3.34,13,8,382,23,389
2225,199,3.98,13,8,347,30,390
774,198,3.93,15,8,337,23,391
1901,182,3.53,15,8,346,25,392
2359,175,3.91,15,8,305,31,393
724,194,3.18,15,8,271,21,394
2309,199,3.4,15,8,258,18,395
1182,224,3.13,15,8,358,21,396
2395,188,3.66,15,8,376,19,397
2582,177,3.43,15,8,326,26,398
2164,215,3.4,15,8,339,16,399
1578,218,3.91,15,8,380,16,400
2194,220,3.68,15,8,303,11,401
2008,203,3.24,15,8,360,15,402
1862,161,3.11,15,8,349,20,403
1595,138,3.4,15,8,294,11,404
1618,190,3.58,15,8,404,55,405
2487,144,3.48,15,8,406,28,406
1905,164,3.28,15,8,404,28,407
2192,163,3.38,15,8,406,24,408
1902,166,3.36,15,8,405,28,409
2214,135,3.45,15,8,404,22,410
2178,176,3.42,17,8,405,30,411
2655,175,4.09,17,8,404,18,412
2170,163,3.2,17,8,406,25,413
2201,152,3.42,17,9,405,16,414
2640,152,3.75,17,8,404,25,415
1736,150,3.27,17,8,404,19,416
1331,151,3.48,17,7,404,24,417
2829,164,3.94,17,8,405,24,418
2567,168,3.26,17,8,405,22,419
1726,152,3.48,14,7,405,28,420
2711,164,3.31,17,8,404,31,421
2612,183,3.24,17,8,405,27,422
2871,166,3.5,17,8,300,33,423
1664,143,4.06,17,8,394,18,424
2124,148,3.24,17,8,381,17,425
2774,159,3.27,17,8,328,31,426
1659,180,3.39,17,8,319,26,427
2989,149,4.18,17,8,347,30,428
1112,238,3.58,21,9,320,28,429
1695,267,3.67,17,9,360,18,430
2011,272,3.9,18,9,352,24,431
2919,235,3.58,17,9,404,27,432
2123,208,3.84,17,6,267,22,433
3150,240,3.96,17,9,334,33,434
2796,205,3.58,17,7,377,23,435
1870,261,3.71,17,7,313,22,436
1715,245,3.72,17,9,380,12,437
1667,257,3.29,17,7,296,33,438
1492,267,3.78,17,7,336,12,439
1326,241,3.61,17,3,414,18,440
1739,225,3.17,17,7,320,33,441
1587,262,3.38,17,8,350,31,442
1074,246,3.79,17,7,351,36,443
1887,250,3.12,17,8,358,20,444
2502,227,3.85,18,7,330,21,445
1133,235,3.34,17,7,353,27,446
1149,226,3.91,17,7,337,26,447
1562,231,3.95,17,7,253,26,448
1853,224,3.34,17,7,366,39,449
2652,217,3.41,17,7,373,29,450
2926,248,3.45,16,7,383,36,451
1571,241,4.03,18,7,371,32,452
1671,256,3.54,18,7,363,28,453
1694,274,3.98,18,7,378,28,454
1979,213,3.49,18,7,339,25,455
2623,189,4.13,18,7,361,30,456
1884,159,3.13,18,7,382,35,457
1365,239,3.36,18,7,359,36,458
3105,178,3.57,18,7,341,15,459
2785,207,3.73,18,7,380,27,460
2144,80,3.58,18,7,388,26,461
2337,223,3.68,18,7,348,17,462
1326,182,3.54,18,7,426,30,463
1397,194,3.28,18,7,394,17,464
1428,253,3.88,18,7,362,27,465
1550,165,3.75,18,7,347,29,466
1450,174,3.68,18,7,363,17,467
1885,216,3.38,18,7,376,26,468
2028,184,3.73,18,7,400,26,469
1262,192,3.02,18,7,336,27,470
2348,168,3.82,18,7,396,21,471
1692,169,3.04,17,7,363,29,472
2135,160,3.7,18,7,344,14,473
1738,186,3.83,17,7,378,32,474
1734,169,3.68,17,7,374,13,475
1569,202,3.8,18,7,374,32,476
2516,201,3.8,17,8,280,40,477
2269,159,3.75,17,7,332,28,478
2233,151,3.56,17,7,326,19,479
2446,191,3.62,18,8,334,21,480
2673,210,3.08,17,7,313,2,481
2260,174,3.58,17,7,327,25,482
2114,190,3.96,17,7,330,19,483
2389,193,3.46,18,7,320,32,484
1735,199,3.13,17,8,332,29,485
1876,182,3.67,17,7,322,18,486
1506,194,4.05,18,7,328,29,487
1810,206,3.63,17,7,314,36,488
1994,188,3.68,17,8,327,27,489
1952,174,3.51,17,8,325,27,490
1676,186,3.3,14,7,327,32,491
1836,196,3.19,14,7,325,21,492
1768,184,3.59,14,8,334,34,493
1771,176,4.0,14,7,320,23,494
2037,185,3.61,14,7,397,21,495
1824,200,3.22,14,7,391,28,496
2039,183,3.84,14,8,398,35,497
3036,181,3.85,14,7,408,30,498
1455,207,3.28,14,8,407,25,499
2249,171,3.12,7,7,385,28,500
3027,172,3.8,14,7,396,30,501
1855,183,3.62,14,7,395,35,502
1844,193,3.12,14,7,405,34,503
2450,179,3.24,14,7,403,38,504
2309,203,3.91,14,7,394,34,505
2590,199,3.18,14,7,389,28,506
2476,176,3.34,14,7,402,27,507
1765,168,3.36,14,7,418,22,508
1904,199,3.42,14,7,400,28,509
1857,186,3.18,14,7,380,40,510
1941,208,3.46,15,7,417,20,511
1383,160,3.97,14,7,394,27,512
2449,185,3.5,14,7,419,25,513
