cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
672,197,3.17,12,8,75,15,410
759,147,3.12,12,8,81,24,411
748,172,3.42,13,8,101,26,412
773,202,3.11,12,8,103,14,413
523,218,3.61,13,8,44,23,414
577,237,3.4,12,8,109,27,415
745,173,3.33,12,8,75,19,416
371,191,3.77,12,8,76,30,417
270,176,3.84,12,8,96,22,418
639,230,3.16,12,8,114,35,419
817,156,3.64,12,8,63,27,420
510,194,3.46,13,8,62,22,421
600,179,4.1,12,8,98,20,422
631,193,3.31,12,8,81,35,423
618,227,3.28,12,10,98,25,424
660,243,3.03,12,7,95,21,425
458,222,3.36,13,8,113,31,426
761,172,3.22,12,8,104,45,427
484,177,3.79,12,8,103,33,428
725,195,3.17,12,5,118,27,429
618,174,3.69,12,8,79,22,430
473,212,3.66,12,8,103,17,431
628,248,3.72,12,8,97,30,432
574,195,3.41,12,8,65,36,433
806,213,3.65,12,8,151,34,434
244,167,3.55,12,8,85,12,435
532,288,3.77,17,8,43,26,436
764,201,3.94,17,8,18,23,437
603,136,3.97,17,8,64,25,438
625,248,3.05,17,7,23,3,439
866,331,4.03,17,8,103,18,440
326,179,3.32,17,8,75,44,441
697,200,3.44,17,8,63,24,442
384,150,3.39,17,8,85,34,443
769,157,4.16,17,7,60,35,444
575,238,3.74,16,8,51,16,445
612,187,3.43,17,8,89,15,446
559,226,3.53,16,8,101,16,447
472,200,3.34,17,8,84,12,448
552,220,3.76,16,8,86,14,449
795,208,3.74,16,8,90,35,450
470,213,3.56,17,8,94,34,451
562,192,3.81,17,8,70,30,452
685,208,3.36,17,8,88,22,453
558,167,3.83,16,7,102,22,454
604,205,3.27,17,8,92,26,455
247,252,3.44,17,7,89,37,456
553,208,3.68,17,9,69,29,457
525,203,3.32,17,8,97,22,458
622,219,3.34,17,7,124,24,459
626,191,3.86,16,8,113,23,460
548,210,3.87,17,8,101,29,461
259,233,3.53,16,7,99,27,462
482,214,3.91,16,7,83,19,463
677,236,3.23,16,8,117,25,464
689,218,3.27,16,8,90,30,465
725,181,3.07,16,8,80,20,466
444,182,3.99,16,7,104,32,467
475,191,3.53,16,8,71,21,468
267,218,3.99,16,8,160,19,469
642,197,3.27,17,8,98,18,470
729,171,3.68,16,8,96,16,471
576,212,3.68,16,8,88,28,472
888,192,3.28,16,8,83,24,473
531,205,3.23,16,7,80,25,474
624,150,3.08,16,7,100,22,475
657,137,3.76,16,7,82,19,476
544,137,3.2,16,7,98,26,477
682,160,3.98,16,7,99,29,478
701,140,4.0,16,7,68,30,479
495,127,3.63,16,7,89,30,480
508,149,3.18,16,7,76,20,481
464,158,3.06,16,7,87,23,482
809,207,4.22,16,7,110,35,483
512,189,3.29,16,7,68,31,484
512,148,3.08,16,7,62,31,485
601,141,3.85,16,7,83,27,486
577,156,3.19,16,7,76,25,487
825,159,3.35,17,7,75,19,488
761,148,3.45,17,7,74,33,489
435,159,3.68,17,7,70,26,490
765,213,3.05,18,7,99,26,491
848,145,3.97,17,7,94,23,492
403,165,3.92,17,7,75,27,493
649,257,3.32,17,7,53,35,494
675,217,3.91,17,7,65,24,495
458,147,3.44,17,7,96,27,496
577,182,3.2,17,7,100,19,497
616,154,4.09,17,7,89,26,498
781,110,3.73,17,7,90,23,499
842,165,4.0,17,7,139,30,500
587,206,3.29,17,7,63,31,501
596,172,3.24,17,7,45,30,502
710,184,3.81,17,6,116,24,503
705,177,4.28,17,7,93,36,504
441,163,3.49,17,7,121,34,505
530,199,3.71,17,8,71,23,506
543,177,3.71,17,8,41,29,507
590,222,3.19,17,8,55,28,508
447,171,3.67,17,8,100,25,509
257,198,3.24,17,9,89,35,510
383,210,3.94,17,8,118,22,511
374,217,3.27,17,9,61,28,512
491,211,3.82,17,8,107,28,513
589,190,3.37,17,8,71,33,514
364,194,3.7,14,8,138,18,515
348,183,3.15,15,8,112,33,516
170,219,3.32,15,8,109,21,517
952,205,3.51,16,9,112,30,518
136,187,3.93,15,8,99,28,519
727,217,3.82,13,8,75,31,520
578,195,3.04,16,8,116,31,521
615,175,4.05,15,8,142,36,522
404,187,3.56,14,8,126,38,523
594,201,3.01,13,8,136,23,524
365,181,3.82,14,8,65,28,525
913,189,3.45,15,8,104,23,526
1167,188,3.8,16,8,126,22,527
0,205,3.6,16,9,111,27,528
508,200,3.49,14,8,117,17,529
557,190,3.45,13,8,77,21,530
677,169,3.18,15,9,90,27,531
563,189,3.1,14,8,134,15,532
300,199,3.04,15,8,56,20,533
702,188,4.01,15,8,135,26,534
831,166,3.89,15,8,84,20,535
324,179,3.21,16,8,100,18,536
789,190,3.2,14,9,81,27,537
598,180,3.64,16,8,63,37,538
420,197,3.12,14,8,81,36,539
420,200,3.19,17,9,103,27,540
947,185,3.05,17,8,89,30,541
691,178,3.2,17,8,166,22,542
624,189,3.06,19,8,110,32,543
133,201,3.81,16,8,103,31,544
479,214,3.74,16,8,82,28,545
523,225,3.67,16,8,62,27,546
499,258,4.11,16,10,60,24,547
491,177,3.49,16,8,93,28,548
987,170,3.35,17,8,138,31,549
527,186,3.01,17,8,103,28,550
135,158,3.98,16,10,65,28,551
556,194,3.21,17,8,89,28,552
625,204,3.03,16,8,56,32,553
713,186,4.14,16,8,85,34,554
585,184,3.04,17,8,104,27,555
366,206,3.72,17,8,70,31,556
488,228,3.82,17,8,72,30,557
555,200,3.41,16,8,47,30,558
215,186,3.07,16,8,54,25,559
463,236,3.17,17,8,97,24,560
439,200,3.94,17,8,59,27,561
385,154,3.56,16,8,90,25,562
605,208,3.77,16,8,65,23,563
722,203,3.52,17,8,45,19,564
447,198,3.98,16,9,70,27,565
180,199,3.48,15,8,105,29,566
648,180,3.48,15,8,81,26,567
331,173,3.05,15,8,67,29,568
872,201,4.01,12,8,43,33,569
711,213,3.62,15,7,164,31,570
544,211,3.51,15,8,111,33,571
392,208,3.22,16,7,144,31,572
481,203,3.48,15,7,93,29,573
746,216,3.42,15,7,118,33,574
499,224,4.01,15,7,45,29,575
642,226,3.54,15,6,104,28,576
482,230,3.58,15,7,95,32,577
379,217,3.61,9,7,177,36,578
442,236,3.57,15,8,137,29,579
827,222,3.93,15,7,72,31,580
726,215,3.23,15,8,129,36,581
487,228,3.72,15,7,101,34,582
649,217,3.38,15,8,105,27,583
272,228,3.86,15,7,55,24,584
841,211,3.02,15,8,109,29,585
726,220,3.36,15,7,35,31,586
772,224,3.49,15,8,118,34,587
334,212,3.62,15,7,132,31,588
607,208,3.46,15,7,131,36,589
789,236,3.61,15,4,100,26,590
700,225,3.12,15,7,71,33,591
542,205,3.9,16,7,107,28,592
590,226,3.85,16,8,46,20,593
649,219,3.09,16,7,76,15,594
809,227,3.81,16,7,75,28,595
777,215,3.18,16,7,56,21,596
850,223,3.52,16,8,90,18,597
688,209,3.38,17,7,60,22,598
680,218,3.41,16,7,95,27,599
807,228,3.24,16,7,76,34,600
544,215,3.11,16,7,82,23,601
595,150,3.18,16,6,76,30,602
581,141,3.83,16,7,53,21,603
421,151,3.2,16,7,97,25,604
478,156,3.93,16,7,80,29,605
533,147,3.68,16,7,85,19,606
505,150,3.18,16,7,77,27,607
604,146,3.87,16,7,57,25,608
736,135,3.51,16,7,87,33,609
462,149,3.76,16,8,82,24,610
725,148,3.46,16,7,104,19,611
454,145,3.36,16,7,70,18,612
604,153,3.76,16,6,82,28,613
425,153,3.57,16,7,83,25,614
673,149,3.84,16,7,66,15,615
742,134,3.13,16,7,86,23,616
605,150,3.33,16,7,126,21,617
520,155,3.64,18,7,81,30,618
662,171,4.06,18,7,118,28,619
393,143,3.37,18,7,73,36,620
703,158,3.22,18,7,51,25,621
350,149,3.25,18,7,74,19,622
596,144,3.93,18,6,54,21,623
618,162,3.44,18,7,48,34,624
518,137,3.49,18,7,80,29,625
1093,141,3.01,18,7,59,27,626
794,137,3.15,18,7,87,27,627
486,140,3.18,15,6,97,25,628
747,156,3.27,18,7,87,26,629
792,166,3.64,18,7,41,24,630
573,156,4.05,18,7,62,25,631
244,190,3.37,18,7,85,27,632
1141,152,3.48,18,7,71,21,633
1036,173,3.77,18,8,90,25,634
907,164,3.81,18,8,80,22,635
540,204,3.74,18,8,71,22,636
1257,183,3.45,18,8,76,22,637
541,199,3.34,18,8,102,26,638
622,223,3.48,18,8,105,24,639
490,182,3.77,18,8,58,20,640
559,194,3.96,18,8,23,22,641
542,176,3.58,18,8,68,27,642
710,187,3.86,22,8,61,24,643
893,191,3.6,17,8,109,35,644
572,186,3.75,17,8,72,33,645
619,206,3.52,17,8,78,34,646
777,178,3.03,17,8,92,41,647
438,152,3.46,16,8,95,29,648
416,197,3.4,17,8,58,28,649
906,195,3.65,17,8,135,31,650
374,185,3.23,17,8,82,34,651
397,194,3.15,17,9,103,34,652
564,196,4.1,17,8,105,26,653
661,183,4.02,16,8,108,28,654
546,197,3.97,16,8,107,25,655
919,234,3.73,17,8,92,26,656
796,257,3.42,17,8,147,33,657
1207,215,3.98,17,8,72,25,658
722,197,3.84,17,8,78,20,659
788,190,3.69,17,8,62,29,660
791,204,3.33,15,8,105,30,661
691,199,3.45,17,8,73,29,662
522,194,3.53,17,8,69,20,663
910,199,3.93,16,8,53,27,664
684,173,3.23,16,8,93,35,665
562,165,3.53,16,9,97,32,666
672,160,3.92,17,9,102,23,667
880,146,3.15,17,8,68,25,668
411,171,3.25,17,8,55,30,669
947,192,3.0,14,8,109,24,670
827,149,3.38,15,8,122,31,671
660,174,3.36,14,9,105,24,672
777,178,3.86,15,9,107,25,673
674,142,3.91,15,9,93,19,674
744,181,3.17,15,9,109,26,675
635,182,4.14,15,8,104,31,676
423,170,3.73,14,9,99,24,677
481,135,3.33,15,8,108,21,678
517,173,3.76,15,9,104,25,679
688,153,3.44,15,8,93,23,680
786,159,3.88,14,8,67,28,681
512,134,3.32,15,8,93,29,682
866,170,3.67,14,8,139,21,683
649,166,3.17,11,8,126,23,684
285,147,4.03,14,9,92,24,685
585,153,3.02,14,8,76,34,686
716,153,3.66,15,11,108,24,687
742,232,3.52,14,8,85,25,688
341,166,3.66,14,8,104,24,689
809,168,3.05,14,8,33,35,690
622,183,3.1,15,8,107,28,691
574,146,3.41,14,8,110,30,692
770,160,3.45,15,8,23,28,693
481,172,4.01,14,9,123,24,694
578,182,4.0,14,8,75,31,695
865,157,3.13,13,8,67,35,696
397,185,3.21,13,9,97,28,697
918,190,3.29,13,8,125,40,698
724,188,3.73,13,9,133,35,699
702,184,3.32,13,8,88,34,700
802,202,4.03,14,9,76,33,701
705,207,3.5,13,8,126,29,702
659,208,3.3,16,8,68,36,703
695,152,3.66,14,8,122,36,704
516,214,3.91,14,8,74,25,705
567,197,3.2,19,8,220,30,706
1034,208,3.19,13,8,104,31,707
781,209,3.07,13,8,67,33,708
634,198,3.72,14,9,31,37,709
804,202,3.1,14,8,68,30,710
693,174,3.85,13,8,109,43,711
578,195,3.75,13,9,90,27,712
529,195,3.71,13,9,86,25,713
440,209,3.79,13,8,68,39,714
726,207,3.42,14,8,84,30,715
567,184,3.74,13,8,74,31,716
827,203,4.04,14,8,130,24,717
866,182,3.54,14,8,107,34,718
935,189,3.63,14,8,104,34,719
795,216,3.6,13,8,74,36,720
