timestamp,device_id,device_type,cpu_usage,memory_usage,gpu_usage
1770033600,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,1.59,3434.6,0.0
1770033605,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.05,3727.7,0.0
1770033610,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,3.85,4248.4,0.0
1770033615,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,6.81,5041.3,0.0
1770033620,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,7.66,5469.3,0.0
1770033625,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,10.38,6499.9,0.0
1770033630,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,13.51,7449.1,0.0
1770033635,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,15.32,8175.8,0.0
1770033640,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,14.87,8670.7,0.0
1770033645,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,15.52,8915.9,0.0
1770033650,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.4,9092.8,0.0
1770033655,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.54,9151.0,0.0
1770033660,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.96,9160.4,0.0
1770033665,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,25.01,10316.7,0.0
1770033670,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,24.41,10348.2,0.0
1770033675,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,24.19,10348.9,0.0
1770033680,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,26.64,10349.9,0.0
1770033685,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,26.15,10418.7,0.0
1770033690,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.52,9293.9,0.0
1770033695,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.46,9322.4,0.0
1770033700,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.3,9283.7,0.0
1770033705,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.01,9280.3,0.0
1770033710,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.06,9311.1,0.0
1770033715,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.53,9302.6,0.0
1770033720,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.06,9259.2,0.0
1770033725,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.13,9297.1,0.0
1770033730,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.53,9295.3,0.0
1770033735,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.69,9263.9,0.0
1770033740,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.53,9280.7,0.0
1770033745,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.18,9269.5,0.0
1770033750,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.66,9274.5,0.0
1770033755,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.4,9284.3,0.0
1770033760,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.23,9262.8,0.0
1770033765,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.48,9281.1,0.0
1770033770,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.36,9248.8,0.0
1770033775,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,15.9,9333.1,0.0
1770033780,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.31,9313.2,0.0
1770033785,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.37,9306.4,0.0
1770033790,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.76,9389.3,0.0
1770033795,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.56,9357.3,0.0
1770033800,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.91,9369.0,0.0
1770033805,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.72,9412.1,0.0
1770033810,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.91,9417.3,0.0
1770033815,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.26,9378.7,0.0
1770033820,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,20.66,9385.0,0.0
1770033825,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,29.91,10501.9,0.0
1770033830,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,29.85,10444.8,0.0
1770033835,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,25.29,10512.8,0.0
1770033840,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,23.43,10538.2,0.0
1770033845,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,22.89,10514.0,0.0
1770033850,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.54,9355.7,0.0
1770033855,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.0,9368.4,0.0
1770033860,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.16,9340.8,0.0
1770033865,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.47,9388.2,0.0
1770033870,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.29,8916.4,0.0
1770033875,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.49,8873.7,0.0
1770033880,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.97,8904.3,0.0
1770033885,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.27,8860.5,0.0
1770033890,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.32,8832.2,0.0
1770033895,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.22,8815.1,0.0
1770033900,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.74,8822.2,0.0
1770033905,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,20.11,8810.9,0.0
1770033910,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.66,8832.8,0.0
1770033915,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.03,8850.6,0.0
1770033920,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.79,8806.4,0.0
1770033925,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.43,8859.8,0.0
1770033930,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.31,8885.3,0.0
1770033935,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.24,8914.0,0.0
1770033940,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.38,6647.5,0.0
1770033945,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.53,6644.3,0.0
1770033950,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.85,6628.4,0.0
1770033955,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.74,6660.5,0.0
1770033960,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.54,6676.4,0.0
1770033965,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.65,6696.3,0.0
1770033970,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.63,6722.5,0.0
1770033975,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.66,6675.2,0.0
1770033980,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.9,6660.8,0.0
1770033985,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.85,6664.4,0.0
1770033990,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.67,6686.1,0.0
1770033995,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.79,6729.1,0.0
1770034000,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.88,8978.4,0.0
1770034005,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.96,8950.4,0.0
1770034010,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.87,8962.9,0.0
1770034015,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.12,8919.3,0.0
1770034020,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.22,8936.2,0.0
1770034025,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.25,8913.7,0.0
1770034030,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.92,8890.0,0.0
1770034035,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,21.59,8836.6,0.0
1770034040,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,22.0,8797.3,0.0
1770034045,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,21.55,8747.3,0.0
1770034050,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.94,8771.2,0.0
1770034055,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,20.56,8737.2,0.0
1770034060,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.8,8776.2,0.0
1770034065,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.96,8780.0,0.0
1770034070,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,27.54,9787.0,0.0
1770034075,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,27.78,9814.2,0.0
1770034080,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,27.48,9830.0,0.0
1770034085,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,27.79,9836.2,0.0
1770034090,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,23.98,9808.9,0.0
1770034095,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.9,8802.4,0.0
1770034100,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,15.4,8816.4,0.0
1770034105,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.27,8857.6,0.0
1770034110,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,15.14,8844.6,0.0
1770034115,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,22.22,9840.3,0.0
1770034120,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,21.64,9814.0,0.0
1770034125,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,22.48,9794.9,0.0
1770034130,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.12,8700.7,0.0
1770034135,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.4,8688.3,0.0
1770034140,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.43,8659.1,0.0
1770034145,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.39,8688.6,0.0
1770034150,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.04,8677.5,0.0
1770034155,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,16.88,8652.4,0.0
1770034160,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.05,8639.4,0.0
1770034165,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.1,8646.0,0.0
1770034170,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.22,8662.7,0.0
1770034175,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.03,8617.0,0.0
1770034180,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,20.21,8623.6,0.0
1770034185,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.9,8648.3,0.0
1770034190,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.9,8689.8,0.0
1770034195,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.84,8690.3,0.0
1770034200,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,19.41,8677.7,0.0
1770034205,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.83,8723.5,0.0
1770034210,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,17.85,8743.5,0.0
1770034215,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,18.21,8677.5,0.0
1770034220,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.77,6501.1,0.0
1770034225,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.93,6503.4,0.0
1770034230,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,27.81,9746.2,0.0
1770034235,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,27.58,9845.8,0.0
1770034240,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.85,6537.5,0.0
1770034245,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.79,6541.9,0.0
1770034250,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.8,6548.5,0.0
1770034255,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.9,6560.5,0.0
1770034260,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.82,6573.2,0.0
1770034265,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.75,6578.8,0.0
1770034270,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.52,6569.4,0.0
1770034275,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.45,6610.9,0.0
1770034280,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.21,6602.5,0.0
1770034285,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.83,6617.3,0.0
1770034290,e8d0fa05-d51a-4dd7-830c-eb391dda9af4,bee_ser8,2.64,6620.0,0.0
