cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
49,249,10.57,11,0,0,2,383
56,260,10.38,11,1,0,6,384
35,284,10.38,11,1,0,6,385
56,251,10.62,11,1,0,2,386
70,255,10.07,11,0,1,7,387
53,253,10.37,11,1,2,9,388
37,254,9.16,11,1,0,6,389
54,249,10.07,10,1,0,2,390
44,254,10.1,11,1,0,5,391
54,245,9.86,11,1,1,0,392
68,250,10.58,11,1,0,4,393
41,248,9.58,11,0,1,4,394
67,248,10.68,11,1,0,3,395
41,252,10.26,10,0,0,1,396
55,252,9.8,11,1,1,3,397
37,256,9.93,11,1,1,6,398
44,266,9.78,12,0,0,6,399
53,254,9.68,11,0,1,2,400
49,247,10.22,11,0,0,5,401
40,251,9.97,9,0,1,5,402
56,254,8.59,10,0,0,9,403
52,253,8.95,10,0,1,6,404
61,254,9.23,10,0,0,4,405
59,306,9.28,10,0,0,6,406
52,294,8.58,10,0,1,4,407
63,317,8.46,10,0,1,7,408
52,322,8.72,9,0,1,2,409
49,297,8.76,10,0,1,6,410
57,300,8.53,10,0,0,4,411
62,306,9.36,10,0,0,3,412
53,291,10.54,10,0,1,3,413
57,315,8.63,9,1,1,5,414
63,319,8.6,10,1,1,3,415
50,290,9.58,10,0,0,8,416
57,302,9.12,10,0,0,5,417
52,333,8.63,10,0,1,3,418
59,293,8.96,10,1,1,7,419
53,300,9.08,10,1,1,2,420
66,301,8.76,11,1,0,1,421
49,304,8.6,11,0,1,10,422
59,183,8.62,11,1,0,6,423
54,300,9.77,10,0,0,2,424
47,305,9.61,10,0,0,4,425
49,301,7.7,10,1,0,7,426
65,293,9.35,11,0,0,4,427
50,306,9.25,10,0,0,1,428
48,257,9.58,10,1,1,3,429
57,249,9.26,10,0,0,1,430
56,248,8.32,10,1,0,4,431
56,254,9.37,10,1,2,0,432
53,246,9.02,11,1,1,0,433
60,245,8.79,10,1,1,1,434
56,246,9.24,11,0,1,2,435
61,249,8.6,10,1,0,4,436
42,249,9.76,10,0,0,7,437
51,247,9.6,10,0,2,2,438
58,258,9.19,10,0,1,5,439
55,252,8.95,9,0,1,6,440
56,243,9.12,9,1,0,8,441
46,244,9.24,9,1,1,0,442
48,247,7.6,9,1,1,0,443
