response_time,norm_time
0.053,586.127
0.071,586.152
0.051,586.198
0.043,586.243
0.061,586.269
0.061,586.315
0.063,586.347
0.06,586.375
0.051,586.402
0.055,586.433
0.055,586.476
0.059,586.514
0.042,586.55
0.048,586.577
0.049,586.611
0.065,586.648
0.054,586.674
0.042,586.714
0.043,586.758
0.049,586.804
0.045,586.842
0.056,586.89
0.056,586.931
0.056,586.961
0.038,586.984
0.057,587.028
0.041,587.066
0.052,587.113
0.053,587.139
0.055,587.166
0.062,587.195
0.054,587.237
0.059,587.273
0.056,587.304
0.057,587.341
0.047,587.372
0.047,587.405
0.062,587.444
0.061,587.475
0.061,587.51
0.061,587.537
0.06,587.562
0.054,587.591
0.061,587.625
0.041,587.654
0.054,587.693
0.06,587.726
0.06,587.749
0.054,587.779
0.061,587.81
0.042,587.839
0.046,587.874
0.061,587.91
0.052,587.957
0.057,587.99
0.061,588.019
0.065,588.051
0.04,588.088
0.048,588.115
0.054,588.164
0.05,588.207
0.038,588.237
0.058,588.273
0.051,588.312
0.05,588.351
0.045,588.382
0.063,588.439
0.064,588.487
0.053,588.511
0.043,588.541
0.062,588.57
0.042,588.602
0.06,588.633
0.043,588.677
0.05,588.704
0.053,588.753
0.049,588.792
0.045,588.819
0.049,588.848
0.059,588.872
0.054,588.905
0.061,588.939
0.054,588.986
0.05,589.029
0.058,589.062
0.054,589.098
0.071,589.131
0.051,589.176
0.042,589.208
0.064,589.252
0.057,589.284
0.053,589.305
0.061,589.323
0.058,589.348
0.063,589.385
0.047,589.426
0.058,589.456
0.058,589.493
0.053,589.524
0.04,589.569
0.054,589.598
0.052,589.638
0.06,589.673
0.058,589.72
0.041,589.762
0.063,589.79
0.056,589.821
0.04,589.855
0.047,589.893
0.06,589.921
0.061,589.959
0.043,590.006
0.046,590.053
0.053,590.084
0.042,590.109
0.05,590.147
0.043,590.178
0.062,590.22
0.041,590.264
0.056,590.289
0.061,590.319
0.052,590.356
0.056,590.391
0.044,590.434
0.046,590.48
0.065,590.535
0.063,590.569
0.056,590.598
0.054,590.619
0.062,590.661
0.043,590.69
0.054,590.731
0.049,590.758
0.038,590.789
0.044,590.827
0.048,590.875
0.048,590.909
0.067,590.92
0.052,590.963
0.059,590.993
0.036,591.043
0.05,591.075
0.038,591.113
0.051,591.143
0.044,591.187
0.048,591.234
0.053,591.265
0.054,591.295
0.046,591.321
0.053,591.358
0.06,591.415
0.048,591.449
0.056,591.479
0.046,591.521
0.045,591.574
0.049,591.613
0.049,591.646
0.053,591.679
0.057,591.729
0.055,591.77
0.073,591.826
0.047,591.853
0.044,591.908
0.04,591.947
0.052,591.983
0.037,592.008
0.048,592.051
0.044,592.101
0.065,592.151
0.066,592.184
0.055,592.233
0.055,592.275
0.045,592.295
0.055,592.324
0.06,592.362
0.069,592.391
0.059,592.444
0.04,592.475
0.052,592.504
0.051,592.528
0.058,592.566
0.066,592.592
0.06,592.639
0.041,592.665
0.062,592.706
0.063,592.744
0.049,592.781
0.061,592.84
0.057,592.867
0.064,592.898
0.057,592.949
0.055,592.987
0.058,593.023
0.059,593.066
0.048,593.117
0.056,593.156
0.06,593.186
0.043,593.211
0.046,593.252
0.062,593.282
0.054,593.321
0.059,593.378
0.056,593.416
0.036,593.462
0.052,593.487
0.054,593.549
0.058,593.587
0.061,593.627
0.062,593.658
0.057,593.703
0.049,593.717
0.066,593.754
