cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
81,34,3.32,13,1,0,3,386
83,38,3.0,13,1,1,1,387
104,34,3.84,12,1,2,4,388
87,28,3.34,13,1,0,3,389
92,30,3.36,13,1,0,5,390
84,33,3.36,13,1,0,4,391
84,26,3.7,12,1,0,5,392
85,29,3.77,12,1,0,4,393
81,30,3.49,13,1,0,4,394
78,30,3.07,12,1,1,3,395
98,30,3.57,13,1,1,2,396
98,31,3.97,13,1,0,1,397
86,27,3.32,13,1,1,3,398
90,32,3.02,12,1,0,2,399
96,31,3.06,12,1,0,1,400
84,35,3.92,12,1,1,3,401
96,37,3.25,12,1,0,5,402
83,28,3.86,13,1,2,3,403
80,29,3.85,13,1,2,4,404
84,27,3.23,13,1,0,1,405
84,38,3.7,15,0,0,2,406
68,35,3.37,13,1,0,2,407
78,26,3.91,13,0,0,2,408
81,31,3.78,13,0,0,2,409
86,30,3.14,13,1,0,4,410
80,35,3.13,13,0,0,4,411
84,29,3.11,13,0,0,1,412
83,33,3.76,13,0,0,0,413
84,44,3.75,13,1,1,3,414
83,32,4.04,13,0,1,2,415
83,35,4.37,13,0,1,2,416
82,26,3.08,13,0,1,4,417
85,33,3.19,13,0,1,2,418
82,31,3.51,13,0,1,2,419
82,33,3.32,13,0,0,3,420
75,31,3.74,13,1,0,5,421
67,27,3.75,12,1,1,3,422
73,31,3.28,11,0,1,5,423
80,34,3.18,11,1,0,1,424
68,39,3.12,12,0,1,3,425
66,37,3.59,11,0,0,2,426
65,35,3.18,11,1,0,2,427
71,31,3.45,11,1,1,3,428
62,36,3.84,11,1,1,3,429
79,29,3.07,12,1,1,3,430
66,28,4.34,11,1,0,0,431
79,26,3.83,12,0,0,2,432
44,38,3.86,11,1,1,2,433
65,36,4.04,12,1,1,0,434
64,31,3.48,11,0,0,1,435
79,36,3.35,12,1,0,3,436
83,35,3.3,12,0,1,3,437
80,38,3.08,12,1,1,2,438
60,29,3.09,11,1,1,4,439
85,28,3.7,12,0,1,3,440
91,30,3.33,12,1,0,3,441
87,41,3.83,12,1,1,3,442
75,39,3.64,12,1,1,2,443
77,27,3.88,12,1,1,4,444
80,36,3.61,12,1,2,2,445
79,43,3.96,12,1,0,2,446
78,35,3.52,12,0,1,3,447
61,35,3.94,12,0,0,2,448
81,33,3.92,12,1,0,0,449
80,28,3.05,12,1,1,3,450
91,38,3.46,12,1,1,5,451
91,37,3.89,12,0,0,2,452
87,39,3.57,12,1,0,1,453
71,37,3.77,12,0,1,3,454
71,32,3.88,12,1,1,4,455
82,43,3.16,12,0,0,0,456
76,38,3.63,12,0,2,2,457
93,36,4.1,11,1,0,1,458
75,45,3.93,11,0,0,3,459
80,36,3.28,11,1,1,2,460
77,35,3.75,11,1,0,3,461
71,32,4.2,12,1,0,2,462
86,32,4.08,11,1,1,2,463
84,41,3.15,11,1,0,3,464
83,35,3.23,9,1,1,4,465
77,37,3.87,11,1,0,3,466
73,35,4.06,11,1,2,2,467
87,24,3.33,11,0,0,4,468
83,35,3.77,11,1,0,1,469
94,39,3.39,11,0,0,1,470
75,42,4.08,11,1,1,3,471
88,38,3.03,11,0,0,4,472
86,29,3.41,11,0,2,1,473
91,41,3.82,11,0,0,3,474
108,44,3.31,11,1,0,3,475
90,36,3.52,10,0,1,3,476
88,34,3.53,10,0,1,4,477
83,38,3.93,10,0,2,3,478
78,31,3.26,10,0,0,3,479
90,30,3.5,10,0,0,2,480
86,42,3.32,10,0,1,3,481
80,45,3.34,10,0,0,4,482
76,32,3.79,10,1,0,3,483
84,31,3.36,10,1,0,2,484
83,33,3.57,10,1,0,2,485
74,35,3.49,10,1,0,4,486
91,35,3.24,10,0,1,3,487
90,43,3.24,9,0,0,3,488
90,17,3.59,10,1,0,5,489
93,37,3.35,10,1,2,4,490
91,33,3.38,10,1,0,1,491
93,28,3.46,10,0,0,3,492
90,30,3.6,10,0,0,1,493
90,34,4.26,13,0,0,1,494
94,36,3.73,13,1,0,2,495
95,29,3.81,13,0,0,1,496
91,32,3.97,13,1,0,4,497
89,20,3.65,12,1,1,3,498
89,32,3.68,13,1,0,3,499
92,33,3.51,13,1,0,2,500
95,31,3.89,13,0,0,2,501
94,36,3.36,13,0,0,1,502
94,30,3.01,13,1,1,3,503
89,40,3.47,12,0,0,3,504
95,33,4.12,13,1,0,5,505
105,36,4.27,13,0,0,2,506
91,36,3.28,12,1,0,0,507
103,36,3.66,13,1,0,4,508
95,35,3.55,13,1,0,3,509
