cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
144,53,3.66,11,3,35,10,333
171,55,3.98,11,3,27,0,334
139,58,3.34,12,3,25,5,335
103,69,3.71,13,3,22,5,336
194,50,4.24,12,3,36,9,337
126,60,3.5,12,3,31,9,338
213,53,3.22,11,3,31,5,339
133,57,3.36,12,3,30,7,340
126,62,4.0,11,2,32,9,341
221,51,3.36,11,3,29,8,342
212,56,3.45,11,3,29,9,343
176,55,3.86,12,3,29,3,344
216,57,3.34,10,3,39,8,345
140,60,3.57,12,3,27,8,346
137,50,3.81,13,3,37,5,347
159,60,3.96,11,3,29,13,348
148,62,3.28,11,3,36,6,349
140,37,3.21,12,3,29,7,350
191,34,3.93,10,3,31,4,351
144,44,3.33,10,3,30,6,352
154,53,3.58,11,3,33,5,353
149,56,3.58,11,3,31,5,354
109,46,3.95,11,3,31,6,355
124,53,3.82,12,3,34,8,356
153,57,4.02,12,2,27,8,357
140,42,3.5,12,5,36,10,358
157,43,3.38,12,3,37,7,359
132,47,3.13,12,3,29,5,360
145,64,3.87,12,2,34,8,361
145,51,4.46,17,3,32,9,362
159,46,3.67,12,3,27,10,363
145,53,3.63,12,2,25,4,364
199,55,3.58,12,3,34,7,365
191,57,4.21,12,3,33,8,366
106,67,3.09,12,2,36,5,367
112,60,3.54,12,3,36,8,368
118,58,3.98,12,3,42,10,369
127,68,3.9,12,3,39,6,370
178,54,3.74,12,3,33,8,371
144,63,3.48,12,2,37,8,372
115,60,4.0,12,4,26,10,373
181,65,3.72,12,4,34,4,374
177,52,3.17,12,4,27,10,375
143,72,3.81,15,4,39,5,376
197,54,3.8,12,4,31,10,377
261,61,3.56,12,4,42,8,378
209,63,3.76,12,4,30,6,379
155,57,3.97,12,4,34,7,380
182,58,3.18,10,4,33,9,381
193,60,3.58,10,4,35,7,382
197,69,3.63,10,4,40,13,383
161,0,3.46,10,4,25,6,384
202,41,4.18,10,4,26,2,385
206,44,3.44,10,4,35,9,386
181,32,3.95,10,4,32,7,387
223,48,3.8,10,4,26,1,388
155,35,3.36,10,4,32,5,389
230,30,3.43,10,4,30,4,390
155,31,3.17,10,4,32,7,391
162,29,3.28,10,4,28,5,392
154,56,3.14,10,3,24,5,393
175,21,3.61,10,3,22,5,394
189,35,3.05,10,3,29,7,395
158,26,4.06,10,3,24,4,396
256,37,4.15,10,3,23,4,397
188,25,3.52,10,3,32,9,398
162,50,3.3,10,4,27,4,399
170,49,3.77,10,3,33,5,400
213,52,3.08,10,3,38,5,401
178,49,3.97,10,4,38,9,402
212,46,3.38,10,4,36,4,403
214,42,3.29,10,4,32,4,404
281,63,3.67,11,4,34,0,405
152,52,3.9,11,3,35,8,406
152,43,3.23,10,4,40,6,407
188,51,3.42,10,3,34,4,408
270,55,3.84,10,3,35,7,409
171,43,3.46,11,3,35,7,410
202,53,3.98,10,3,34,8,411
241,42,3.69,10,3,37,8,412
156,49,3.89,11,4,34,17,413
195,52,3.7,10,4,35,6,414
198,50,3.48,10,4,37,6,415
164,40,3.08,11,4,39,7,416
188,55,3.66,10,4,34,7,417
222,56,3.81,10,4,24,0,418
185,56,3.96,11,4,25,7,419
191,37,4.09,10,4,25,9,420
187,50,3.57,10,4,20,8,421
167,54,3.93,10,4,23,5,422
184,41,3.33,9,4,27,2,423
192,44,3.86,11,3,22,5,424
153,62,3.72,10,4,31,3,425
185,56,3.98,10,4,28,2,426
196,62,3.35,9,4,22,3,427
192,49,3.42,11,3,26,6,428
219,54,3.05,10,4,18,4,429
176,49,3.82,10,4,34,7,430
127,61,3.49,11,4,26,1,431
134,54,3.59,10,4,26,4,432
269,61,4.19,10,3,24,11,433
170,54,3.38,10,3,27,5,434
218,57,3.93,11,3,26,6,435
277,77,3.65,11,3,35,6,436
131,48,3.76,10,3,43,6,437
193,66,3.83,11,3,26,1,438
208,62,3.33,10,3,28,1,439
159,64,3.83,11,3,36,7,440
197,74,3.37,11,3,28,9,441
190,64,4.15,10,3,30,9,442
191,64,3.68,10,3,38,5,443
267,57,3.87,10,3,38,6,444
188,65,3.03,10,3,29,0,445
219,64,3.9,10,3,36,7,446
164,56,3.52,11,3,31,4,447
204,62,3.19,10,3,31,9,448
59,66,3.55,11,3,31,9,449
191,52,3.85,10,3,31,4,450
189,56,3.9,10,3,28,12,451
169,47,3.59,10,3,34,5,452
86,74,3.99,11,4,27,8,453
151,49,3.22,11,4,32,11,454
103,55,3.97,11,4,33,6,455
144,58,3.83,11,4,17,7,456
58,62,3.09,11,4,31,4,457
217,51,3.08,11,2,33,7,458
201,60,3.85,11,4,32,6,459
45,36,3.76,11,3,36,6,460
135,42,3.86,11,4,32,0,461
104,49,4.64,11,3,44,8,462
218,52,3.57,11,4,30,5,463
217,67,3.67,10,4,46,7,464
252,51,3.69,11,3,26,1,465
204,58,3.83,11,3,35,9,466
199,49,3.15,11,4,33,3,467
196,62,3.45,11,3,24,12,468
217,58,4.08,10,4,46,5,469
225,53,3.14,11,4,37,4,470
151,56,3.96,10,4,30,4,471
173,80,3.69,11,3,28,11,472
200,59,3.79,11,4,30,3,473
140,57,3.15,11,3,34,9,474
173,59,3.18,11,3,33,9,475
192,47,3.43,10,3,37,4,476
165,54,3.78,12,4,23,4,477
227,57,3.38,12,4,29,7,478
185,59,3.95,12,3,36,3,479
191,55,3.92,13,3,32,5,480
173,47,3.8,12,4,34,4,481
147,51,3.55,12,3,44,4,482
165,61,3.79,13,3,29,8,483
198,50,3.2,12,4,31,5,484
234,47,3.77,12,3,43,7,485
217,41,3.75,13,4,23,6,486
167,51,3.48,15,3,31,3,487
158,61,3.87,12,3,31,6,488
174,52,3.22,13,3,31,7,489
209,41,3.09,13,3,26,4,490
180,49,3.93,12,3,29,7,491
197,2,3.02,12,3,29,5,492
232,56,3.97,13,3,42,6,493
219,37,3.99,12,3,31,6,494
160,50,3.23,13,4,23,7,495
175,49,4.13,12,3,29,6,496
129,51,3.49,12,3,29,7,497
238,92,3.68,13,3,21,8,498
200,50,4.11,12,3,30,10,499
204,50,3.99,12,3,24,9,500
285,47,3.94,11,3,27,3,501
182,52,3.48,11,3,32,5,502
231,52,3.47,11,3,27,4,503
197,49,3.89,11,3,34,4,504
189,51,3.9,11,3,31,10,505
200,61,3.04,11,3,33,5,506
195,56,3.81,11,3,30,5,507
137,57,3.69,12,3,33,7,508
148,61,3.97,11,3,33,4,509
162,59,3.06,11,3,35,10,510
191,60,3.46,11,4,28,7,511
147,53,3.59,11,3,25,8,512
176,55,3.03,11,4,38,11,513
135,60,3.54,11,4,34,6,514
223,55,3.04,11,4,26,6,515
212,50,3.24,11,3,28,8,516
146,51,3.77,11,4,30,9,517
177,54,3.22,11,4,25,7,518
152,55,3.24,11,4,30,4,519
158,52,3.01,12,4,32,9,520
181,55,3.21,11,4,37,6,521
173,48,3.99,11,5,29,6,522
144,68,3.84,11,4,31,7,523
120,46,3.88,11,4,25,7,524
165,38,3.46,11,4,39,2,525
144,50,3.68,11,4,27,8,526
56,53,3.39,14,3,22,4,527
162,54,3.76,11,4,35,7,528
133,44,3.75,12,4,27,6,529
147,62,3.99,12,4,29,8,530
134,54,3.85,11,4,26,0,531
152,53,4.06,11,4,32,9,532
109,41,3.47,12,3,24,7,533
164,52,3.31,11,3,29,0,534
125,54,4.15,12,2,39,2,535
