query_id,ground_truth
52587710-f99a-4c22-87aa-8f414070e0bb,opening
f676f3b5-bb05-4154-934e-884d63c52483,checking_time
ba834aff-c2b1-4b74-8768-b60262369014,Carrying_light
a748e7ea-6e54-4693-a5ce-6b4392780e7a,standing_up
9962d815-5599-409d-bfcd-76a2c3c42c12,checking_time
620b3abb-f6d9-4268-b112-75859b44175c,fall
982ff663-c695-48bc-964c-86fdfa485d2f,talking_on_phone
34d82948-e729-4faf-801f-f09db0c99ab8,carrying
172fd1e9-d47c-4ed7-be15-325d9c3a2cb8,using_phone
db79a701-8e7f-476f-9357-8834f35815b5,loitering
12387e32-137e-4363-b62d-4d8511cb78a1,setting_down
3a7d2fc0-5c88-4da2-a75b-c02c17a4a66e,exiting
ddb8164b-5e1e-434c-8ca3-5a43c7877733,standing
2d6d3c04-2c5d-4126-9ca0-9e2181671fb9,throwing
a9ba22d2-2e2e-4710-9a33-2eb7336164ae,closing
abae5ea3-c6b3-43c5-aa21-0b94ae1f3953,sitting_down
8f4f2574-b289-4433-a3d1-4998685a859b,carrying
33bb5226-df21-4553-9ef5-d86d993290bd,pushing
1c72a0b4-16b8-4093-b25a-293908359bb8,walking
7688a779-b0da-458a-be0b-729b6f096392,entering
6c751a07-5cc2-4760-b4d7-dc9c14958d25,waving_hand
b9e5545c-7f16-48fd-85eb-0204fae42c98,transferring_object
650f0bae-ff90-4406-a812-d9b6b90a48b7,sitting
108fdecf-b1ba-4a6a-9a35-5e206585e9a0,closing
868e60db-a828-41d0-8f78-a6fed76896a0,pocket_in
ebe61d97-425c-4934-8e09-2efaffd30193,using_pc
1bb462b4-f57b-4b0c-83b9-2b7622cbeeea,pocket_out
237bae84-c226-4d3d-8629-88d55e6baace,Carrying_light
8669d8c1-f3fa-46ee-b7ce-dea6d0ef539f,pulling
fd6a33c3-5802-4578-bd13-795299dbc21f,standing_up
c2e7ba02-e57d-4e2a-9445-41de3fc840ed,using_pc
3c9706bb-91fe-4a21-b337-fe2a51b2d057,carrying_heavy
4ab7a428-2379-4d39-a1d3-e3a2d33be470,using_pc
b109948e-651c-4e0c-9899-34f77ba6374d,exiting
fdb08e71-ff9e-4e03-98a3-feabff9e14e8,sitting_down
47ab5082-f78d-4322-ba67-89c730f9ab4a,opening
7cfbb300-34a0-4ab7-93a5-625e42c922aa,kicking
