timestamp,device_id,device_type,cpu_usage,memory_usage,gpu_usage
1770012000,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,2.9,474.4,0.58
1770012005,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,2.58,515.6,1.14
1770012010,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,2.44,587.0,1.92
1770012015,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,3.32,694.9,3.15
1770012020,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,5.3,838.7,5.54
1770012025,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,6.54,1007.5,7.62
1770012030,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,6.76,1146.7,8.62
1770012035,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,7.78,1253.2,8.52
1770012040,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,8.16,1327.3,9.31
1770012045,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,8.64,1364.9,8.84
1770012050,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,9.79,1388.1,8.93
1770012055,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,9.55,1387.7,8.99
1770012060,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,10.76,1389.3,8.76
1770012065,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,11.24,1391.0,9.21
1770012070,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,10.73,1401.3,11.1
1770012075,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,11.1,1410.4,13.28
1770012080,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,9.7,1411.4,13.13
1770012085,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,10.69,1405.8,11.5
1770012090,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,9.41,1406.6,12.76
1770012095,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,9.58,1404.9,14.8
1770012100,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,10.77,1392.7,15.3
1770012105,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,11.67,1391.1,14.76
1770012110,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,9.85,1384.8,13.78
1770012115,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,10.15,1392.8,12.88
1770012120,3451fb0d-b1d6-464b-91e3-8acc3b04827f,jetson_nano_super,9.38,1392.2,12.28
