cpu_usage,memory_usage,gpu_usage,no_child,no_child_active,child_cpu,child_memory,execution_time
852,115,3.61,9,2,25,44,345
852,111,3.3,9,2,23,33,346
852,121,4.16,9,2,29,44,347
852,95,3.94,9,2,28,26,348
853,103,3.78,9,3,36,32,349
852,119,3.58,9,2,37,39,350
852,132,3.79,9,2,34,41,351
852,112,3.78,9,2,31,29,352
852,105,3.01,9,2,29,36,353
852,125,3.26,9,2,25,37,354
953,85,3.63,9,2,29,35,355
925,132,3.87,9,2,26,36,356
852,115,3.25,9,2,26,33,357
853,118,3.59,9,1,34,31,358
852,97,3.9,9,2,29,23,359
853,118,3.56,9,2,24,35,360
408,103,3.09,9,2,22,33,361
852,121,3.95,9,1,22,20,362
852,130,3.15,9,2,28,39,363
852,142,3.49,12,2,7,34,364
853,124,3.76,9,2,40,26,365
852,108,3.23,9,2,23,31,366
853,122,3.21,9,2,12,25,367
852,104,3.99,9,2,24,37,368
852,138,3.42,8,2,24,31,369
852,133,3.46,8,1,18,32,370
853,122,3.96,8,1,19,27,371
852,127,3.79,7,1,24,37,372
1055,124,3.86,8,1,23,24,373
852,120,3.43,8,1,16,23,374
750,119,3.18,8,1,17,28,375
766,123,3.03,7,1,14,37,376
808,135,3.63,8,1,32,28,377
763,108,3.14,7,2,24,32,378
675,125,3.7,8,1,0,31,379
821,123,3.42,8,1,33,28,380
771,156,3.98,8,1,34,34,381
723,115,3.25,8,1,17,34,382
745,122,3.73,7,2,19,28,383
661,114,3.48,8,2,32,32,384
785,118,3.79,8,1,30,22,385
711,116,3.96,8,2,22,27,386
757,114,3.33,7,1,22,35,387
826,114,3.14,7,1,29,27,388
722,119,3.88,7,3,22,17,389
820,118,3.09,8,1,21,35,390
731,118,3.67,8,1,21,34,391
785,119,3.46,8,1,25,21,392
377,119,3.28,8,1,29,29,393
691,126,3.68,8,1,24,35,394
745,115,3.95,7,2,17,25,395
825,122,3.97,8,2,29,27,396
736,125,3.83,7,2,23,27,397
708,114,3.38,8,2,20,37,398
700,119,3.53,7,2,17,30,399
821,128,3.45,7,3,23,29,400
733,129,3.56,8,2,19,37,401
755,136,3.26,7,1,28,31,402
718,111,3.88,8,2,39,32,403
664,115,3.7,7,2,31,22,404
724,129,3.24,7,2,19,43,405
804,119,3.21,7,2,31,41,406
751,115,3.85,8,2,34,38,407
798,124,3.49,7,2,25,34,408
763,125,3.21,7,2,28,38,409
893,109,3.48,8,2,19,34,410
835,126,3.51,7,2,22,48,411
781,115,4.08,7,2,28,46,412
767,113,3.05,8,1,28,36,413
881,117,3.17,7,2,25,39,414
820,120,3.94,7,2,34,37,415
787,115,3.63,8,2,33,45,416
730,115,3.67,8,1,34,37,417
718,115,3.26,8,2,25,32,418
779,124,3.42,8,2,31,30,419
725,117,3.9,7,1,23,44,420
824,117,3.52,8,1,26,40,421
865,126,3.17,8,1,21,41,422
785,109,3.71,8,1,32,46,423
759,116,3.27,7,1,27,34,424
881,123,3.69,8,1,33,16,425
741,127,3.63,8,1,24,29,426
863,147,3.83,8,1,32,42,427
838,132,3.9,8,0,29,39,428
739,131,3.49,8,1,26,37,429
873,128,3.74,8,1,32,39,430
713,154,3.85,8,1,28,28,431
746,132,3.16,8,1,19,39,432
826,140,3.13,8,1,27,28,433
777,126,3.48,7,2,21,34,434
746,159,3.87,8,1,31,33,435
739,125,3.12,8,1,36,41,436
627,125,3.2,8,1,33,34,437
767,116,3.64,8,1,26,37,438
766,115,3.09,8,1,30,34,439
466,171,3.01,8,1,30,38,440
709,92,3.79,7,1,34,31,441
626,116,3.89,7,1,31,40,442
627,120,3.55,7,1,29,35,443
744,86,3.68,7,2,36,29,444
664,99,3.39,7,2,32,39,445
707,134,3.53,7,2,29,27,446
826,102,3.6,7,2,25,28,447
695,93,3.76,7,2,26,36,448
601,124,3.87,7,2,33,34,449
857,128,3.98,7,2,32,30,450
629,89,3.55,7,2,28,31,451
680,124,3.41,7,2,29,33,452
678,123,3.25,7,2,22,30,453
614,112,3.22,7,2,27,32,454
706,124,3.49,7,2,27,32,455
627,99,3.74,7,2,26,34,456
717,106,3.89,3,2,26,28,457
673,126,3.8,7,2,24,30,458
731,146,3.51,7,2,28,33,459
731,116,3.66,7,2,19,31,460
712,128,3.45,3,2,33,31,461
572,122,3.51,7,2,32,33,462
665,132,3.21,7,2,25,29,463
797,132,3.95,7,2,28,32,464
748,127,3.34,6,2,24,32,465
805,147,3.89,7,2,26,29,466
770,126,3.62,6,2,25,26,467
729,117,4.01,7,2,26,26,468
843,129,3.54,6,2,21,36,469
777,136,3.15,7,1,22,32,470
817,127,3.02,6,1,27,39,471
795,119,3.81,7,2,32,37,472
771,124,3.97,6,2,27,26,473
752,129,3.71,6,1,27,27,474
840,115,3.83,6,1,27,30,475
800,120,3.15,6,2,29,25,476
801,113,3.31,6,2,27,30,477
800,111,3.95,6,2,24,30,478
777,108,4.2,6,2,23,24,479
791,126,3.74,6,2,32,38,480
852,117,3.21,6,1,19,33,481
842,137,3.6,7,1,14,36,482
969,127,3.28,6,2,35,27,483
436,101,3.58,6,1,17,33,484
837,115,4.05,7,2,27,24,485
768,123,3.84,7,1,30,34,486
844,133,3.46,6,2,24,26,487
772,114,3.31,6,2,23,27,488
780,126,3.7,8,1,14,28,489
829,127,3.84,8,1,22,29,490
799,130,3.96,8,1,19,29,491
784,128,3.72,8,2,21,24,492
828,116,3.29,8,1,30,32,493
827,134,3.54,8,1,20,29,494
746,139,3.52,8,1,15,25,495
854,133,3.34,8,1,14,28,496
843,137,3.05,8,1,30,25,497
845,143,3.41,8,1,32,27,498
821,121,3.14,8,1,30,19,499
784,145,3.25,8,0,13,27,500
787,131,3.38,8,1,30,31,501
810,128,3.62,8,1,23,34,502
863,133,3.73,8,1,22,20,503
837,129,3.21,8,1,31,30,504
809,74,4.09,8,1,23,30,505
720,114,3.5,8,1,21,30,506
895,104,3.98,8,1,31,33,507
870,103,3.96,8,1,31,27,508
818,128,3.73,8,1,26,25,509
769,133,3.66,8,1,30,32,510
808,104,3.19,8,1,28,31,511
830,114,4.2,8,1,27,33,512
823,128,3.22,7,1,22,34,513
837,98,3.31,7,1,26,31,514
812,126,3.46,7,1,30,27,515
811,96,3.57,7,1,25,32,516
831,139,3.48,7,1,25,24,517
806,128,3.83,7,1,29,33,518
876,87,3.73,7,1,19,30,519
743,120,3.22,7,2,24,40,520
835,127,3.63,7,1,25,28,521
857,135,3.8,7,1,27,35,522
828,140,3.44,7,2,28,25,523
840,126,3.65,7,2,14,34,524
829,149,3.64,6,2,21,25,525
829,154,3.91,7,2,28,14,526
829,101,3.68,7,2,23,21,527
829,126,3.75,6,1,17,23,528
828,143,3.32,7,2,20,34,529
829,124,3.94,7,1,22,14,530
829,135,3.43,6,2,15,28,531
829,142,3.91,7,2,20,36,532
829,114,4.1,6,1,25,27,533
829,101,3.24,6,1,24,21,534
829,131,3.64,6,2,26,22,535
829,150,3.98,8,2,18,28,536
829,68,3.26,6,2,20,34,537
829,149,3.41,3,2,27,35,538
829,146,3.45,6,2,33,27,539
829,120,3.67,7,2,20,14,540
829,102,3.91,6,2,4,22,541
829,111,3.26,7,2,19,22,542
829,98,3.91,6,2,28,26,543
828,90,4.21,6,2,21,29,544
829,44,3.57,7,2,22,39,545
829,114,4.22,6,2,24,38,546
829,126,3.18,7,1,22,34,547
829,132,3.36,7,2,20,24,548
829,77,3.19,7,2,14,42,549
829,128,3.09,6,1,23,39,550
829,127,4.14,6,2,22,44,551
829,103,3.15,6,1,20,27,552
829,126,3.24,6,2,18,37,553
829,103,3.05,6,1,28,27,554
765,120,4.01,6,1,27,34,555
764,112,3.93,7,1,23,32,556
679,118,4.19,6,2,29,32,557
704,118,3.41,6,2,28,31,558
790,117,3.86,6,1,29,39,559
753,107,3.69,7,2,22,34,560
791,116,3.99,8,2,18,26,561
699,94,3.11,8,1,19,37,562
747,108,3.89,7,2,18,30,563
761,113,3.12,9,2,25,32,564
847,100,3.61,7,2,30,40,565
814,114,3.69,7,1,30,42,566
784,68,3.15,8,2,25,32,567
696,109,3.04,8,1,19,30,568
813,126,3.13,7,2,30,32,569
724,135,3.1,7,1,23,33,570
771,136,3.49,8,1,24,33,571
677,125,4.22,8,2,22,44,572
705,132,3.3,7,1,19,35,573
736,130,4.15,7,1,24,42,574
773,103,3.24,8,1,29,44,575
678,125,3.03,7,1,31,43,576
645,142,3.5,7,1,24,40,577
620,130,3.43,8,1,33,35,578
524,131,3.07,8,1,24,35,579
709,140,3.71,7,1,32,38,580
777,124,3.46,7,1,27,31,581
634,126,3.3,10,1,28,31,582
761,147,3.11,8,1,32,39,583
852,129,4.07,7,1,16,40,584
728,114,3.63,8,1,20,30,585
730,116,3.85,8,1,29,31,586
734,123,3.69,8,1,36,37,587
733,117,3.65,8,1,25,31,588
721,63,3.91,11,1,29,33,589
699,124,4.09,8,1,21,26,590
724,123,3.17,8,1,30,33,591
722,124,3.9,9,1,24,32,592
754,125,3.27,8,1,15,35,593
710,122,3.73,8,2,25,31,594
717,119,3.01,8,2,29,27,595
763,120,3.76,9,1,22,30,596
905,90,4.82,8,2,29,31,597
734,126,4.01,8,1,19,29,598
748,146,3.55,9,2,24,33,599
