core1,core2,core3,core4,core5,core6,core7,core8,mem,gpu,norm_ex_time
74.4,80.64,54.77,11.7,8.65,8.32,12.57,7.63,213.15,3.37,348
74.55,87.61,54.95,12.26,9.54,8.31,12.71,8.25,213.08,3.53,349
73.99,77.47,55.08,11.74,9.61,11.5,12.68,8.26,213.45,3.5,350
73.97,88.48,55.04,12.05,9.79,5.23,12.79,9.0,213.19,3.41,351
74.38,79.18,55.12,11.87,9.54,6.66,12.63,8.45,213.4,3.41,352
73.98,85.08,54.85,11.88,10.24,5.76,12.64,7.8,213.28,3.2,353
73.96,83.7,54.91,11.73,9.57,6.34,12.64,7.53,213.21,3.64,354
74.14,85.38,54.89,12.03,9.89,9.41,13.09,7.51,212.09,3.31,355
73.55,79.07,54.55,12.14,9.87,7.05,12.69,9.1,213.23,3.23,356
74.08,79.47,55.08,11.68,9.92,11.55,12.86,8.3,213.1,3.16,357
100.88,80.37,54.63,11.9,9.87,7.73,12.94,9.02,213.25,3.52,358
74.27,87.3,55.07,11.67,9.85,8.82,12.9,7.47,202.93,3.29,359
74.04,82.36,54.54,12.15,9.72,8.03,13.28,8.9,213.26,3.52,360
74.08,88.05,55.08,12.06,9.46,7.02,12.47,7.51,213.28,3.47,361
74.1,81.23,55.25,12.13,9.6,9.94,12.67,8.87,212.98,3.33,362
74.17,83.57,54.9,11.92,9.33,8.46,12.86,7.69,213.38,3.4,363
74.55,76.26,55.63,11.69,9.5,5.65,12.79,9.31,213.13,3.18,364
74.11,80.42,54.98,11.8,9.76,6.93,12.83,8.47,212.89,3.52,365
74.33,82.34,55.3,11.07,9.79,8.37,12.98,8.49,213.36,3.5,366
74.29,80.92,65.31,11.76,9.97,5.33,12.78,9.04,213.23,3.53,367
74.68,92.15,54.56,12.52,9.77,7.32,12.6,8.46,213.3,3.75,368
77.6,87.95,55.19,12.3,9.66,7.3,12.62,8.68,213.22,3.19,369
82.36,87.67,54.52,11.84,9.84,7.51,10.93,7.91,186.01,3.45,370
63.45,82.72,54.77,11.91,9.67,7.92,13.19,7.91,192.65,3.42,371
87.71,77.22,55.09,11.94,10.18,7.67,12.67,8.6,188.07,3.45,372
87.35,89.4,75.85,11.96,9.65,7.7,14.65,7.86,189.36,3.66,373
92.48,76.87,76.28,11.73,10.01,6.86,12.39,7.69,180.53,3.38,374
89.71,80.84,76.49,11.58,10.28,8.1,13.07,7.51,183.72,3.28,375
67.62,79.55,76.43,13.08,9.95,7.93,11.9,8.71,195.51,3.4,376
74.74,81.15,76.58,11.8,10.19,7.64,12.45,7.77,191.5,3.27,377
88.01,77.93,75.98,11.76,10.48,9.9,13.16,8.36,192.43,3.12,378
79.41,100.13,76.09,11.6,9.93,7.1,12.51,7.98,195.89,3.31,379
91.84,76.46,76.2,10.62,10.16,7.62,14.74,8.59,188.19,3.29,380
81.37,82.01,76.11,9.98,10.36,7.62,12.7,8.58,191.34,3.4,381
76.87,87.81,76.5,10.22,10.65,7.27,11.98,8.37,176.27,3.27,382
88.16,101.39,76.25,10.17,10.72,8.06,12.48,7.99,198.47,3.53,383
78.45,88.67,75.93,10.32,10.21,8.2,12.29,8.35,178.66,3.41,384
79.74,82.25,76.25,10.45,10.5,6.79,12.31,9.12,190.78,3.52,385
83.51,91.05,76.53,10.23,10.18,7.4,13.47,7.9,193.84,3.49,386
87.44,83.94,76.14,10.28,10.69,7.92,12.36,7.87,184.1,3.51,387
73.9,78.62,81.49,9.95,9.84,9.14,8.73,8.4,177.06,3.31,388
77.09,65.65,76.23,10.37,9.83,8.41,9.7,8.38,186.53,2.93,389
79.07,77.8,76.44,10.33,10.47,9.61,8.14,7.25,180.49,2.74,390
72.41,79.02,76.2,10.49,10.47,8.45,9.16,8.07,215.6,3.0,391
68.69,66.74,76.81,10.31,10.45,8.96,10.19,7.9,213.58,3.11,392
65.81,91.29,76.21,10.16,10.27,8.45,13.82,7.03,184.11,2.97,393
69.28,90.63,76.15,10.18,10.48,7.87,10.71,7.78,202.63,3.08,394
83.03,83.05,76.26,10.31,10.16,9.2,9.74,7.72,201.75,3.33,395
69.35,86.48,75.9,10.15,9.05,9.28,8.83,8.08,198.73,2.88,396
87.38,74.64,76.05,10.22,9.16,8.68,8.46,8.27,250.03,3.34,397
