response_time,norm_time
0.038,572.332
0.029,572.544
0.037,572.663
0.032,572.87
0.032,573.045
0.038,573.196
0.042,573.359
0.041,573.552
0.042,573.794
0.037,573.913
0.038,574.053
0.044,574.245
0.035,574.519
0.037,574.632
0.042,574.882
0.044,575.057
0.043,575.217
0.034,575.357
0.04,575.517
0.046,575.598
0.034,575.825
0.04,576.026
0.032,576.259
0.039,576.42
0.033,576.556
0.042,576.762
0.043,576.905
0.042,577.029
0.037,577.223
0.044,577.389
0.036,577.553
0.032,577.725
0.032,577.846
0.033,577.913
0.036,578.143
0.04,578.313
0.035,578.483
0.035,578.619
0.037,578.789
0.041,578.885
0.044,579.053
0.041,579.232
0.039,579.355
0.042,579.591
0.03,579.766
0.043,579.938
0.037,580.051
0.038,580.246
0.041,580.417
0.039,580.554
0.039,580.725
0.039,580.923
0.038,581.132
0.033,581.326
0.035,581.488
0.032,581.696
0.04,581.857
0.037,581.974
0.043,582.172
0.032,582.358
0.045,582.436
0.041,582.587
0.037,582.772
0.034,582.958
0.033,583.144
0.045,583.308
0.04,583.455
0.037,583.6
0.03,583.776
0.039,584.022
0.036,584.193
0.037,584.38
0.035,584.535
0.037,584.629
0.037,584.761
0.042,584.894
0.033,585.145
0.04,585.357
0.035,585.591
0.039,585.76
0.037,585.928
0.034,586.204
0.035,586.456
0.037,586.717
0.042,587.01
0.038,587.138
0.038,587.299
0.033,587.454
0.04,587.627
0.031,587.766
0.035,587.963
0.037,588.121
0.037,588.325
0.035,588.471
0.042,588.569
0.038,588.763
0.032,588.923
0.035,589.06
0.036,589.284
0.036,589.445
0.039,589.571
0.042,589.737
0.044,589.86
0.033,590.009
0.044,590.147
0.036,590.304
0.038,590.43
0.04,590.615
0.039,590.807
0.031,590.931
0.033,591.158
0.043,591.298
0.043,591.461
0.036,591.495
0.046,591.617
0.037,591.74
0.037,591.875
0.038,592.114
0.037,592.295
0.03,592.429
0.034,592.589
0.032,592.742
0.043,593.026
0.039,593.271
0.031,593.41
0.04,593.57
0.046,593.767
0.032,593.88
0.045,594.073
0.033,594.167
0.038,594.276
0.034,594.458
0.04,594.667
0.032,594.803
0.035,594.963
0.037,595.086
0.03,595.265
0.035,595.544
0.043,595.714
0.03,595.904
0.04,596.064
0.042,596.21
0.035,596.356
0.036,596.503
0.043,596.622
0.043,596.689
0.04,596.889
0.045,597.064
0.033,597.266
0.04,597.349
0.041,597.544
0.042,597.779
0.032,597.953
0.034,598.107
0.038,598.328
0.036,598.536
0.041,598.787
0.029,598.926
0.045,599.038
0.039,599.191
0.031,599.351
0.034,599.485
0.036,599.624
0.031,599.729
0.038,599.925
0.035,600.105
0.043,600.304
0.037,600.424
0.031,600.639
0.035,600.81
0.034,600.99
0.035,601.164
0.036,601.332
0.041,601.486
0.033,601.599
0.038,601.8
0.043,601.942
0.035,602.095
0.038,602.367
0.039,602.503
0.045,602.669
0.034,602.874
0.035,603.03
0.045,603.129
0.039,603.283
0.041,603.496
0.037,603.631
0.035,603.666
0.039,603.862
0.039,604.088
0.039,604.228
0.032,604.4
0.042,604.552
0.034,604.639
0.033,604.796
0.039,605.052
0.033,605.247
0.034,605.395
0.038,605.536
0.039,605.669
0.033,605.82
0.043,606.035
0.041,606.25
0.032,606.378
0.041,606.537
0.039,606.725
0.047,606.864
0.039,607.032
0.042,607.208
0.043,607.378
0.038,607.486
0.03,607.685
0.042,607.908
0.033,608.011
0.037,608.171
