query_id,time_window,response_time,model_id,model_version,device_id,instance_id,explainability,data_source,inf_id,inf_result,metadata
26af6a70-75a8-49a8-9bec-f47703b95448,6,0.0101562952801799,minirocket_v12,v12,jetson_super_nano,31fde92c-9329-4911-85ba-a6309f53e0c4,True,acc_watch,2514f2e9-9292-4c0a-b2c5-34d1c5770eb2,"{'waving_hand': 0.6456692913385826, 'pushing': 0.0984251968503937, 'sitting': 0.04330708661417323, 'fall': 0.03937007874015748, 'opening': 0.03543307086614173, 'Carrying_light': 0.031496062992125984, 'pocket_in': 0.027559055118110236, 'transferring_object': 0.023622047244094488, 'looking_around': 0.01968503937007874, 'kicking': 0.015748031496062992, 'standing_up': 0.011811023622047244, 'crouching': 0.007874015748031496, 'inf_result': 569506.9876404256}",
26af6a70-75a8-49a8-9bec-f47703b95448,6,0.0059490112211221,minirocket_v11,v11,hp_z240,75f65363-3cad-4d43-9f4c-5aa88ea2b50e,False,acc_watch,0446cd98-d346-44ad-984e-3342e9e506ea,"{'kicking': 0.516, 'waving_hand': 0.22, 'throwing': 0.044, 'pocket_in': 0.04, 'setting_down': 0.036, 'pulling': 0.032, 'pointing': 0.028, 'walking': 0.024, 'looking_around': 0.02, 'exiting': 0.016, 'drinking': 0.012, 'loitering': 0.008, 'closing': 0.004, 'inf_result': 569506.9851812643}",
26af6a70-75a8-49a8-9bec-f47703b95448,7,0.0120824949727368,minirocket_v15,v15,jetson_super_nano,47c33668-8148-4351-a9e7-033eee5b3d27,False,acc_watch,21f1ae28-3694-4f3c-b15b-7fc8efb82eff,"{'pocket_out': 0.6312056737588653, 'walking': 0.04964539007092199, 'standing': 0.04609929078014184, 'entering': 0.0425531914893617, 'talking_on_phone': 0.03900709219858156, 'running': 0.03546099290780142, 'setting_down': 0.031914893617021274, 'using_phone': 0.028368794326241134, 'talking': 0.024822695035460994, 'using_pc': 0.02127659574468085, 'loitering': 0.01773049645390071, 'picking_up': 0.014184397163120567, 'throwing': 0.010638297872340425, 'pointing': 0.0070921985815602835, 'inf_result': 569506.9806554065}",
26af6a70-75a8-49a8-9bec-f47703b95448,7,0.00891863953424,minirocket_v7,v7,jetson_super_nano,e3978365-5e95-4ce2-b0d0-332c47f372b8,True,gyro,e75b164b-6ef5-4018-9172-2c164efd428d,"{'opening': 0.65, 'waving_hand': 0.05, 'picking_up': 0.046153846153846156, 'pushing': 0.04230769230769231, 'exiting': 0.038461538461538464, 'carrying_heavy': 0.03461538461538462, 'Carrying_light': 0.03076923076923077, 'standing_up': 0.026923076923076925, 'closing': 0.023076923076923078, 'pulling': 0.019230769230769232, 'using_phone': 0.015384615384615385, 'pointing': 0.011538461538461539, 'running': 0.007692307692307693, 'kicking': 0.0038461538461538464, 'inf_result': 569506.9863692353}",
26af6a70-75a8-49a8-9bec-f47703b95448,5,0.0084945681049257,minirocket_v5,v5,jetson_super_nano,99226cd4-5f0b-4964-a78a-b72d6b8ce48d,False,gyro,8135797a-1c22-43d5-b4c2-a5d461f18e4e,"{'opening': 0.6764705882352942, 'using_pc': 0.05392156862745098, 'pocket_in': 0.049019607843137254, 'drinking': 0.04411764705882353, 'standing_up': 0.0392156862745098, 'pulling': 0.03431372549019608, 'closing': 0.029411764705882353, 'carrying_light': 0.024509803921568627, 'transferring_object': 0.0196078431372549, 'setting_down': 0.014705882352941176, 'picking_up': 0.00980392156862745, 'pointing': 0.004901960784313725, 'inf_result': 569506.9946039496}",
26af6a70-75a8-49a8-9bec-f47703b95448,4,0.008460892090938,minirocket_v11,v11,jetson_super_nano,cb88432c-95af-401c-8d2d-44c32e8f6b05,False,gyro,a0679fc2-b2b5-4f94-a12b-577311d94078,"{'pocket_out': 0.6030534351145038, 'carrying_heavy': 0.05343511450381679, 'entering': 0.04961832061068702, 'pushing': 0.04580152671755725, 'sitting': 0.04198473282442748, 'carrying': 0.03816793893129771, 'using_pc': 0.03435114503816794, 'crouching': 0.030534351145038167, 'loitering': 0.026717557251908396, 'throwing': 0.022900763358778626, 'closing': 0.019083969465648856, 'talking': 0.015267175572519083, 'Carrying_light': 0.011450381679389313, 'jumping': 0.007633587786259542, 'inf_result': 569506.9808164466}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,1,0.0091222133232673,minirocket_v16,v16,beelinkser8,31512b13-3837-415c-b39f-8126a4436a41,True,orientation,47f5427b-1193-491e-8e4c-d29281da4482,"{'using_phone': 0.42788461538461536, 'exiting': 0.22115384615384615, 'talking_on_phone': 0.08653846153846154, 'pointing': 0.04807692307692308, 'drinking': 0.04326923076923077, 'pocket_out': 0.038461538461538464, 'loitering': 0.03365384615384615, 'standing': 0.028846153846153848, 'Carrying_light': 0.02403846153846154, 'crouching': 0.019230769230769232, 'jumping': 0.014423076923076924, 'checking_time': 0.009615384615384616, 'using_pc': 0.004807692307692308, 'inf_result': 569507.0326887553}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,3,0.0111355047030702,minirocket_v5,v5,jetson_super_nano,793c7c7c-a8e0-4573-8ac1-b39ebe90f3ac,False,orientation,f6e9220b-6897-49cd-a442-ef6557f7b27b,"{'talking_on_phone': 0.4427860696517413, 'walking': 0.3333333333333333, 'using_pc': 0.04477611940298507, 'talking': 0.03980099502487562, 'pocket_in': 0.03482587064676617, 'loitering': 0.029850746268656716, 'opening': 0.024875621890547265, 'pushing': 0.01990049751243781, 'kicking': 0.014925373134328358, 'checking_time': 0.009950248756218905, 'exiting': 0.004975124378109453, 'inf_result': 569507.0531558222}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,4,0.009263561529804,minirocket_v14,v14,jetson_super_nano,877d0fa1-dc5c-4849-9e25-e56584446216,False,orientation,81fd5440-6231-411c-8651-2902b1ead82d,"{'using_pc': 0.4194528875379939, 'talking_on_phone': 0.26443768996960487, 'pushing': 0.0425531914893617, 'running': 0.03951367781155015, 'opening': 0.0364741641337386, 'exiting': 0.03343465045592705, 'jumping': 0.030395136778115502, 'closing': 0.02735562310030395, 'fall': 0.0243161094224924, 'Carrying_light': 0.02127659574468085, 'carrying_light': 0.0182370820668693, 'pointing': 0.015197568389057751, 'carrying': 0.0121580547112462, 'walking': 0.00911854103343465, 'looking_around': 0.0060790273556231, 'inf_result': 569507.0996950516}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,8,0.0090261353513788,minirocket_v1,v1,precision_5820_tower,4433e5cc-c51c-4ade-b6fa-5dc3bf8e15c6,True,acc_watch,31e5b941-50b1-475e-8554-402dcd604c0b,"{'standing_up': 0.6834532374100719, 'using_phone': 0.06474820143884892, 'carrying_light': 0.05755395683453238, 'carrying': 0.050359712230215826, 'crouching': 0.04316546762589928, 'setting_down': 0.03597122302158273, 'jumping': 0.02877697841726619, 'pocket_out': 0.02158273381294964, 'standing': 0.014388489208633094, 'inf_result': 569507.0702351276}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,3,0.0113389866997364,minirocket_v12,v12,jetson_super_nano,1a14e066-2a82-49bf-bcdb-26612e508f58,False,acc_watch,b8485fb5-c89c-4378-8e24-a2935c2d882a,"{'closing': 0.7969924812030075, 'throwing': 0.03759398496240601, 'waving_hand': 0.03383458646616541, 'loitering': 0.03007518796992481, 'opening': 0.02631578947368421, 'sitting_down': 0.022556390977443608, 'drinking': 0.018796992481203006, 'standing': 0.015037593984962405, 'jumping': 0.011278195488721804, 'walking': 0.007518796992481203, 'inf_result': 569507.118575283}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,3,0.0152258939180315,minirocket_v9,v9,beelinkbt3,c91e13c4-a780-4eb6-8dbd-1fe9f005fa2d,False,acc_watch,57630f69-a402-4bb0-b734-e51afd0b9882,"{'closing': 0.5634920634920635, 'carrying': 0.07936507936507936, 'fall': 0.07142857142857142, 'pushing': 0.06349206349206349, 'running': 0.05555555555555555, 'using_phone': 0.047619047619047616, 'looking_around': 0.03968253968253968, 'drinking': 0.031746031746031744, 'checking_time': 0.023809523809523808, 'pocket_out': 0.015873015873015872, 'transferring_object': 0.007936507936507936, 'inf_result': 569507.0335861582}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,5,0.0107136376515904,minirocket_v12,v12,jetson_super_nano,f2681c21-d74d-4b2f-b1d9-92ce9bb8003c,True,acc_phone,d9b3e74b-602c-4366-aa4d-32fae5d18ea1,"{'closing': 0.6309523809523809, 'pulling': 0.15476190476190477, 'pocket_out': 0.047619047619047616, 'pocket_in': 0.041666666666666664, 'using_phone': 0.03571428571428571, 'pushing': 0.02976190476190476, 'running': 0.023809523809523808, 'entering': 0.017857142857142856, 'setting_down': 0.011904761904761904, 'pointing': 0.005952380952380952, 'inf_result': 569507.0346751828}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,1,0.0085979604378604,minirocket_v2,v2,precision_5820_tower,202e2bac-b307-487d-80fc-0479dd4462de,False,acc_phone,a2df01cd-743e-4f38-ad9b-f3cf1962cd1c,"{'standing_up': 0.6904761904761905, 'carrying_light': 0.05238095238095238, 'sitting_down': 0.047619047619047616, 'drinking': 0.04285714285714286, 'sitting': 0.0380952380952381, 'pushing': 0.03333333333333333, 'looking_around': 0.02857142857142857, 'standing': 0.023809523809523808, 'entering': 0.01904761904761905, 'setting_down': 0.014285714285714285, 'throwing': 0.009523809523809525, 'inf_result': 569507.0966609033}",
1a877bfc-cceb-48b0-8b22-3459149e3e6d,6,0.0106340264051263,minirocket_v10,v10,jetson_agx_orin,cf8852be-6d9c-4a67-a806-a3a937ac8997,False,acc_phone,becab48b-88ad-419f-bc66-3ea5260196fc,"{'talking_on_phone': 0.6754385964912281, 'pulling': 0.16374269005847952, 'pushing': 0.029239766081871343, 'carrying_heavy': 0.02631578947368421, 'sitting': 0.023391812865497075, 'exiting': 0.02046783625730994, 'pocket_out': 0.017543859649122806, 'closing': 0.014619883040935672, 'kicking': 0.011695906432748537, 'drinking': 0.008771929824561403, 'jumping': 0.005847953216374269, 'standing': 0.0029239766081871343, 'inf_result': 569507.0463827882}",
d35e7248-2fd7-4c52-a050-fdace7365106,10,0.2458132216734934,x3d_l_v4,v4,jetson_agx_orin,bc69df8f-2f43-4d17-930e-aadfe76170fc,True,video,082f621e-41ca-43a1-a155-37c284b4a72a,"{'Carrying_light': 0.3657142857142857, 'jumping': 0.11428571428571428, 'carrying': 0.07428571428571429, 'pushing': 0.06857142857142857, 'checking_time': 0.06285714285714286, 'entering': 0.05714285714285714, 'waving_hand': 0.05142857142857143, 'pocket_in': 0.045714285714285714, 'closing': 0.04, 'carrying_light': 0.03428571428571429, 'carrying_heavy': 0.02857142857142857, 'exiting': 0.022857142857142857, 'loitering': 0.017142857142857144, 'talking_on_phone': 0.011428571428571429, 'drinking': 0.005714285714285714, 'inf_result': 569507.6401206021}",
d35e7248-2fd7-4c52-a050-fdace7365106,8,0.357776091073807,x3d_l_v3,v3,jetson_agx_orin,dae40662-4ef3-4a6e-9308-aa4627ecfe3b,False,video,381a1794-cf0a-41a3-b54b-f71f12bf03e0,"{'sitting': 0.35, 'throwing': 0.1, 'checking_time': 0.09166666666666666, 'pushing': 0.08333333333333333, 'picking_up': 0.075, 'transferring_object': 0.06666666666666667, 'Carrying_light': 0.058333333333333334, 'walking': 0.05, 'waving_hand': 0.041666666666666664, 'carrying_light': 0.03333333333333333, 'pocket_out': 0.025, 'kicking': 0.016666666666666666, 'drinking': 0.008333333333333333, 'inf_result': 569507.4416116943}",
d35e7248-2fd7-4c52-a050-fdace7365106,1,0.0291294173868949,x3d_xs_v2,v2,jetson_agx_orin,7e055fad-ee17-446d-8d39-6683aa12d731,False,video,b049525a-d0ef-4a44-844f-00c7f3a12747,"{'carrying_light': 0.6872037914691943, 'drinking': 0.052132701421800945, 'waving_hand': 0.04739336492890995, 'pocket_out': 0.04265402843601896, 'sitting': 0.037914691943127965, 'talking': 0.03317535545023697, 'sitting_down': 0.02843601895734597, 'crouching': 0.023696682464454975, 'fall': 0.018957345971563982, 'pocket_in': 0.014218009478672985, 'closing': 0.009478672985781991, 'pushing': 0.004739336492890996, 'inf_result': 569507.4254985611}",
d35e7248-2fd7-4c52-a050-fdace7365106,7,0.0079841741908627,minirocket_v1,v1,jetson_agx_orin,07b58ff0-42e2-499b-b2c7-30dfae1dac75,True,acc_watch,9cafbeb2-fe44-4b6c-afde-9b0e58eb0ac2,"{'sitting': 0.7835051546391752, 'talking': 0.04639175257731959, 'jumping': 0.041237113402061855, 'using_phone': 0.03608247422680412, 'carrying_heavy': 0.030927835051546393, 'sitting_down': 0.02577319587628866, 'carrying_light': 0.020618556701030927, 'walking': 0.010309278350515464, 'looking_around': 0.005154639175257732, 'inf_result': 569507.3085036656}",
d35e7248-2fd7-4c52-a050-fdace7365106,6,0.0078189715761415,minirocket_v14,v14,precision_5820_tower,46cdc41c-da39-4c99-9012-2eaa366ccd6b,False,acc_watch,60664a7f-1431-477c-b796-1ed12c2cd586,"{'crouching': 0.5555555555555556, 'throwing': 0.09876543209876543, 'exiting': 0.08641975308641975, 'closing': 0.07407407407407407, 'setting_down': 0.06172839506172839, 'pointing': 0.04938271604938271, 'Carrying_light': 0.037037037037037035, 'sitting': 0.024691358024691357, 'entering': 0.012345679012345678, 'inf_result': 569507.2513256109}",
d35e7248-2fd7-4c52-a050-fdace7365106,1,0.0062782396409818,minirocket_v3,v3,hp_z240,9e491afa-2ba3-4b84-bfa6-7390a47c6fb9,False,acc_watch,495fe3cd-632d-4949-b15b-4f175cfd74e6,"{'jumping': 0.8306451612903226, 'exiting': 0.036290322580645164, 'closing': 0.03225806451612903, 'pushing': 0.028225806451612902, 'waving_hand': 0.024193548387096774, 'pocket_in': 0.020161290322580645, 'running': 0.016129032258064516, 'using_pc': 0.008064516129032258, 'talking': 0.004032258064516129, 'inf_result': 569508.1451091634}",
607dfbee-9c2b-4f70-9322-9c3df887ac63,6,0.0134486984591894,minirocket_v9,v9,beelinkbt3,2b083788-48e3-46f9-bdb3-e79c1318dccb,True,orientation,cd1e695b-53a4-48a1-be16-3a97c2ff504b,"{'picking_up': 0.5212765957446809, 'carrying': 0.09574468085106383, 'jumping': 0.0851063829787234, 'running': 0.07446808510638298, 'exiting': 0.06382978723404255, 'standing': 0.05319148936170213, 'walking': 0.0425531914893617, 'talking': 0.031914893617021274, 'pushing': 0.02127659574468085, 'kicking': 0.010638297872340425, 'inf_result': 569508.7080737182}",
