query_id,ground_truth
1211d098-8553-46db-a207-ffe52511c819,carrying_heavy
3736cfb1-cb63-414d-a7cb-f9d5596f5641,using_phone
445b418d-1313-4818-a597-a52fb0a74f41,waving_hand
bda358d8-b0fa-4298-ab12-888c18ff5b5c,exiting
1ef5ce3c-fabb-4298-8a36-36f0681cb7f0,pushing
a29d18f3-3d30-4f00-97d7-494c945ad295,talking_on_phone
8557fa83-f17c-4cda-aa83-4b9a4ef1cf8e,kicking
3332641d-a23d-4a9d-93e1-6c81ebbd6b67,crouching
26e06ad0-6c90-4dfa-a17a-c5f10f8df904,exiting
7ef1ecd7-4e10-40ec-97ed-be4b900a3ee1,using_pc
bd55e164-1f2f-4bd0-a838-2b7a2db4aaf8,entering
86acc9b1-0cb0-4c02-b4c8-1fbb8ad75899,sitting_down
d981d7b0-c4de-4860-880c-0553de7006c9,using_phone
465623d0-225c-4d23-84e3-5636373abebf,kicking
b9ee1d61-0a80-49e8-a30f-72ebaca0bbc8,pocket_out
818921bb-742f-4749-83ed-139d56123e10,looking_around
9b3404e1-d133-4738-b773-cb2853a30d19,sitting_down
8523efc9-856c-4f3f-bb93-c1c80cc40fee,drinking
0703e660-a27e-44f1-8666-370410d5f426,standing_up
d323193e-66d1-45ca-81ba-a4c0e49d37eb,opening
53c34a8a-ca9f-43e8-a431-51beb020a514,carrying_light
df83d8fc-bd97-4e10-8153-707e955a6065,picking_up
a25a9e83-e17e-4747-9093-43745534c2e7,looking_around
7d1ac615-0ecd-4bae-b4b8-7f838df68149,standing
4534b81e-578a-4b64-a78e-62b539f8837c,fall
1e44b595-5592-4122-b5db-0a5eb26eff7a,jumping
f4cbbb80-44ed-48a2-829e-e7ac3838c9a8,pocket_out
6799aaf0-ed74-4935-967d-0c99b0a15131,carrying_heavy
09dd09fd-402f-4e5f-85a3-5fedefc5991a,pointing
13cb82d1-83a1-47f3-ae83-e9dfe932e930,looking_around
71d7896d-c508-47d7-9908-40d5009bb520,looking_around
370af213-5d30-4a69-b5f5-b499ef99590a,standing
4bf1c217-d962-4770-9e9c-45440d18c743,Carrying_light
1e495e3e-7571-4ea5-a6b5-89cca2761a83,pocket_in
252f932f-6761-4730-a67c-4af02fbfeba4,pulling
9ea88609-5637-4daf-aceb-593ad1443abf,talking_on_phone
c647093f-8aa2-4128-9f9b-24251d8f1b1b,checking_time
fcae55cb-487c-463c-ab32-55b5608da29a,using_phone
1ecc3c2e-2175-47e7-962a-8f5ba736f21b,waving_hand
ce775318-56cb-43de-94e8-63802c5d317e,opening
34202c07-d8f9-4138-8ee8-afc489fdd6a3,carrying_light
70149c53-bf8b-4042-a0d6-8e618bcf1f8d,drinking
00727e2d-0130-40b3-b1aa-7cabb2589d5e,carrying
0e088fe6-c712-4ce8-a46a-374ee854540c,jumping
fa5d7b54-8e13-47ff-aa55-a1fcc84aba53,Carrying_light
b910a2bb-9bdf-470b-8b0b-4a87ab0f9dcb,carrying
55adfa3f-61b9-4734-a4ce-703d64eafd3c,talking_on_phone
c6fd2d63-5be8-4048-83ab-8245564e1c47,jumping
7fb0f22b-f0fd-439c-bdc6-6ca4ac7cdf87,checking_time
59995e67-3a36-4d53-b8fd-9f98fb8246c4,talking_on_phone
36f89c05-6261-4ad4-9af5-e56a1cd66350,jumping
78551ab5-ca42-497d-b29b-0e2a04e264af,standing
5e403fef-5f8c-44da-a127-40c685cb1196,jumping
7f375b0c-1567-4d29-bee9-b0010972ce89,opening
6da47272-9bc1-482f-be72-d5db071a3ebf,checking_time
c2aeb517-b770-4d1f-9bd6-a2f9e3671aa9,opening
5c8853e4-bd3d-4864-9e4f-54e320a81cbb,waving_hand
d8bceca3-6e71-4e78-898e-94752019d0af,looking_around
33884a4b-d1b1-4b0a-9842-d3c6b6d7b7fb,loitering
abdd82d7-baad-4c8f-81ca-44e6207629f9,using_pc
c839f756-ee54-4df7-b45b-53fb5f3d2fe8,using_phone
f9f06070-4571-477d-b1e7-e2cb3404bf77,drinking
5989f2ba-2281-46cf-9132-56c98768d285,waving_hand
b03f015e-7282-48ec-b5e4-47ee35b51db1,using_pc
14477b7c-9e0b-4625-91cd-195afe934bd9,crouching
eac1d60f-fb9d-4604-a2cd-70551d699f01,jumping
126a8317-2b4c-429c-80b2-e082bbf07f72,talking_on_phone
78afa467-21d8-41a5-aae4-52a301910597,pointing
d61fd148-28ac-4096-915a-87817b50ec92,pocket_in
a15c910a-0a6e-4553-a41a-45474eb5355d,carrying_heavy
963e03ee-7d2c-45ea-83d2-b75cb626f379,standing_up
f8420116-42df-454b-a77d-7f36178014bc,pulling
7c9d8483-7be4-4052-a830-96454eaf83b2,pulling
5e4660b5-66d9-41c3-b43a-2ad353db81e8,using_phone
f0cd9cc7-8716-4787-bf28-98a05fa99fe6,standing
0f8ac3e8-7e4a-49ef-80e9-2a07af854b13,standing
6eb218f3-9d43-40a9-b4ed-5a19a830c7ca,standing_up
c39ffad2-2326-41df-915e-c278a08241aa,jumping
667f9328-18db-4eb7-90d2-9ed24125cd88,carrying
1d97aa18-c791-4385-b854-47b03d73e853,entering
9b84477d-8291-4b06-82a7-26ee9cbd6628,pushing
1beb7cc7-0596-4325-a120-03346417b1dd,setting_down
cc9da559-179f-4176-bc24-5d9d301b2d79,picking_up
6340ed84-267f-4e13-a1a4-50a84ff7639d,carrying
bdc5898c-f9b3-48f6-b5bc-27efbf78c36d,pocket_in
