response_time,norm_time
0.282,464.976
0.159,465.206
0.282,465.37
0.222,465.497
0.128,465.718
0.276,465.875
0.093,465.922
0.237,466.107
0.228,466.228
0.296,466.35
0.206,466.498
0.234,466.599
0.251,466.692
0.192,466.809
0.227,466.955
0.193,467.1
0.258,467.236
0.125,467.391
0.143,467.537
0.107,467.679
0.335,467.858
0.218,468.021
0.319,468.156
0.191,468.257
0.247,468.333
0.311,468.433
0.216,468.497
0.214,468.66
0.231,468.693
0.314,468.848
0.131,469.062
0.24,469.23
0.245,469.378
0.201,469.516
0.265,469.66
0.229,469.748
0.223,469.838
0.196,469.91
0.439,470.03
0.28,470.127
0.181,470.302
0.226,470.396
0.206,470.509
0.254,470.607
0.126,470.655
0.275,470.793
0.285,470.906
0.238,471.033
0.252,471.179
0.182,471.26
0.211,471.351
0.231,471.508
0.119,471.71
0.214,471.846
0.258,471.936
0.111,472.056
0.329,472.144
0.29,472.277
0.241,472.401
0.161,472.535
0.306,472.617
0.268,472.751
0.276,472.92
0.229,472.944
0.335,473.027
0.329,473.129
0.113,473.304
0.317,473.42
0.421,473.521
0.32,473.65
0.342,473.733
0.209,473.807
0.237,473.935
0.091,474.1
0.262,474.281
0.268,474.376
0.136,474.436
0.264,474.605
0.24,474.682
0.373,474.805
0.354,474.99
0.19,475.109
0.172,475.277
0.255,475.366
0.13,475.581
0.213,475.685
0.218,475.818
0.296,475.955
0.321,476.111
0.11,476.27
0.313,476.362
0.198,476.471
0.177,476.6
0.107,476.709
0.102,476.83
0.219,476.958
0.248,477.056
0.234,477.166
0.137,477.355
0.109,477.479
0.216,477.629
0.302,477.767
0.168,477.893
0.259,477.994
0.257,478.127
0.195,478.234
0.283,478.378
0.216,478.482
0.359,478.598
0.128,478.697
0.294,478.802
0.15,478.907
0.242,479.047
0.186,479.2
0.168,479.431
0.217,479.595
0.263,479.716
0.179,479.806
0.292,479.953
0.11,480.143
0.094,480.268
0.15,480.398
0.288,480.529
0.28,480.677
0.203,480.795
0.184,480.904
0.147,481.028
0.188,481.182
0.245,481.293
0.201,481.457
0.323,481.591
0.179,481.705
0.304,481.84
0.165,481.927
0.214,482.03
0.105,482.12
0.311,482.24
0.184,482.396
0.242,482.544
0.162,482.687
0.261,482.774
0.247,482.91
0.34,482.985
0.26,483.08
0.308,483.176
0.287,483.279
0.303,483.413
0.193,483.477
0.121,483.59
0.278,483.712
0.187,483.789
0.289,483.919
0.303,484.076
0.246,484.222
0.34,484.386
0.32,484.573
0.167,484.684
0.255,484.82
0.207,484.923
0.372,485.028
0.399,485.152
0.408,485.314
0.206,485.465
0.182,485.622
0.442,485.772
0.367,485.896
0.224,486.101
0.317,486.218
0.14,486.33
0.248,486.503
0.106,486.651
0.211,486.769
0.176,486.904
0.206,486.993
0.315,487.061
0.254,487.16
0.151,487.294
0.201,487.454
0.208,487.564
0.261,487.643
0.256,487.784
0.115,487.858
0.137,487.994
0.118,488.083
0.302,488.182
0.115,488.258
0.265,488.372
0.296,488.552
0.337,488.682
0.13,488.819
0.095,488.975
0.115,489.174
0.211,489.303
0.234,489.509
0.138,489.665
0.269,489.81
0.298,489.918
0.102,490.021
0.252,490.134
0.238,490.203
0.246,490.342
0.192,490.481
0.272,490.671
0.145,490.754
0.299,490.879
0.389,490.999
0.133,491.119
0.32,491.252
0.305,491.486
0.157,491.548
0.228,491.725
0.23,491.837
0.168,492.007
0.173,492.126
0.135,492.26
0.367,492.408
0.229,492.506
0.157,492.63
0.227,492.798
0.184,492.836
0.167,492.96
0.214,493.085
0.21,493.176
0.292,493.326
0.155,493.507
0.261,493.659
0.294,493.75
0.16,493.852
0.234,494.02
0.113,494.17
0.238,494.321
0.252,494.452
0.231,494.54
0.17,494.724
0.105,494.765
0.19,494.881
0.207,494.983
0.125,495.109
0.251,495.234
0.235,495.383
0.232,495.458
0.26,495.588
0.332,495.715
0.246,495.828
0.335,495.95
0.175,496.024
0.391,496.204
0.248,496.318
0.235,496.46
0.251,496.596
0.38,496.659
0.125,496.728
0.34,496.882
0.157,497.005
0.16,497.112
0.32,497.264
0.195,497.367
0.214,497.453
0.202,497.558
0.298,497.662
0.144,497.826
0.18,497.949
0.143,498.122
0.373,498.273
0.208,498.416
0.251,498.507
0.328,498.657
0.407,498.831
0.282,498.955
0.298,499.127
0.211,499.216
0.166,499.337
0.251,499.445
0.149,499.613
0.404,499.73
0.175,499.872
0.227,500.002
0.369,500.09
0.131,500.254
0.197,500.331
0.215,500.434
0.208,500.546
0.117,500.676
0.224,500.823
0.185,500.969
0.368,501.045
0.321,501.147
0.188,501.273
0.273,501.406
0.118,501.647
0.133,501.717
0.146,501.872
0.219,501.962
0.243,502.101
0.109,502.232
0.217,502.367
0.337,502.514
0.23,502.669
0.206,502.755
0.324,502.912
0.185,503.019
0.23,503.134
0.261,503.25
0.258,503.384
0.151,503.537
0.28,503.681
0.163,503.836
0.14,503.928
0.196,504.065
0.19,504.157
0.457,504.296
0.276,504.433
0.332,504.605
0.322,504.746
0.221,504.838
0.18,504.98
0.239,505.127
0.198,505.258
0.148,505.371
0.314,505.578
0.298,505.651
0.281,505.731
0.323,505.888
0.221,506.04
0.335,506.2
