query_id,max_ensemble_aggregation_time,max_multimodal_aggregation_time,aggregation_overhead
67f5cc1b-f68a-4cac-b374-538342a18618,0.0007947800129947,0.0015115869984476,0.0037985378181271
f6434040-bbe8-4077-bcdc-f8d2f27ed9bd,0.0014131176794652,0.000535008632899,0.0024665294380112
ef01ed73-4fc9-4b28-8ab9-1de2bdd38b03,0.0002475987294302,0.0009126661714086,0.0017510211682572
ffaa3ba5-20c1-4bd1-87e8-456624bee9d4,0.0014940343168925,0.0016045362449954,0.004522952831003
f88d68a0-a6e0-4787-92b1-27819494be62,0.0011349446550761,0.0009649610671028,0.0034268329431476
6431f24d-cdae-4f44-8097-07d65db9e43e,0.001213284553172,0.0007909501077674,0.0035416503323594
dc027732-f584-4456-8663-1a2d129ad0fd,0.0027034349638585,0.0011208194484175,0.0059365882494362
99e24445-7e9e-4a46-8d10-8e6bbb9269e4,0.0019800615355743,0.0015950307617651,0.0058510858924494
0900c864-4dbe-4ec9-b17f-d8cdfa44bfd9,0.0017082410546006,0.0019021656864447,0.0058953444324905
72eb5e61-2a59-4b93-b284-64cce573f6cc,0.0009408035762204,0.0022234399258455,0.004863070341032
25ea832f-8a1a-4828-9a6c-2ece9b76a486,0.0027797294531201,0.0007485436336939,0.0056190559646232
85d6bd35-2c42-4290-a35f-9116de05f782,0.0005473737519564,0.0026927710366226,0.0047208317518327
f3d1aa76-6488-4c69-aa83-b736e8dd3661,0.0025403820123115,0.000853527112534,0.005431536397447
c96c70c0-5f01-49ff-986a-fc779468ed1a,0.0014682855546512,0.0019176453896408,0.004307502095428
e3d73013-db7c-4af6-a584-88bab3ce0488,0.0003949963572446,0.0006636285433394,0.0020259731478237
a0ec6e04-fb3a-4f84-9d52-7a1318325de5,0.0027612245640266,0.002828505885481,0.0082413093017094
95bbebfc-f22d-4c3a-b112-8d5b96d733de,0.0022215356333449,0.0019400847597178,0.0063991915659334
5967b00f-ba4d-4f22-9164-29037c27500b,0.0021770636606745,0.0022549752132536,0.006546811090246
f8dc18b0-e843-49c6-bd7d-bb9b430b3dbc,0.0013048029184907,0.0016790260572635,0.0050574660708567
47ef7018-098f-49b9-aa89-dd6b66ef1be5,0.0019081316093229,0.0004993829502676,0.0032205870770269
4ec66567-b50f-4109-ad3b-f52ac9ad6b62,0.0030976690147234,0.0026596483807526,0.0086134021236307
8f6212dc-1cb8-4a2a-85d7-ca5c41a1b4df,0.0004948918847393,0.0011031718223584,0.0034941256032679
69934d3f-5be9-40ec-b4cd-7a3d7cc02cbd,0.0010019291326365,0.0022834189105157,0.0051368587768346
8c9e666e-a079-454c-914d-6d75eba4ceac,0.0029033190612723,0.000886486984028,0.0054089149716314
cf9d8aab-7143-4a58-a4e2-c065f84d43af,0.0011328337695073,0.001381273803613,0.0039982865858651
db1e3b21-542e-453c-b7df-cf9cfd2444c4,0.0010573897359887,0.0009507189988029,0.0032528283230197
8fdf8041-9f23-4499-809b-30bb7bbe18d9,0.0034263820635239,0.0016643660101777,0.0067746562087792
2aa517c3-240a-4167-b258-36f3ef1c73c6,0.0023538129030944,0.0023141090561412,0.0063698165273516
58214a28-7ad1-4485-9bef-c99ea71c58b6,0.0006452118316874,0.0018478371080714,0.0043684338599889
912b616a-a539-49e3-b209-252b17e29c0c,0.0023456243330217,0.0025054216936154,0.0075171471707575
d7f39f83-956c-4fd9-81f6-cade2f457fc6,0.002611686471758,0.0010344355243647,0.0055911471511068
148b3d13-9756-43c3-8f4e-982776913543,0.0004188967216631,0.0022880198800759,0.0038433001746182
ea82e8a9-6083-423d-90f3-6a05ef01c16a,0.0013545948352415,0.0027896648516866,0.0060227436473295
7804f4d6-4979-4b2e-a1e9-21c63dc0f31d,0.002686782403104,0.0010388089320965,0.0055330480007195
db6298a8-2df7-48df-8eac-da397648c738,0.0005657785253113,0.0013126696672261,0.0036085433917902
85dc9d83-4e00-43a9-a526-9c650a300185,0.0028220570431573,0.0023882891688642,0.0071734193120897
6c5bc846-aa4c-4a9f-ac97-f41bb622e438,0.00343993044589,0.0013053528713336,0.006436657109546
bf1daee7-2e4f-4933-803e-db32d2b033af,0.003301417674228,0.0005545825475514,0.006216571361553
95402b06-2e0d-47cf-bbd0-34da1c0dcf80,0.0007029282601519,0.0007239914354228,0.0020822247189218
82d8704a-991c-42e2-b0e0-ca48ad9f3318,0.0011073136108144,0.0022062582731133,0.0054887497528979
a8f90fa2-b431-4337-8ea7-b1035ea339ff,0.0016290840821353,0.0011859865388163,0.0048106648636587
95037344-d016-475d-bc97-f6a22a2bfe78,0.0009059994803389,0.002759215435499,0.0057270447207185
3c555e0e-0766-4cb0-aed3-24bfcf59245d,0.0021219453184447,0.000404431251407,0.0043512699674802
ec853b97-a195-4c23-88b2-31f2cd32e63e,0.0008298161540208,0.0013173455645379,0.0036080578568035
313efebb-6469-4da4-b569-4eda6a34d453,0.0022503845239705,0.0016701317273466,0.0054863318846247
2e47e8da-aa8f-4ec2-a863-19212ba95216,0.001572014814661,0.0005803133066923,0.0034838049929379
b15d3e76-4766-4562-a517-05fcbb2a094f,0.001551240218152,0.0009435601081652,0.0046212866182352
